"Step","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity__MAX","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity__MAX","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity__MAX","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - sparsity","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - sparsity","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - sparsity__MIN","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - sparsity__MAX","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity__MIN","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity__MAX","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - sparsity","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - sparsity","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - sparsity__MIN","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - sparsity__MAX","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity__MIN","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity__MAX"
"11","85.2","85.2","85.2","81.5","81.5","81.5","84.985","84.985","84.985","0","0","0","0","0","0","0","0","0","89.80699999999999","89.80699999999999","89.80699999999999","89.82699999999998","89.82699999999998","89.82699999999998","89.81399999999998","89.81399999999998","89.81399999999998","88.7","88.7","88.7","87.9","87.9","87.9","86.025","86.025","86.025"
"12","85.2","85.2","85.2","82.7","82.7","82.7","85.16800000000002","85.16800000000002","85.16800000000002","0","0","0","0","0","0","0","0","0","89.795","89.795","89.795","89.82300000000001","89.82300000000001","89.82300000000001","89.80800000000002","89.80800000000002","89.80800000000002","88.7","88.7","88.7","88.1","88.1","88.1","86.29300000000002","86.29300000000002","86.29300000000002"
"13","82.5","82.5","82.5","82","82","82","85.40800000000002","85.40800000000002","85.40800000000002","0","0","0","0","0","0","0","0","0","89.785","89.785","89.785","89.80600000000001","89.80600000000001","89.80600000000001","89.80399999999999","89.80399999999999","89.80399999999999","88.8","88.8","88.8","88.1","88.1","88.1","86.74600000000001","86.74600000000001","86.74600000000001"
"14","83.7","83.7","83.7","81.40000000000002","81.40000000000002","81.40000000000002","85.50100000000002","85.50100000000002","85.50100000000002","0","0","0","0","0","0","0","0","0","89.77399999999999","89.77399999999999","89.77399999999999","89.80699999999999","89.80699999999999","89.80699999999999","89.79800000000002","89.79800000000002","89.79800000000002","88.8","88.8","88.8","88.2","88.2","88.2","87.08800000000001","87.08800000000001","87.08800000000001"
"15","83.1","83.1","83.1","80.7","80.7","80.7","85.425","85.425","85.425","0","0","0","0","0","0","0","0","0","89.75300000000001","89.75300000000001","89.75300000000001","89.79800000000002","89.79800000000002","89.79800000000002","89.795","89.795","89.795","88.8","88.8","88.8","88.1","88.1","88.1","87.17100000000002","87.17100000000002","87.17100000000002"
"16","83.5","83.5","83.5","82.6","82.6","82.6","85.53","85.53","85.53","0","0","0","0","0","0","0","0","0","89.74399999999999","89.74399999999999","89.74399999999999","89.785","89.785","89.785","89.78600000000002","89.78600000000002","89.78600000000002","88.9","88.9","88.9","88.2","88.2","88.2","87.17300000000002","87.17300000000002","87.17300000000002"
"17","83.4","83.4","83.4","80","80","80","85.59300000000002","85.59300000000002","85.59300000000002","0","0","0","0","0","0","0","0","0","89.72600000000001","89.72600000000001","89.72600000000001","89.775","89.775","89.775","89.78300000000002","89.78300000000002","89.78300000000002","88.8","88.8","88.8","88.2","88.2","88.2","87.08899999999998","87.08899999999998","87.08899999999998"
"18","82.8","82.8","82.8","81.5","81.5","81.5","85.59699999999998","85.59699999999998","85.59699999999998","0","0","0","0","0","0","0","0","0","89.70800000000001","89.70800000000001","89.70800000000001","89.76100000000001","89.76100000000001","89.76100000000001","89.78","89.78","89.78","88.8","88.8","88.8","88.2","88.2","88.2","87.27800000000002","87.27800000000002","87.27800000000002"
"19","83.3","83.3","83.3","80.2","80.2","80.2","85.53199999999998","85.53199999999998","85.53199999999998","0","0","0","0","0","0","0","0","0","89.69100000000002","89.69100000000002","89.69100000000002","89.75600000000001","89.75600000000001","89.75600000000001","89.77399999999999","89.77399999999999","89.77399999999999","88.8","88.8","88.8","88.2","88.2","88.2","87.48399999999998","87.48399999999998","87.48399999999998"
"20","82.6","82.6","82.6","81.3","81.3","81.3","85.39800000000001","85.39800000000001","85.39800000000001","0","0","0","0","0","0","0","0","0","89.67100000000002","89.67100000000002","89.67100000000002","89.74300000000001","89.74300000000001","89.74300000000001","89.76699999999998","89.76699999999998","89.76699999999998","88.8","88.8","88.8","88.2","88.2","88.2","87.59199999999998","87.59199999999998","87.59199999999998"
"21","82.9","82.9","82.9","80.5","80.5","80.5","85.47800000000001","85.47800000000001","85.47800000000001","0","0","0","0","0","0","0","0","0","89.65100000000001","89.65100000000001","89.65100000000001","89.73","89.73","89.73","89.76199999999999","89.76199999999999","89.76199999999999","88.7","88.7","88.7","88.2","88.2","88.2","87.735","87.735","87.735"
"22","82.4","82.4","82.4","80.8","80.8","80.8","85.61399999999999","85.61399999999999","85.61399999999999","0","0","0","0","0","0","0","0","0","89.63800000000002","89.63800000000002","89.63800000000002","89.71699999999998","89.71699999999998","89.71699999999998","89.755","89.755","89.755","88.8","88.8","88.8","88.2","88.2","88.2","87.51600000000002","87.51600000000002","87.51600000000002"
"23","82.6","82.6","82.6","80.59999999999998","80.59999999999998","80.59999999999998","85.46899999999998","85.46899999999998","85.46899999999998","0","0","0","0","0","0","0","0","0","89.61600000000001","89.61600000000001","89.61600000000001","89.70399999999998","89.70399999999998","89.70399999999998","89.75","89.75","89.75","88.7","88.7","88.7","88.2","88.2","88.2","87.59300000000002","87.59300000000002","87.59300000000002"
"24","82.7","82.7","82.7","79.8","79.8","79.8","85.78300000000002","85.78300000000002","85.78300000000002","0","0","0","0","0","0","0","0","0","89.60399999999998","89.60399999999998","89.60399999999998","89.69199999999998","89.69199999999998","89.69199999999998","89.73300000000002","89.73300000000002","89.73300000000002","88.7","88.7","88.7","88.2","88.2","88.2","87.67100000000002","87.67100000000002","87.67100000000002"
"25","83.1","83.1","83.1","80.5","80.5","80.5","85.66300000000001","85.66300000000001","85.66300000000001","0","0","0","0","0","0","0","0","0","89.57699999999998","89.57699999999998","89.57699999999998","89.67600000000002","89.67600000000002","89.67600000000002","89.725","89.725","89.725","88.7","88.7","88.7","88.2","88.2","88.2","87.74199999999999","87.74199999999999","87.74199999999999"
"26","82","82","82","80.5","80.5","80.5","85.43800000000002","85.43800000000002","85.43800000000002","0","0","0","0","0","0","0","0","0","89.56100000000002","89.56100000000002","89.56100000000002","89.66199999999999","89.66199999999999","89.66199999999999","89.71899999999998","89.71899999999998","89.71899999999998","88.7","88.7","88.7","88.2","88.2","88.2","87.67800000000001","87.67800000000001","87.67800000000001"
"27","82.2","82.2","82.2","78.7","78.7","78.7","85.67899999999999","85.67899999999999","85.67899999999999","0","0","0","0","0","0","0","0","0","89.54300000000002","89.54300000000002","89.54300000000002","89.64899999999999","89.64899999999999","89.64899999999999","89.71300000000001","89.71300000000001","89.71300000000001","88.6","88.6","88.6","88.1","88.1","88.1","87.88","87.88","87.88"
"28","82.1","82.1","82.1","79.7","79.7","79.7","85.50100000000002","85.50100000000002","85.50100000000002","0","0","0","0","0","0","0","0","0","89.52199999999999","89.52199999999999","89.52199999999999","89.63199999999999","89.63199999999999","89.63199999999999","89.69699999999999","89.69699999999999","89.69699999999999","88.6","88.6","88.6","88.1","88.1","88.1","87.81899999999999","87.81899999999999","87.81899999999999"
"29","81.40000000000002","81.40000000000002","81.40000000000002","80.2","80.2","80.2","85.43800000000002","85.43800000000002","85.43800000000002","0","0","0","0","0","0","0","0","0","89.50300000000001","89.50300000000001","89.50300000000001","89.61199999999998","89.61199999999998","89.61199999999998","89.68","89.68","89.68","88.6","88.6","88.6","88.1","88.1","88.1","87.58600000000001","87.58600000000001","87.58600000000001"
"30","81.09999999999998","81.09999999999998","81.09999999999998","80.09999999999998","80.09999999999998","80.09999999999998","85.58100000000002","85.58100000000002","85.58100000000002","0","0","0","0","0","0","0","0","0","89.49199999999999","89.49199999999999","89.49199999999999","89.60100000000001","89.60100000000001","89.60100000000001","89.68199999999999","89.68199999999999","89.68199999999999","88.6","88.6","88.6","88.1","88.1","88.1","87.69699999999999","87.69699999999999","87.69699999999999"
"31","81.59999999999998","81.59999999999998","81.59999999999998","79.7","79.7","79.7","85.57699999999998","85.57699999999998","85.57699999999998","0","0","0","0","0","0","0","0","0","89.47","89.47","89.47","89.59","89.59","89.59","89.66600000000001","89.66600000000001","89.66600000000001","88.5","88.5","88.5","88.1","88.1","88.1","87.83699999999999","87.83699999999999","87.83699999999999"
"32","80.90000000000002","80.90000000000002","80.90000000000002","79","79","79","85.595","85.595","85.595","0","0","0","0","0","0","0","0","0","89.45600000000002","89.45600000000002","89.45600000000002","89.56600000000002","89.56600000000002","89.56600000000002","89.659","89.659","89.659","88.5","88.5","88.5","88.1","88.1","88.1","87.695","87.695","87.695"
"33","80.59999999999998","80.59999999999998","80.59999999999998","78.5","78.5","78.5","85.50100000000002","85.50100000000002","85.50100000000002","0","0","0","0","0","0","0","0","0","89.445","89.445","89.445","89.55","89.55","89.55","89.65","89.65","89.65","88.5","88.5","88.5","88","88","88","87.65100000000001","87.65100000000001","87.65100000000001"
"34","81.2","81.2","81.2","79.09999999999998","79.09999999999998","79.09999999999998","85.45399999999998","85.45399999999998","85.45399999999998","0","0","0","0","0","0","0","0","0","89.435","89.435","89.435","89.53","89.53","89.53","89.63100000000001","89.63100000000001","89.63100000000001","88.4","88.4","88.4","88","88","88","87.70399999999998","87.70399999999998","87.70399999999998"
"35","80.90000000000002","80.90000000000002","80.90000000000002","77","77","77","85.33600000000001","85.33600000000001","85.33600000000001","0","0","0","0","0","0","0","0","0","89.42","89.42","89.42","89.52699999999999","89.52699999999999","89.52699999999999","89.62600000000002","89.62600000000002","89.62600000000002","88.4","88.4","88.4","88","88","88","87.725","87.725","87.725"
"36","79.40000000000002","79.40000000000002","79.40000000000002","78.59999999999998","78.59999999999998","78.59999999999998","85.62100000000001","85.62100000000001","85.62100000000001","0","0","0","0","0","0","0","0","0","89.41","89.41","89.41","89.50600000000001","89.50600000000001","89.50600000000001","89.61399999999999","89.61399999999999","89.61399999999999","88.3","88.3","88.3","88","88","88","87.78300000000002","87.78300000000002","87.78300000000002"
"37","80","80","80","77.7","77.7","77.7","85.665","85.665","85.665","0","0","0","0","0","0","0","0","0","89.40600000000002","89.40600000000002","89.40600000000002","89.48699999999998","89.48699999999998","89.48699999999998","89.59","89.59","89.59","88.3","88.3","88.3","87.9","87.9","87.9","87.69800000000001","87.69800000000001","87.69800000000001"
"38","80","80","80","78.59999999999998","78.59999999999998","78.59999999999998","85.37800000000001","85.37800000000001","85.37800000000001","0","0","0","0","0","0","0","0","0","89.39","89.39","89.39","89.47800000000001","89.47800000000001","89.47800000000001","89.59800000000001","89.59800000000001","89.59800000000001","88.3","88.3","88.3","87.8","87.8","87.8","87.79399999999998","87.79399999999998","87.79399999999998"
"39","80.7","80.7","80.7","78.40000000000002","78.40000000000002","78.40000000000002","85.325","85.325","85.325","0","0","0","0","0","0","0","0","0","89.38199999999999","89.38199999999999","89.38199999999999","89.46199999999999","89.46199999999999","89.46199999999999","89.58899999999998","89.58899999999998","89.58899999999998","88.2","88.2","88.2","87.9","87.9","87.9","87.62100000000001","87.62100000000001","87.62100000000001"
"40","80.3","80.3","80.3","78.09999999999998","78.09999999999998","78.09999999999998","85.52699999999999","85.52699999999999","85.52699999999999","0","0","0","0","0","0","0","0","0","89.38199999999999","89.38199999999999","89.38199999999999","89.45899999999999","89.45899999999999","89.45899999999999","89.58100000000002","89.58100000000002","89.58100000000002","88.2","88.2","88.2","87.8","87.8","87.8","87.71300000000001","87.71300000000001","87.71300000000001"
"41","80.40000000000002","80.40000000000002","80.40000000000002","77.90000000000002","77.90000000000002","77.90000000000002","85.21300000000001","85.21300000000001","85.21300000000001","0","0","0","0","0","0","0","0","0","89.37399999999998","89.37399999999998","89.37399999999998","89.44699999999999","89.44699999999999","89.44699999999999","89.58","89.58","89.58","88","88","88","87.8","87.8","87.8","87.70399999999998","87.70399999999998","87.70399999999998"
"42","80","80","80","77.90000000000002","77.90000000000002","77.90000000000002","85.15100000000001","85.15100000000001","85.15100000000001","0","0","0","0","0","0","0","0","0","89.37","89.37","89.37","89.435","89.435","89.435","89.56399999999998","89.56399999999998","89.56399999999998","88.1","88.1","88.1","87.8","87.8","87.8","87.735","87.735","87.735"
"43","79.90000000000002","79.90000000000002","79.90000000000002","77.7","77.7","77.7","85.25","85.25","85.25","0","0","0","0","0","0","0","0","0","89.37300000000002","89.37300000000002","89.37300000000002","89.42","89.42","89.42","89.555","89.555","89.555","88","88","88","87.6","87.6","87.6","87.64100000000002","87.64100000000002","87.64100000000002"
"44","79.3","79.3","79.3","78.2","78.2","78.2","85.21","85.21","85.21","0","0","0","0","0","0","0","0","0","89.36399999999999","89.36399999999999","89.36399999999999","89.40699999999998","89.40699999999998","89.40699999999998","89.53600000000002","89.53600000000002","89.53600000000002","88","88","88","87.7","87.7","87.7","87.58699999999999","87.58699999999999","87.58699999999999"
"45","79.59999999999998","79.59999999999998","79.59999999999998","77.90000000000002","77.90000000000002","77.90000000000002","85.18800000000002","85.18800000000002","85.18800000000002","0","0","0","0","0","0","0","0","0","89.37199999999999","89.37199999999999","89.37199999999999","89.40199999999999","89.40199999999999","89.40199999999999","89.52","89.52","89.52","87.9","87.9","87.9","87.6","87.6","87.6","87.52899999999998","87.52899999999998","87.52899999999998"
"46","79","79","79","78","78","78","85.24800000000002","85.24800000000002","85.24800000000002","0","0","0","0","0","0","0","0","0","89.37","89.37","89.37","89.39899999999999","89.39899999999999","89.39899999999999","89.51800000000001","89.51800000000001","89.51800000000001","87.9","87.9","87.9","87.7","87.7","87.7","87.555","87.555","87.555"
"47","79.5","79.5","79.5","77.7","77.7","77.7","85.35199999999999","85.35199999999999","85.35199999999999","0","0","0","0","0","0","0","0","0","89.37199999999999","89.37199999999999","89.37199999999999","89.39600000000002","89.39600000000002","89.39600000000002","89.49100000000001","89.49100000000001","89.49100000000001","87.8","87.8","87.8","87.4","87.4","87.4","87.67300000000002","87.67300000000002","87.67300000000002"
"48","79.59999999999998","79.59999999999998","79.59999999999998","76.90000000000002","76.90000000000002","76.90000000000002","85.31300000000002","85.31300000000002","85.31300000000002","0","0","0","0","0","0","0","0","0","89.37300000000002","89.37300000000002","89.37300000000002","89.394","89.394","89.394","89.51300000000002","89.51300000000002","89.51300000000002","87.8","87.8","87.8","87.4","87.4","87.4","87.59199999999998","87.59199999999998","87.59199999999998"
"49","78.2","78.2","78.2","77.40000000000002","77.40000000000002","77.40000000000002","85.11300000000001","85.11300000000001","85.11300000000001","0","0","0","0","0","0","0","0","0","89.37600000000002","89.37600000000002","89.37600000000002","89.38399999999999","89.38399999999999","89.38399999999999","89.48399999999998","89.48399999999998","89.48399999999998","87.8","87.8","87.8","87.5","87.5","87.5","87.59199999999998","87.59199999999998","87.59199999999998"
"50","79","79","79","76.2","76.2","76.2","85.21300000000001","85.21300000000001","85.21300000000001","0","0","0","0","0","0","0","0","0","89.37899999999999","89.37899999999999","89.37899999999999","89.38300000000001","89.38300000000001","89.38300000000001","89.465","89.465","89.465","87.7","87.7","87.7","87.4","87.4","87.4","87.48899999999999","87.48899999999999","87.48899999999999"
"51","78.90000000000002","78.90000000000002","78.90000000000002","77.2","77.2","77.2","85.09","85.09","85.09","0","0","0","0","0","0","0","0","0","89.38399999999999","89.38399999999999","89.38399999999999","89.375","89.375","89.375","89.481","89.481","89.481","87.6","87.6","87.6","87.2","87.2","87.2","87.36399999999999","87.36399999999999","87.36399999999999"
"52","78.40000000000002","78.40000000000002","78.40000000000002","76.09999999999998","76.09999999999998","76.09999999999998","85.34399999999998","85.34399999999998","85.34399999999998","0","0","0","0","0","0","0","0","0","89.394","89.394","89.394","89.37800000000001","89.37800000000001","89.37800000000001","89.455","89.455","89.455","87.5","87.5","87.5","87.2","87.2","87.2","87.44100000000002","87.44100000000002","87.44100000000002"
"53","78.90000000000002","78.90000000000002","78.90000000000002","77.7","77.7","77.7","85.12100000000001","85.12100000000001","85.12100000000001","0","0","0","0","0","0","0","0","0","89.39899999999999","89.39899999999999","89.39899999999999","89.37","89.37","89.37","89.44800000000001","89.44800000000001","89.44800000000001","87.5","87.5","87.5","87.1","87.1","87.1","87.32199999999999","87.32199999999999","87.32199999999999"
"54","78.3","78.3","78.3","77.5","77.5","77.5","85.06699999999998","85.06699999999998","85.06699999999998","0","0","0","0","0","0","0","0","0","89.40699999999998","89.40699999999998","89.40699999999998","89.37800000000001","89.37800000000001","89.37800000000001","89.44600000000001","89.44600000000001","89.44600000000001","87.5","87.5","87.5","87.2","87.2","87.2","87.465","87.465","87.465"
"55","78.8","78.8","78.8","77.3","77.3","77.3","85.00899999999999","85.00899999999999","85.00899999999999","0","0","0","0","0","0","0","0","0","89.41600000000001","89.41600000000001","89.41600000000001","89.37100000000001","89.37100000000001","89.37100000000001","89.43800000000002","89.43800000000002","89.43800000000002","87.4","87.4","87.4","87.2","87.2","87.2","87.35399999999998","87.35399999999998","87.35399999999998"
"56","77.90000000000002","77.90000000000002","77.90000000000002","77.2","77.2","77.2","85.35199999999999","85.35199999999999","85.35199999999999","0","0","0","0","0","0","0","0","0","89.42","89.42","89.42","89.37800000000001","89.37800000000001","89.37800000000001","89.445","89.445","89.445","87.4","87.4","87.4","87","87","87","87.475","87.475","87.475"
"57","78","78","78","76.8","76.8","76.8","85.35800000000002","85.35800000000002","85.35800000000002","0","0","0","0","0","0","0","0","0","89.425","89.425","89.425","89.37800000000001","89.37800000000001","89.37800000000001","89.43899999999998","89.43899999999998","89.43899999999998","87.4","87.4","87.4","87","87","87","87.424","87.424","87.424"
"58","77.8","77.8","77.8","76.3","76.3","76.3","85.25600000000001","85.25600000000001","85.25600000000001","0","0","0","0","0","0","0","0","0","89.43100000000001","89.43100000000001","89.43100000000001","89.38699999999999","89.38699999999999","89.38699999999999","89.40699999999998","89.40699999999998","89.40699999999998","87.3","87.3","87.3","87","87","87","87.44399999999999","87.44399999999999","87.44399999999999"
