"Step","zerofl-a1.0-s0.95-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.95-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.95-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.95-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.95-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.95-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.95-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.95-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.95-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.95-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.95-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.95-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.95-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.95-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.95-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.95-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.95-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.95-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.95-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.95-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.95-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX"
"611","0.75","0.75","0.75","0.748","0.748","0.748","0.635","0.635","0.635","0.858","0.858","0.858","0.845","0.845","0.845","0.726","0.726","0.726","0.828","0.828","0.828","0.833","0.833","0.833","0.681","0.681","0.681","0.742","0.742","0.742","0.797","0.797","0.797","0.601","0.601","0.601"
"612","0.752","0.752","0.752","0.721","0.721","0.721","0.576","0.576","0.576","0.851","0.851","0.851","0.853","0.853","0.853","0.738","0.738","0.738","0.84","0.84","0.84","0.826","0.826","0.826","0.749","0.749","0.749","0.751","0.751","0.751","0.762","0.762","0.762","0.651","0.651","0.651"
"613","0.748","0.748","0.748","0.748","0.748","0.748","0.692","0.692","0.692","0.846","0.846","0.846","0.838","0.838","0.838","0.789","0.789","0.789","0.876","0.876","0.876","0.825","0.825","0.825","0.695","0.695","0.695","0.785","0.785","0.785","0.774","0.774","0.774","0.579","0.579","0.579"
"614","0.758","0.758","0.758","0.754","0.754","0.754","0.607","0.607","0.607","0.864","0.864","0.864","0.849","0.849","0.849","0.729","0.729","0.729","0.827","0.827","0.827","0.829","0.829","0.829","0.734","0.734","0.734","0.779","0.779","0.779","0.787","0.787","0.787","0.636","0.636","0.636"
"615","0.77","0.77","0.77","0.73","0.73","0.73","0.64","0.64","0.64","0.864","0.864","0.864","0.831","0.831","0.831","0.789","0.789","0.789","0.843","0.843","0.843","0.819","0.819","0.819","0.698","0.698","0.698","0.755","0.755","0.755","0.783","0.783","0.783","0.617","0.617","0.617"
"616","0.766","0.766","0.766","0.717","0.717","0.717","0.612","0.612","0.612","0.842","0.842","0.842","0.839","0.839","0.839","0.706","0.706","0.706","0.808","0.808","0.808","0.8","0.8","0.8","0.675","0.675","0.675","0.753","0.753","0.753","0.757","0.757","0.757","0.521","0.521","0.521"
"617","0.739","0.739","0.739","0.765","0.765","0.765","0.598","0.598","0.598","0.849","0.849","0.849","0.84","0.84","0.84","0.69","0.69","0.69","0.849","0.849","0.849","0.825","0.825","0.825","0.742","0.742","0.742","0.789","0.789","0.789","0.776","0.776","0.776","0.594","0.594","0.594"
"618","0.751","0.751","0.751","0.701","0.701","0.701","0.64","0.64","0.64","0.842","0.842","0.842","0.846","0.846","0.846","0.715","0.715","0.715","0.835","0.835","0.835","0.828","0.828","0.828","0.703","0.703","0.703","0.757","0.757","0.757","0.779","0.779","0.779","0.595","0.595","0.595"
"619","0.764","0.764","0.764","0.746","0.746","0.746","0.542","0.542","0.542","0.857","0.857","0.857","0.837","0.837","0.837","0.797","0.797","0.797","0.838","0.838","0.838","0.814","0.814","0.814","0.739","0.739","0.739","0.768","0.768","0.768","0.778","0.778","0.778","0.624","0.624","0.624"
"620","0.783","0.783","0.783","0.734","0.734","0.734","0.601","0.601","0.601","0.847","0.847","0.847","0.837","0.837","0.837","0.791","0.791","0.791","0.844","0.844","0.844","0.817","0.817","0.817","0.729","0.729","0.729","0.771","0.771","0.771","0.756","0.756","0.756","0.68","0.68","0.68"
"621","0.741","0.741","0.741","0.735","0.735","0.735","0.588","0.588","0.588","0.857","0.857","0.857","0.85","0.85","0.85","0.728","0.728","0.728","0.83","0.83","0.83","0.822","0.822","0.822","0.779","0.779","0.779","0.744","0.744","0.744","0.773","0.773","0.773","0.6","0.6","0.6"
"622","0.751","0.751","0.751","0.765","0.765","0.765","0.575","0.575","0.575","0.851","0.851","0.851","0.835","0.835","0.835","0.755","0.755","0.755","0.817","0.817","0.817","0.826","0.826","0.826","0.744","0.744","0.744","0.755","0.755","0.755","0.784","0.784","0.784","0.58","0.58","0.58"
"623","0.758","0.758","0.758","0.733","0.733","0.733","0.568","0.568","0.568","0.862","0.862","0.862","0.815","0.815","0.815","0.786","0.786","0.786","0.847","0.847","0.847","0.836","0.836","0.836","0.753","0.753","0.753","0.757","0.757","0.757","0.766","0.766","0.766","0.63","0.63","0.63"
"624","0.753","0.753","0.753","0.754","0.754","0.754","0.655","0.655","0.655","0.872","0.872","0.872","0.813","0.813","0.813","0.714","0.714","0.714","0.848","0.848","0.848","0.822","0.822","0.822","0.787","0.787","0.787","0.768","0.768","0.768","0.783","0.783","0.783","0.704","0.704","0.704"
"625","0.758","0.758","0.758","0.79","0.79","0.79","0.66","0.66","0.66","0.87","0.87","0.87","0.838","0.838","0.838","0.745","0.745","0.745","0.843","0.843","0.843","0.833","0.833","0.833","0.804","0.804","0.804","0.767","0.767","0.767","0.786","0.786","0.786","0.665","0.665","0.665"
"626","0.749","0.749","0.749","0.718","0.718","0.718","0.587","0.587","0.587","0.858","0.858","0.858","0.803","0.803","0.803","0.778","0.778","0.778","0.844","0.844","0.844","0.823","0.823","0.823","0.686","0.686","0.686","0.759","0.759","0.759","0.779","0.779","0.779","0.566","0.566","0.566"
"627","0.779","0.779","0.779","0.742","0.742","0.742","0.621","0.621","0.621","0.851","0.851","0.851","0.823","0.823","0.823","0.767","0.767","0.767","0.848","0.848","0.848","0.824","0.824","0.824","0.814","0.814","0.814","0.77","0.77","0.77","0.758","0.758","0.758","0.756","0.756","0.756"
"628","0.753","0.753","0.753","0.785","0.785","0.785","0.657","0.657","0.657","0.845","0.845","0.845","0.85","0.85","0.85","0.767","0.767","0.767","0.83","0.83","0.83","0.819","0.819","0.819","0.782","0.782","0.782","0.764","0.764","0.764","0.786","0.786","0.786","0.646","0.646","0.646"
"629","0.75","0.75","0.75","0.73","0.73","0.73","0.476","0.476","0.476","0.856","0.856","0.856","0.869","0.869","0.869","0.789","0.789","0.789","0.842","0.842","0.842","0.838","0.838","0.838","0.714","0.714","0.714","0.762","0.762","0.762","0.792","0.792","0.792","0.483","0.483","0.483"
"630","0.751","0.751","0.751","0.738","0.738","0.738","0.542","0.542","0.542","0.85","0.85","0.85","0.829","0.829","0.829","0.747","0.747","0.747","0.838","0.838","0.838","0.823","0.823","0.823","0.718","0.718","0.718","0.769","0.769","0.769","0.775","0.775","0.775","0.668","0.668","0.668"
"631","0.722","0.722","0.722","0.721","0.721","0.721","0.609","0.609","0.609","0.861","0.861","0.861","0.834","0.834","0.834","0.703","0.703","0.703","0.849","0.849","0.849","0.811","0.811","0.811","0.756","0.756","0.756","0.771","0.771","0.771","0.766","0.766","0.766","0.64","0.64","0.64"
"632","0.739","0.739","0.739","0.744","0.744","0.744","0.645","0.645","0.645","0.87","0.87","0.87","0.843","0.843","0.843","0.551","0.551","0.551","0.829","0.829","0.829","0.847","0.847","0.847","0.718","0.718","0.718","0.781","0.781","0.781","0.776","0.776","0.776","0.609","0.609","0.609"
"633","0.761","0.761","0.761","0.76","0.76","0.76","0.549","0.549","0.549","0.827","0.827","0.827","0.849","0.849","0.849","0.743","0.743","0.743","0.839","0.839","0.839","0.828","0.828","0.828","0.711","0.711","0.711","0.77","0.77","0.77","0.777","0.777","0.777","0.572","0.572","0.572"
"634","0.721","0.721","0.721","0.788","0.788","0.788","0.638","0.638","0.638","0.851","0.851","0.851","0.848","0.848","0.848","0.725","0.725","0.725","0.82","0.82","0.82","0.801","0.801","0.801","0.703","0.703","0.703","0.748","0.748","0.748","0.785","0.785","0.785","0.628","0.628","0.628"
"635","0.757","0.757","0.757","0.731","0.731","0.731","0.632","0.632","0.632","0.856","0.856","0.856","0.826","0.826","0.826","0.686","0.686","0.686","0.836","0.836","0.836","0.81","0.81","0.81","0.706","0.706","0.706","0.771","0.771","0.771","0.759","0.759","0.759","0.629","0.629","0.629"
"636","0.737","0.737","0.737","0.744","0.744","0.744","0.668","0.668","0.668","0.832","0.832","0.832","0.844","0.844","0.844","0.746","0.746","0.746","0.828","0.828","0.828","0.818","0.818","0.818","0.693","0.693","0.693","0.756","0.756","0.756","0.776","0.776","0.776","0.605","0.605","0.605"
"637","0.76","0.76","0.76","0.767","0.767","0.767","0.688","0.688","0.688","0.859","0.859","0.859","0.851","0.851","0.851","0.724","0.724","0.724","0.844","0.844","0.844","0.841","0.841","0.841","0.772","0.772","0.772","0.765","0.765","0.765","0.796","0.796","0.796","0.649","0.649","0.649"
"638","0.779","0.779","0.779","0.768","0.768","0.768","0.586","0.586","0.586","0.845","0.845","0.845","0.854","0.854","0.854","0.614","0.614","0.614","0.86","0.86","0.86","0.816","0.816","0.816","0.744","0.744","0.744","0.769","0.769","0.769","0.74","0.74","0.74","0.633","0.633","0.633"
"639","0.775","0.775","0.775","0.767","0.767","0.767","0.635","0.635","0.635","0.863","0.863","0.863","0.833","0.833","0.833","0.716","0.716","0.716","0.83","0.83","0.83","0.816","0.816","0.816","0.633","0.633","0.633","0.747","0.747","0.747","0.756","0.756","0.756","0.522","0.522","0.522"
"640","0.76","0.76","0.76","0.76","0.76","0.76","0.676","0.676","0.676","0.838","0.838","0.838","0.809","0.809","0.809","0.728","0.728","0.728","0.847","0.847","0.847","0.806","0.806","0.806","0.704","0.704","0.704","0.775","0.775","0.775","0.752","0.752","0.752","0.624","0.624","0.624"
"641","0.785","0.785","0.785","0.774","0.774","0.774","0.646","0.646","0.646","0.84","0.84","0.84","0.849","0.849","0.849","0.755","0.755","0.755","0.835","0.835","0.835","0.827","0.827","0.827","0.756","0.756","0.756","0.752","0.752","0.752","0.782","0.782","0.782","0.577","0.577","0.577"
"642","0.736","0.736","0.736","0.728","0.728","0.728","0.593","0.593","0.593","0.85","0.85","0.85","0.833","0.833","0.833","0.785","0.785","0.785","0.842","0.842","0.842","0.827","0.827","0.827","0.742","0.742","0.742","0.759","0.759","0.759","0.767","0.767","0.767","0.624","0.624","0.624"
"643","0.763","0.763","0.763","0.77","0.77","0.77","0.688","0.688","0.688","0.837","0.837","0.837","0.854","0.854","0.854","0.644","0.644","0.644","0.833","0.833","0.833","0.828","0.828","0.828","0.755","0.755","0.755","0.767","0.767","0.767","0.796","0.796","0.796","0.687","0.687","0.687"
"644","0.747","0.747","0.747","0.767","0.767","0.767","0.571","0.571","0.571","0.864","0.864","0.864","0.865","0.865","0.865","0.748","0.748","0.748","0.837","0.837","0.837","0.837","0.837","0.837","0.748","0.748","0.748","0.777","0.777","0.777","0.797","0.797","0.797","0.615","0.615","0.615"
"645","0.761","0.761","0.761","0.743","0.743","0.743","0.592","0.592","0.592","0.851","0.851","0.851","0.819","0.819","0.819","0.751","0.751","0.751","0.823","0.823","0.823","0.786","0.786","0.786","0.745","0.745","0.745","0.757","0.757","0.757","0.753","0.753","0.753","0.609","0.609","0.609"
"646","0.758","0.758","0.758","0.77","0.77","0.77","0.644","0.644","0.644","0.848","0.848","0.848","0.822","0.822","0.822","0.782","0.782","0.782","0.836","0.836","0.836","0.826","0.826","0.826","0.657","0.657","0.657","0.77","0.77","0.77","0.77","0.77","0.77","0.484","0.484","0.484"
"647","0.754","0.754","0.754","0.757","0.757","0.757","0.638","0.638","0.638","0.836","0.836","0.836","0.836","0.836","0.836","0.756","0.756","0.756","0.852","0.852","0.852","0.838","0.838","0.838","0.744","0.744","0.744","0.748","0.748","0.748","0.77","0.77","0.77","0.628","0.628","0.628"
"648","0.745","0.745","0.745","0.767","0.767","0.767","0.555","0.555","0.555","0.85","0.85","0.85","0.804","0.804","0.804","0.771","0.771","0.771","0.836","0.836","0.836","0.795","0.795","0.795","0.726","0.726","0.726","0.779","0.779","0.779","0.762","0.762","0.762","0.602","0.602","0.602"
"649","0.746","0.746","0.746","0.732","0.732","0.732","0.664","0.664","0.664","0.843","0.843","0.843","0.847","0.847","0.847","0.737","0.737","0.737","0.838","0.838","0.838","0.83","0.83","0.83","0.737","0.737","0.737","0.757","0.757","0.757","0.773","0.773","0.773","0.496","0.496","0.496"
"650","0.771","0.771","0.771","0.741","0.741","0.741","0.567","0.567","0.567","0.848","0.848","0.848","0.834","0.834","0.834","0.77","0.77","0.77","0.829","0.829","0.829","0.813","0.813","0.813","0.715","0.715","0.715","0.748","0.748","0.748","0.776","0.776","0.776","0.574","0.574","0.574"
"651","0.772","0.772","0.772","0.719","0.719","0.719","0.638","0.638","0.638","0.857","0.857","0.857","0.815","0.815","0.815","0.708","0.708","0.708","0.837","0.837","0.837","0.815","0.815","0.815","0.721","0.721","0.721","0.764","0.764","0.764","0.775","0.775","0.775","0.572","0.572","0.572"
"652","0.759","0.759","0.759","0.742","0.742","0.742","0.608","0.608","0.608","0.849","0.849","0.849","0.866","0.866","0.866","0.715","0.715","0.715","0.84","0.84","0.84","0.863","0.863","0.863","0.691","0.691","0.691","0.776","0.776","0.776","0.824","0.824","0.824","0.553","0.553","0.553"
"653","0.78","0.78","0.78","0.758","0.758","0.758","0.725","0.725","0.725","0.847","0.847","0.847","0.827","0.827","0.827","0.759","0.759","0.759","0.844","0.844","0.844","0.805","0.805","0.805","0.741","0.741","0.741","0.768","0.768","0.768","0.785","0.785","0.785","0.601","0.601","0.601"
"654","0.767","0.767","0.767","0.785","0.785","0.785","0.715","0.715","0.715","0.846","0.846","0.846","0.843","0.843","0.843","0.758","0.758","0.758","0.841","0.841","0.841","0.837","0.837","0.837","0.779","0.779","0.779","0.785","0.785","0.785","0.781","0.781","0.781","0.653","0.653","0.653"
"655","0.773","0.773","0.773","0.74","0.74","0.74","0.668","0.668","0.668","0.855","0.855","0.855","0.856","0.856","0.856","0.649","0.649","0.649","0.843","0.843","0.843","0.827","0.827","0.827","0.779","0.779","0.779","0.78","0.78","0.78","0.785","0.785","0.785","0.611","0.611","0.611"
"656","0.76","0.76","0.76","0.758","0.758","0.758","0.611","0.611","0.611","0.827","0.827","0.827","0.841","0.841","0.841","0.715","0.715","0.715","0.845","0.845","0.845","0.823","0.823","0.823","0.789","0.789","0.789","0.766","0.766","0.766","0.779","0.779","0.779","0.703","0.703","0.703"
"657","0.767","0.767","0.767","0.771","0.771","0.771","0.556","0.556","0.556","0.848","0.848","0.848","0.828","0.828","0.828","0.777","0.777","0.777","0.846","0.846","0.846","0.826","0.826","0.826","0.642","0.642","0.642","0.768","0.768","0.768","0.78","0.78","0.78","0.454","0.454","0.454"
"658","0.757","0.757","0.757","0.773","0.773","0.773","0.658","0.658","0.658","0.848","0.848","0.848","0.827","0.827","0.827","0.77","0.77","0.77","0.84","0.84","0.84","0.814","0.814","0.814","0.742","0.742","0.742","0.785","0.785","0.785","0.77","0.77","0.77","0.569","0.569","0.569"
"659","0.776","0.776","0.776","0.767","0.767","0.767","0.61","0.61","0.61","0.856","0.856","0.856","0.826","0.826","0.826","0.758","0.758","0.758","0.839","0.839","0.839","0.819","0.819","0.819","0.727","0.727","0.727","0.771","0.771","0.771","0.79","0.79","0.79","0.625","0.625","0.625"
"660","0.752","0.752","0.752","0.694","0.694","0.694","0.568","0.568","0.568","0.845","0.845","0.845","0.827","0.827","0.827","0.678","0.678","0.678","0.86","0.86","0.86","0.806","0.806","0.806","0.728","0.728","0.728","0.772","0.772","0.772","0.749","0.749","0.749","0.662","0.662","0.662"
"661","0.753","0.753","0.753","0.772","0.772","0.772","0.656","0.656","0.656","0.835","0.835","0.835","0.85","0.85","0.85","0.778","0.778","0.778","0.837","0.837","0.837","0.832","0.832","0.832","0.71","0.71","0.71","0.777","0.777","0.777","0.778","0.778","0.778","0.628","0.628","0.628"
"662","0.771","0.771","0.771","0.761","0.761","0.761","0.582","0.582","0.582","0.848","0.848","0.848","0.857","0.857","0.857","0.738","0.738","0.738","0.828","0.828","0.828","0.829","0.829","0.829","0.768","0.768","0.768","0.761","0.761","0.761","0.794","0.794","0.794","0.61","0.61","0.61"
"663","0.749","0.749","0.749","0.747","0.747","0.747","0.55","0.55","0.55","0.862","0.862","0.862","0.8","0.8","0.8","0.752","0.752","0.752","0.829","0.829","0.829","0.794","0.794","0.794","0.772","0.772","0.772","0.748","0.748","0.748","0.757","0.757","0.757","0.633","0.633","0.633"
"664","0.751","0.751","0.751","0.76","0.76","0.76","0.667","0.667","0.667","0.85","0.85","0.85","0.818","0.818","0.818","0.775","0.775","0.775","0.853","0.853","0.853","0.806","0.806","0.806","0.723","0.723","0.723","0.795","0.795","0.795","0.756","0.756","0.756","0.608","0.608","0.608"
"665","0.736","0.736","0.736","0.731","0.731","0.731","0.699","0.699","0.699","0.853","0.853","0.853","0.835","0.835","0.835","0.592","0.592","0.592","0.829","0.829","0.829","0.815","0.815","0.815","0.81","0.81","0.81","0.754","0.754","0.754","0.779","0.779","0.779","0.644","0.644","0.644"
"666","0.755","0.755","0.755","0.751","0.751","0.751","0.616","0.616","0.616","0.849","0.849","0.849","0.854","0.854","0.854","0.739","0.739","0.739","0.829","0.829","0.829","0.827","0.827","0.827","0.715","0.715","0.715","0.759","0.759","0.759","0.781","0.781","0.781","0.559","0.559","0.559"
"667","0.771","0.771","0.771","0.734","0.734","0.734","0.644","0.644","0.644","0.86","0.86","0.86","0.829","0.829","0.829","0.698","0.698","0.698","0.854","0.854","0.854","0.817","0.817","0.817","0.781","0.781","0.781","0.779","0.779","0.779","0.775","0.775","0.775","0.645","0.645","0.645"
"668","0.769","0.769","0.769","0.746","0.746","0.746","0.639","0.639","0.639","0.87","0.87","0.87","0.845","0.845","0.845","0.7","0.7","0.7","0.845","0.845","0.845","0.822","0.822","0.822","0.747","0.747","0.747","0.757","0.757","0.757","0.804","0.804","0.804","0.692","0.692","0.692"
"669","0.763","0.763","0.763","0.721","0.721","0.721","0.59","0.59","0.59","0.861","0.861","0.861","0.838","0.838","0.838","0.716","0.716","0.716","0.842","0.842","0.842","0.824","0.824","0.824","0.775","0.775","0.775","0.753","0.753","0.753","0.768","0.768","0.768","0.592","0.592","0.592"
"670","0.758","0.758","0.758","0.731","0.731","0.731","0.612","0.612","0.612","0.836","0.836","0.836","0.856","0.856","0.856","0.766","0.766","0.766","0.837","0.837","0.837","0.843","0.843","0.843","0.833","0.833","0.833","0.756","0.756","0.756","0.796","0.796","0.796","0.748","0.748","0.748"
"671","0.754","0.754","0.754","0.733","0.733","0.733","0.568","0.568","0.568","0.854","0.854","0.854","0.833","0.833","0.833","0.704","0.704","0.704","0.843","0.843","0.843","0.809","0.809","0.809","0.785","0.785","0.785","0.76","0.76","0.76","0.766","0.766","0.766","0.66","0.66","0.66"
"672","0.759","0.759","0.759","0.75","0.75","0.75","0.677","0.677","0.677","0.849","0.849","0.849","0.838","0.838","0.838","0.787","0.787","0.787","0.846","0.846","0.846","0.821","0.821","0.821","0.74","0.74","0.74","0.771","0.771","0.771","0.751","0.751","0.751","0.539","0.539","0.539"
"673","0.749","0.749","0.749","0.769","0.769","0.769","0.696","0.696","0.696","0.857","0.857","0.857","0.851","0.851","0.851","0.762","0.762","0.762","0.842","0.842","0.842","0.858","0.858","0.858","0.742","0.742","0.742","0.762","0.762","0.762","0.798","0.798","0.798","0.585","0.585","0.585"
"674","0.755","0.755","0.755","0.744","0.744","0.744","0.625","0.625","0.625","0.84","0.84","0.84","0.855","0.855","0.855","0.843","0.843","0.843","0.857","0.857","0.857","0.822","0.822","0.822","0.707","0.707","0.707","0.786","0.786","0.786","0.779","0.779","0.779","0.576","0.576","0.576"
"675","0.733","0.733","0.733","0.759","0.759","0.759","0.664","0.664","0.664","0.843","0.843","0.843","0.824","0.824","0.824","0.755","0.755","0.755","0.855","0.855","0.855","0.81","0.81","0.81","0.765","0.765","0.765","0.764","0.764","0.764","0.757","0.757","0.757","0.611","0.611","0.611"
"676","0.755","0.755","0.755","0.79","0.79","0.79","0.639","0.639","0.639","0.834","0.834","0.834","0.831","0.831","0.831","0.81","0.81","0.81","0.825","0.825","0.825","0.812","0.812","0.812","0.621","0.621","0.621","0.759","0.759","0.759","0.761","0.761","0.761","0.462","0.462","0.462"
"677","0.763","0.763","0.763","0.753","0.753","0.753","0.628","0.628","0.628","0.868","0.868","0.868","0.829","0.829","0.829","0.698","0.698","0.698","0.858","0.858","0.858","0.814","0.814","0.814","0.692","0.692","0.692","0.779","0.779","0.779","0.766","0.766","0.766","0.608","0.608","0.608"
"678","0.769","0.769","0.769","0.7525","0.7525","0.7525","0.635","0.635","0.635","0.858","0.858","0.858","0.828","0.828","0.828","0.783","0.783","0.783","0.857","0.857","0.857","0.807","0.807","0.807","0.714","0.714","0.714","0.786","0.786","0.786","0.772","0.772","0.772","0.63","0.63","0.63"
"679","0.742","0.742","0.742","0.748","0.748","0.748","0.61","0.61","0.61","0.85","0.85","0.85","0.826","0.826","0.826","0.699","0.699","0.699","0.842","0.842","0.842","0.83","0.83","0.83","0.76","0.76","0.76","0.772","0.772","0.772","0.775","0.775","0.775","0.717","0.717","0.717"
"680","0.751","0.751","0.751","0.753","0.753","0.753","0.605","0.605","0.605","0.841","0.841","0.841","0.838","0.838","0.838","0.79","0.79","0.79","0.822","0.822","0.822","0.829","0.829","0.829","0.754","0.754","0.754","0.763","0.763","0.763","0.802","0.802","0.802","0.568","0.568","0.568"
"681","0.769","0.769","0.769","0.727","0.727","0.727","0.67","0.67","0.67","0.862","0.862","0.862","0.838","0.838","0.838","0.787","0.787","0.787","0.844","0.844","0.844","0.828","0.828","0.828","0.691","0.691","0.691","0.791","0.791","0.791","0.785","0.785","0.785","0.549","0.549","0.549"
"682","0.761","0.761","0.761","0.728","0.728","0.728","0.554","0.554","0.554","0.846","0.846","0.846","0.834","0.834","0.834","0.746","0.746","0.746","0.848","0.848","0.848","0.825","0.825","0.825","0.67","0.67","0.67","0.78","0.78","0.78","0.792","0.792","0.792","0.566","0.566","0.566"
"683","0.756","0.756","0.756","0.762","0.762","0.762","0.668","0.668","0.668","0.854","0.854","0.854","0.837","0.837","0.837","0.721","0.721","0.721","0.849","0.849","0.849","0.822","0.822","0.822","0.744","0.744","0.744","0.764","0.764","0.764","0.771","0.771","0.771","0.562","0.562","0.562"
"684","0.749","0.749","0.749","0.734","0.734","0.734","0.581","0.581","0.581","0.862","0.862","0.862","0.844","0.844","0.844","0.736","0.736","0.736","0.847","0.847","0.847","0.822","0.822","0.822","0.767","0.767","0.767","0.782","0.782","0.782","0.792","0.792","0.792","0.662","0.662","0.662"
