"Step","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX"
"614","0.758","0.758","0.758","0.746","0.746","0.746","0.676","0.676","0.676","0.864","0.864","0.864","0.849","0.849","0.849","0.729","0.729","0.729","0.856","0.856","0.856","0.823","0.823","0.823","0.737","0.737","0.737","0.815","0.815","0.815","0.819","0.819","0.819","0.738","0.738","0.738"
"615","0.774","0.774","0.774","0.782","0.782","0.782","0.749","0.749","0.749","0.864","0.864","0.864","0.831","0.831","0.831","0.789","0.789","0.789","0.861","0.861","0.861","0.823","0.823","0.823","0.683","0.683","0.683","0.827","0.827","0.827","0.809","0.809","0.809","0.748","0.748","0.748"
"616","0.777","0.777","0.777","0.748","0.748","0.748","0.574","0.574","0.574","0.842","0.842","0.842","0.839","0.839","0.839","0.706","0.706","0.706","0.846","0.846","0.846","0.841","0.841","0.841","0.677","0.677","0.677","0.805","0.805","0.805","0.799","0.799","0.799","0.626","0.626","0.626"
"617","0.77","0.77","0.77","0.778","0.778","0.778","0.631","0.631","0.631","0.849","0.849","0.849","0.84","0.84","0.84","0.69","0.69","0.69","0.84","0.84","0.84","0.841","0.841","0.841","0.749","0.749","0.749","0.825","0.825","0.825","0.807","0.807","0.807","0.652","0.652","0.652"
"618","0.782","0.782","0.782","0.743","0.743","0.743","0.64","0.64","0.64","0.842","0.842","0.842","0.846","0.846","0.846","0.715","0.715","0.715","0.821","0.821","0.821","0.834","0.834","0.834","0.705","0.705","0.705","0.818","0.818","0.818","0.814","0.814","0.814","0.71","0.71","0.71"
"619","0.775","0.775","0.775","0.777","0.777","0.777","0.689","0.689","0.689","0.857","0.857","0.857","0.837","0.837","0.837","0.797","0.797","0.797","0.836","0.836","0.836","0.836","0.836","0.836","0.749","0.749","0.749","0.809","0.809","0.809","0.807","0.807","0.807","0.74","0.74","0.74"
"620","0.78","0.78","0.78","0.727","0.727","0.727","0.713","0.713","0.713","0.847","0.847","0.847","0.837","0.837","0.837","0.791","0.791","0.791","0.821","0.821","0.821","0.807","0.807","0.807","0.779","0.779","0.779","0.835","0.835","0.835","0.794","0.794","0.794","0.763","0.763","0.763"
"621","0.773","0.773","0.773","0.757","0.757","0.757","0.639","0.639","0.639","0.857","0.857","0.857","0.85","0.85","0.85","0.728","0.728","0.728","0.84","0.84","0.84","0.822","0.822","0.822","0.758","0.758","0.758","0.805","0.805","0.805","0.809","0.809","0.809","0.655","0.655","0.655"
"622","0.798","0.798","0.798","0.75","0.75","0.75","0.665","0.665","0.665","0.851","0.851","0.851","0.835","0.835","0.835","0.755","0.755","0.755","0.831","0.831","0.831","0.811","0.811","0.811","0.719","0.719","0.719","0.805","0.805","0.805","0.822","0.822","0.822","0.706","0.706","0.706"
"623","0.794","0.794","0.794","0.765","0.765","0.765","0.651","0.651","0.651","0.862","0.862","0.862","0.815","0.815","0.815","0.786","0.786","0.786","0.845","0.845","0.845","0.833","0.833","0.833","0.786","0.786","0.786","0.826","0.826","0.826","0.814","0.814","0.814","0.715","0.715","0.715"
"624","0.781","0.781","0.781","0.757","0.757","0.757","0.596","0.596","0.596","0.872","0.872","0.872","0.813","0.813","0.813","0.714","0.714","0.714","0.857","0.857","0.857","0.832","0.832","0.832","0.817","0.817","0.817","0.824","0.824","0.824","0.801","0.801","0.801","0.624","0.624","0.624"
"625","0.776","0.776","0.776","0.761","0.761","0.761","0.71","0.71","0.71","0.87","0.87","0.87","0.838","0.838","0.838","0.745","0.745","0.745","0.868","0.868","0.868","0.834","0.834","0.834","0.755","0.755","0.755","0.802","0.802","0.802","0.803","0.803","0.803","0.753","0.753","0.753"
"626","0.776","0.776","0.776","0.76","0.76","0.76","0.701","0.701","0.701","0.858","0.858","0.858","0.803","0.803","0.803","0.778","0.778","0.778","0.843","0.843","0.843","0.815","0.815","0.815","0.701","0.701","0.701","0.816","0.816","0.816","0.787","0.787","0.787","0.745","0.745","0.745"
"627","0.798","0.798","0.798","0.741","0.741","0.741","0.682","0.682","0.682","0.851","0.851","0.851","0.823","0.823","0.823","0.767","0.767","0.767","0.839","0.839","0.839","0.831","0.831","0.831","0.837","0.837","0.837","0.828","0.828","0.828","0.791","0.791","0.791","0.727","0.727","0.727"
"628","0.813","0.813","0.813","0.754","0.754","0.754","0.7","0.7","0.7","0.845","0.845","0.845","0.85","0.85","0.85","0.767","0.767","0.767","0.833","0.833","0.833","0.813","0.813","0.813","0.771","0.771","0.771","0.811","0.811","0.811","0.81","0.81","0.81","0.706","0.706","0.706"
"629","0.775","0.775","0.775","0.767","0.767","0.767","0.679","0.679","0.679","0.856","0.856","0.856","0.869","0.869","0.869","0.789","0.789","0.789","0.833","0.833","0.833","0.836","0.836","0.836","0.703","0.703","0.703","0.796","0.796","0.796","0.826","0.826","0.826","0.768","0.768","0.768"
"630","0.769","0.769","0.769","0.736","0.736","0.736","0.664","0.664","0.664","0.85","0.85","0.85","0.829","0.829","0.829","0.747","0.747","0.747","0.848","0.848","0.848","0.828","0.828","0.828","0.753","0.753","0.753","0.82","0.82","0.82","0.793","0.793","0.793","0.668","0.668","0.668"
"631","0.759","0.759","0.759","0.773","0.773","0.773","0.673","0.673","0.673","0.861","0.861","0.861","0.834","0.834","0.834","0.703","0.703","0.703","0.826","0.826","0.826","0.833","0.833","0.833","0.758","0.758","0.758","0.828","0.828","0.828","0.798","0.798","0.798","0.658","0.658","0.658"
"632","0.79","0.79","0.79","0.778","0.778","0.778","0.61","0.61","0.61","0.87","0.87","0.87","0.843","0.843","0.843","0.551","0.551","0.551","0.842","0.842","0.842","0.843","0.843","0.843","0.781","0.781","0.781","0.791","0.791","0.791","0.796","0.796","0.796","0.568","0.568","0.568"
"633","0.772","0.772","0.772","0.729","0.729","0.729","0.672","0.672","0.672","0.827","0.827","0.827","0.849","0.849","0.849","0.743","0.743","0.743","0.828","0.828","0.828","0.831","0.831","0.831","0.712","0.712","0.712","0.817","0.817","0.817","0.819","0.819","0.819","0.724","0.724","0.724"
"634","0.759","0.759","0.759","0.746","0.746","0.746","0.603","0.603","0.603","0.851","0.851","0.851","0.848","0.848","0.848","0.725","0.725","0.725","0.839","0.839","0.839","0.821","0.821","0.821","0.742","0.742","0.742","0.802","0.802","0.802","0.806","0.806","0.806","0.651","0.651","0.651"
"635","0.765","0.765","0.765","0.744","0.744","0.744","0.631","0.631","0.631","0.856","0.856","0.856","0.826","0.826","0.826","0.686","0.686","0.686","0.847","0.847","0.847","0.81","0.81","0.81","0.723","0.723","0.723","0.827","0.827","0.827","0.799","0.799","0.799","0.728","0.728","0.728"
"636","0.761","0.761","0.761","0.719","0.719","0.719","0.644","0.644","0.644","0.832","0.832","0.832","0.844","0.844","0.844","0.746","0.746","0.746","0.83","0.83","0.83","0.807","0.807","0.807","0.707","0.707","0.707","0.817","0.817","0.817","0.788","0.788","0.788","0.708","0.708","0.708"
"637","0.777","0.777","0.777","0.744","0.744","0.744","0.695","0.695","0.695","0.859","0.859","0.859","0.851","0.851","0.851","0.724","0.724","0.724","0.848","0.848","0.848","0.821","0.821","0.821","0.749","0.749","0.749","0.815","0.815","0.815","0.826","0.826","0.826","0.692","0.692","0.692"
"638","0.774","0.774","0.774","0.773","0.773","0.773","0.575","0.575","0.575","0.845","0.845","0.845","0.854","0.854","0.854","0.614","0.614","0.614","0.838","0.838","0.838","0.834","0.834","0.834","0.738","0.738","0.738","0.829","0.829","0.829","0.813","0.813","0.813","0.634","0.634","0.634"
"639","0.783","0.783","0.783","0.784","0.784","0.784","0.608","0.608","0.608","0.863","0.863","0.863","0.833","0.833","0.833","0.716","0.716","0.716","0.849","0.849","0.849","0.817","0.817","0.817","0.646","0.646","0.646","0.797","0.797","0.797","0.796","0.796","0.796","0.65","0.65","0.65"
"640","0.796","0.796","0.796","0.762","0.762","0.762","0.675","0.675","0.675","0.838","0.838","0.838","0.809","0.809","0.809","0.728","0.728","0.728","0.82","0.82","0.82","0.823","0.823","0.823","0.758","0.758","0.758","0.822","0.822","0.822","0.797","0.797","0.797","0.682","0.682","0.682"
"641","0.788","0.788","0.788","0.747","0.747","0.747","0.716","0.716","0.716","0.84","0.84","0.84","0.849","0.849","0.849","0.755","0.755","0.755","0.823","0.823","0.823","0.814","0.814","0.814","0.763","0.763","0.763","0.815","0.815","0.815","0.793","0.793","0.793","0.71","0.71","0.71"
"642","0.768","0.768","0.768","0.776","0.776","0.776","0.718","0.718","0.718","0.85","0.85","0.85","0.833","0.833","0.833","0.785","0.785","0.785","0.852","0.852","0.852","0.822","0.822","0.822","0.735","0.735","0.735","0.817","0.817","0.817","0.774","0.774","0.774","0.746","0.746","0.746"
"643","0.777","0.777","0.777","0.763","0.763","0.763","0.57","0.57","0.57","0.837","0.837","0.837","0.854","0.854","0.854","0.644","0.644","0.644","0.828","0.828","0.828","0.846","0.846","0.846","0.766","0.766","0.766","0.796","0.796","0.796","0.802","0.802","0.802","0.627","0.627","0.627"
"644","0.768","0.768","0.768","0.754","0.754","0.754","0.671","0.671","0.671","0.864","0.864","0.864","0.865","0.865","0.865","0.748","0.748","0.748","0.848","0.848","0.848","0.828","0.828","0.828","0.766","0.766","0.766","0.823","0.823","0.823","0.825","0.825","0.825","0.686","0.686","0.686"
"645","0.789","0.789","0.789","0.743","0.743","0.743","0.635","0.635","0.635","0.851","0.851","0.851","0.819","0.819","0.819","0.751","0.751","0.751","0.837","0.837","0.837","0.787","0.787","0.787","0.759","0.759","0.759","0.802","0.802","0.802","0.796","0.796","0.796","0.643","0.643","0.643"
"646","0.778","0.778","0.778","0.756","0.756","0.756","0.672","0.672","0.672","0.848","0.848","0.848","0.822","0.822","0.822","0.782","0.782","0.782","0.84","0.84","0.84","0.829","0.829","0.829","0.662","0.662","0.662","0.843","0.843","0.843","0.809","0.809","0.809","0.691","0.691","0.691"
"647","0.796","0.796","0.796","0.759","0.759","0.759","0.677","0.677","0.677","0.836","0.836","0.836","0.836","0.836","0.836","0.756","0.756","0.756","0.831","0.831","0.831","0.815","0.815","0.815","0.711","0.711","0.711","0.825","0.825","0.825","0.818","0.818","0.818","0.715","0.715","0.715"
"648","0.787","0.787","0.787","0.761","0.761","0.761","0.615","0.615","0.615","0.85","0.85","0.85","0.804","0.804","0.804","0.771","0.771","0.771","0.85","0.85","0.85","0.834","0.834","0.834","0.747","0.747","0.747","0.81","0.81","0.81","0.801","0.801","0.801","0.674","0.674","0.674"
"649","0.76","0.76","0.76","0.742","0.742","0.742","0.651","0.651","0.651","0.843","0.843","0.843","0.847","0.847","0.847","0.737","0.737","0.737","0.815","0.815","0.815","0.805","0.805","0.805","0.671","0.671","0.671","0.821","0.821","0.821","0.807","0.807","0.807","0.679","0.679","0.679"
"650","0.773","0.773","0.773","0.756","0.756","0.756","0.736","0.736","0.736","0.848","0.848","0.848","0.834","0.834","0.834","0.77","0.77","0.77","0.835","0.835","0.835","0.826","0.826","0.826","0.714","0.714","0.714","0.811","0.811","0.811","0.798","0.798","0.798","0.745","0.745","0.745"
"651","0.778","0.778","0.778","0.743","0.743","0.743","0.659","0.659","0.659","0.857","0.857","0.857","0.815","0.815","0.815","0.708","0.708","0.708","0.829","0.829","0.829","0.817","0.817","0.817","0.731","0.731","0.731","0.811","0.811","0.811","0.802","0.802","0.802","0.657","0.657","0.657"
"652","0.79","0.79","0.79","0.779","0.779","0.779","0.649","0.649","0.649","0.849","0.849","0.849","0.866","0.866","0.866","0.715","0.715","0.715","0.828","0.828","0.828","0.845","0.845","0.845","0.665","0.665","0.665","0.815","0.815","0.815","0.838","0.838","0.838","0.636","0.636","0.636"
"653","0.796","0.796","0.796","0.748","0.748","0.748","0.68","0.68","0.68","0.847","0.847","0.847","0.827","0.827","0.827","0.759","0.759","0.759","0.827","0.827","0.827","0.823","0.823","0.823","0.744","0.744","0.744","0.84","0.84","0.84","0.797","0.797","0.797","0.718","0.718","0.718"
"654","0.791","0.791","0.791","0.773","0.773","0.773","0.65","0.65","0.65","0.846","0.846","0.846","0.843","0.843","0.843","0.758","0.758","0.758","0.844","0.844","0.844","0.833","0.833","0.833","0.775","0.775","0.775","0.808","0.808","0.808","0.813","0.813","0.813","0.689","0.689","0.689"
"655","0.788","0.788","0.788","0.777","0.777","0.777","0.605","0.605","0.605","0.855","0.855","0.855","0.856","0.856","0.856","0.649","0.649","0.649","0.845","0.845","0.845","0.821","0.821","0.821","0.771","0.771","0.771","0.83","0.83","0.83","0.827","0.827","0.827","0.653","0.653","0.653"
"656","0.788","0.788","0.788","0.766","0.766","0.766","0.573","0.573","0.573","0.827","0.827","0.827","0.841","0.841","0.841","0.715","0.715","0.715","0.83","0.83","0.83","0.829","0.829","0.829","0.803","0.803","0.803","0.801","0.801","0.801","0.788","0.788","0.788","0.623","0.623","0.623"
"657","0.788","0.788","0.788","0.76","0.76","0.76","0.567","0.567","0.567","0.848","0.848","0.848","0.828","0.828","0.828","0.777","0.777","0.777","0.839","0.839","0.839","0.823","0.823","0.823","0.654","0.654","0.654","0.833","0.833","0.833","0.805","0.805","0.805","0.66","0.66","0.66"
"658","0.791","0.791","0.791","0.746","0.746","0.746","0.675","0.675","0.675","0.848","0.848","0.848","0.827","0.827","0.827","0.77","0.77","0.77","0.826","0.826","0.826","0.823","0.823","0.823","0.731","0.731","0.731","0.838","0.838","0.838","0.789","0.789","0.789","0.787","0.787","0.787"
"659","0.784","0.784","0.784","0.765","0.765","0.765","0.634","0.634","0.634","0.856","0.856","0.856","0.826","0.826","0.826","0.758","0.758","0.758","0.84","0.84","0.84","0.832","0.832","0.832","0.749","0.749","0.749","0.81","0.81","0.81","0.8","0.8","0.8","0.66","0.66","0.66"
"660","0.767","0.767","0.767","0.774","0.774","0.774","0.574","0.574","0.574","0.845","0.845","0.845","0.827","0.827","0.827","0.678","0.678","0.678","0.833","0.833","0.833","0.825","0.825","0.825","0.753","0.753","0.753","0.833","0.833","0.833","0.795","0.795","0.795","0.573","0.573","0.573"
"661","0.784","0.784","0.784","0.758","0.758","0.758","0.695","0.695","0.695","0.835","0.835","0.835","0.85","0.85","0.85","0.778","0.778","0.778","0.848","0.848","0.848","0.839","0.839","0.839","0.721","0.721","0.721","0.813","0.813","0.813","0.822","0.822","0.822","0.668","0.668","0.668"
"662","0.801","0.801","0.801","0.76","0.76","0.76","0.645","0.645","0.645","0.848","0.848","0.848","0.857","0.857","0.857","0.738","0.738","0.738","0.829","0.829","0.829","0.831","0.831","0.831","0.741","0.741","0.741","0.802","0.802","0.802","0.8","0.8","0.8","0.687","0.687","0.687"
"663","0.766","0.766","0.766","0.756","0.756","0.756","0.61","0.61","0.61","0.862","0.862","0.862","0.8","0.8","0.8","0.752","0.752","0.752","0.856","0.856","0.856","0.828","0.828","0.828","0.761","0.761","0.761","0.81","0.81","0.81","0.77","0.77","0.77","0.671","0.671","0.671"
"664","0.781","0.781","0.781","0.753","0.753","0.753","0.683","0.683","0.683","0.85","0.85","0.85","0.818","0.818","0.818","0.775","0.775","0.775","0.843","0.843","0.843","0.832","0.832","0.832","0.709","0.709","0.709","0.816","0.816","0.816","0.795","0.795","0.795","0.701","0.701","0.701"
"665","0.78","0.78","0.78","0.761","0.761","0.761","0.502","0.502","0.502","0.853","0.853","0.853","0.835","0.835","0.835","0.592","0.592","0.592","0.851","0.851","0.851","0.812","0.812","0.812","0.797","0.797","0.797","0.816","0.816","0.816","0.807","0.807","0.807","0.589","0.589","0.589"
"666","0.754","0.754","0.754","0.755","0.755","0.755","0.625","0.625","0.625","0.849","0.849","0.849","0.854","0.854","0.854","0.739","0.739","0.739","0.841","0.841","0.841","0.825","0.825","0.825","0.721","0.721","0.721","0.796","0.796","0.796","0.823","0.823","0.823","0.65","0.65","0.65"
"667","0.78","0.78","0.78","0.811","0.811","0.811","0.634","0.634","0.634","0.86","0.86","0.86","0.829","0.829","0.829","0.698","0.698","0.698","0.831","0.831","0.831","0.848","0.848","0.848","0.751","0.751","0.751","0.835","0.835","0.835","0.803","0.803","0.803","0.698","0.698","0.698"
"668","0.793","0.793","0.793","0.733","0.733","0.733","0.556","0.556","0.556","0.87","0.87","0.87","0.845","0.845","0.845","0.7","0.7","0.7","0.846","0.846","0.846","0.837","0.837","0.837","0.736","0.736","0.736","0.83","0.83","0.83","0.818","0.818","0.818","0.577","0.577","0.577"
"669","0.769","0.769","0.769","0.77","0.77","0.77","0.598","0.598","0.598","0.861","0.861","0.861","0.838","0.838","0.838","0.716","0.716","0.716","0.846","0.846","0.846","0.845","0.845","0.845","0.788","0.788","0.788","0.815","0.815","0.815","0.796","0.796","0.796","0.703","0.703","0.703"
"670","0.773","0.773","0.773","0.785","0.785","0.785","0.642","0.642","0.642","0.836","0.836","0.836","0.856","0.856","0.856","0.766","0.766","0.766","0.827","0.827","0.827","0.853","0.853","0.853","0.812","0.812","0.812","0.812","0.812","0.812","0.82","0.82","0.82","0.691","0.691","0.691"
"671","0.779","0.779","0.779","0.751","0.751","0.751","0.62","0.62","0.62","0.854","0.854","0.854","0.833","0.833","0.833","0.704","0.704","0.704","0.825","0.825","0.825","0.812","0.812","0.812","0.83","0.83","0.83","0.817","0.817","0.817","0.806","0.806","0.806","0.66","0.66","0.66"
"672","0.789","0.789","0.789","0.75","0.75","0.75","0.651","0.651","0.651","0.849","0.849","0.849","0.838","0.838","0.838","0.787","0.787","0.787","0.826","0.826","0.826","0.834","0.834","0.834","0.73","0.73","0.73","0.835","0.835","0.835","0.794","0.794","0.794","0.699","0.699","0.699"
"673","0.781","0.781","0.781","0.789","0.789","0.789","0.608","0.608","0.608","0.857","0.857","0.857","0.851","0.851","0.851","0.762","0.762","0.762","0.841","0.841","0.841","0.832","0.832","0.832","0.719","0.719","0.719","0.824","0.824","0.824","0.831","0.831","0.831","0.662","0.662","0.662"
"674","0.767","0.767","0.767","0.752","0.752","0.752","0.812","0.812","0.812","0.84","0.84","0.84","0.855","0.855","0.855","0.843","0.843","0.843","0.834","0.834","0.834","0.82","0.82","0.82","0.701","0.701","0.701","0.83","0.83","0.83","0.812","0.812","0.812","0.807","0.807","0.807"
"675","0.781","0.781","0.781","0.786","0.786","0.786","0.653","0.653","0.653","0.843","0.843","0.843","0.824","0.824","0.824","0.755","0.755","0.755","0.83","0.83","0.83","0.828","0.828","0.828","0.751","0.751","0.751","0.819","0.819","0.819","0.8","0.8","0.8","0.683","0.683","0.683"
"676","0.764","0.764","0.764","0.765","0.765","0.765","0.687","0.687","0.687","0.834","0.834","0.834","0.831","0.831","0.831","0.81","0.81","0.81","0.834","0.834","0.834","0.807","0.807","0.807","0.649","0.649","0.649","0.818","0.818","0.818","0.808","0.808","0.808","0.747","0.747","0.747"
"677","0.772","0.772","0.772","0.76","0.76","0.76","0.651","0.651","0.651","0.868","0.868","0.868","0.829","0.829","0.829","0.698","0.698","0.698","0.846","0.846","0.846","0.84","0.84","0.84","0.714","0.714","0.714","0.816","0.816","0.816","0.815","0.815","0.815","0.671","0.671","0.671"
"678","0.786","0.786","0.786","0.756","0.756","0.756","0.652","0.652","0.652","0.858","0.858","0.858","0.828","0.828","0.828","0.783","0.783","0.783","0.834","0.834","0.834","0.802","0.802","0.802","0.723","0.723","0.723","0.819","0.819","0.819","0.82","0.82","0.82","0.702","0.702","0.702"
"679","0.765","0.765","0.765","0.757","0.757","0.757","0.556","0.556","0.556","0.85","0.85","0.85","0.826","0.826","0.826","0.699","0.699","0.699","0.827","0.827","0.827","0.843","0.843","0.843","0.795","0.795","0.795","0.824","0.824","0.824","0.799","0.799","0.799","0.684","0.684","0.684"
"680","0.789","0.789","0.789","0.746","0.746","0.746","0.741","0.741","0.741","0.841","0.841","0.841","0.838","0.838","0.838","0.79","0.79","0.79","0.849","0.849","0.849","0.803","0.803","0.803","0.755","0.755","0.755","0.824","0.824","0.824","0.808","0.808","0.808","0.756","0.756","0.756"
"681","0.779","0.779","0.779","0.733","0.733","0.733","0.705","0.705","0.705","0.862","0.862","0.862","0.838","0.838","0.838","0.787","0.787","0.787","0.838","0.838","0.838","0.833","0.833","0.833","0.642","0.642","0.642","0.826","0.826","0.826","0.819","0.819","0.819","0.724","0.724","0.724"
"682","0.792","0.792","0.792","0.738","0.738","0.738","0.621","0.621","0.621","0.846","0.846","0.846","0.834","0.834","0.834","0.746","0.746","0.746","0.84","0.84","0.84","0.825","0.825","0.825","0.687","0.687","0.687","0.827","0.827","0.827","0.806","0.806","0.806","0.649","0.649","0.649"
"683","0.776","0.776","0.776","0.74","0.74","0.74","0.631","0.631","0.631","0.854","0.854","0.854","0.837","0.837","0.837","0.721","0.721","0.721","0.839","0.839","0.839","0.819","0.819","0.819","0.713","0.713","0.713","0.821","0.821","0.821","0.804","0.804","0.804","0.675","0.675","0.675"
"684","0.774","0.774","0.774","0.759","0.759","0.759","0.688","0.688","0.688","0.862","0.862","0.862","0.844","0.844","0.844","0.736","0.736","0.736","0.847","0.847","0.847","0.831","0.831","0.831","0.742","0.742","0.742","0.818","0.818","0.818","0.8","0.8","0.8","0.632","0.632","0.632"
"685","0.767","0.767","0.767","0.72","0.72","0.72","0.65","0.65","0.65","0.835","0.835","0.835","0.852","0.852","0.852","0.76","0.76","0.76","0.825","0.825","0.825","0.81","0.81","0.81","0.701","0.701","0.701","0.818","0.818","0.818","0.807","0.807","0.807","0.703","0.703","0.703"
"686","0.778","0.778","0.778","0.716","0.716","0.716","0.737","0.737","0.737","0.86","0.86","0.86","0.848","0.848","0.848","0.779","0.779","0.779","0.854","0.854","0.854","0.807","0.807","0.807","0.714","0.714","0.714","0.83","0.83","0.83","0.792","0.792","0.792","0.745","0.745","0.745"
"687","0.78","0.78","0.78","0.75","0.75","0.75","0.663","0.663","0.663","0.841","0.841","0.841","0.834","0.834","0.834","0.731","0.731","0.731","0.837","0.837","0.837","0.805","0.805","0.805","0.749","0.749","0.749","0.823","0.823","0.823","0.797","0.797","0.797","0.677","0.677","0.677"
