"Step","zerofl-a1.0-s0.95-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.95-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.95-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity__MAX","zerofl-a1.0-s0.95-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.95-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.95-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity__MAX","zerofl-a1.0-s0.95-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.95-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.95-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity__MAX","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - sparsity","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - sparsity","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - sparsity__MIN","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - sparsity__MAX","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity__MIN","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity__MAX","power_swat-a1.25-s0.95-cifar10_lda1000.0-FedAvg-e1-lr0.5 - sparsity","power_swat-a1.25-s0.95-cifar10_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","power_swat-a1.25-s0.95-cifar10_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX","power_swat-a1.25-s0.95-cifar10_lda1.0-FedAvg-e1-lr0.5 - sparsity","power_swat-a1.25-s0.95-cifar10_lda1.0-FedAvg-e1-lr0.5 - sparsity__MIN","power_swat-a1.25-s0.95-cifar10_lda1.0-FedAvg-e1-lr0.5 - sparsity__MAX","power_swat-a1.25-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity","power_swat-a1.25-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity__MIN","power_swat-a1.25-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.95-cifar_lda1000.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.95-cifar_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.95-cifar_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.95-cifar_lda1.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.95-cifar_lda1.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.95-cifar_lda1.0-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - sparsity__MAX"
"119","83.8","83.8","83.8","81.40000000000002","81.40000000000002","81.40000000000002","88.75199999999998","88.75199999999998","88.75199999999998","0","0","0","0","0","0","0","0","0","94.53","94.53","94.53","94.49800000000002","94.49800000000002","94.49800000000002","94.50100000000002","94.50100000000002","94.50100000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.72300000000001","94.72300000000001","94.72300000000001"
"120","83.5","83.5","83.5","81.3","81.3","81.3","88.76300000000002","88.76300000000002","88.76300000000002","0","0","0","0","0","0","0","0","0","94.53300000000002","94.53300000000002","94.53300000000002","94.495","94.495","94.495","94.49300000000001","94.49300000000001","94.49300000000001","94.6","94.6","94.6","94.3","94.3","94.3","94.72199999999998","94.72199999999998","94.72199999999998"
"121","83.2","83.2","83.2","80.90000000000002","80.90000000000002","80.90000000000002","88.72100000000002","88.72100000000002","88.72100000000002","0","0","0","0","0","0","0","0","0","94.53199999999998","94.53199999999998","94.53199999999998","94.49600000000001","94.49600000000001","94.49600000000001","94.48800000000001","94.48800000000001","94.48800000000001","94.6","94.6","94.6","94.3","94.3","94.3","94.73199999999999","94.73199999999999","94.73199999999999"
"122","83.7","83.7","83.7","81.7","81.7","81.7","88.60399999999998","88.60399999999998","88.60399999999998","0","0","0","0","0","0","0","0","0","94.53199999999998","94.53199999999998","94.53199999999998","94.495","94.495","94.495","94.49300000000001","94.49300000000001","94.49300000000001","94.6","94.6","94.6","94.3","94.3","94.3","94.71899999999998","94.71899999999998","94.71899999999998"
"123","83.7","83.7","83.7","82.3","82.3","82.3","88.62699999999998","88.62699999999998","88.62699999999998","0","0","0","0","0","0","0","0","0","94.53600000000002","94.53600000000002","94.53600000000002","94.49399999999999","94.49399999999999","94.49399999999999","94.51","94.51","94.51","94.6","94.6","94.6","94.3","94.3","94.3","94.73","94.73","94.73"
"124","83.6","83.6","83.6","82.3","82.3","82.3","88.77199999999999","88.77199999999999","88.77199999999999","0","0","0","0","0","0","0","0","0","94.534","94.534","94.534","94.49600000000001","94.49600000000001","94.49600000000001","94.50399999999999","94.50399999999999","94.50399999999999","94.6","94.6","94.6","94.3","94.3","94.3","94.72600000000001","94.72600000000001","94.72600000000001"
"125","83.8","83.8","83.8","83","83","83","88.576","88.576","88.576","0","0","0","0","0","0","0","0","0","94.53600000000002","94.53600000000002","94.53600000000002","94.50199999999998","94.50199999999998","94.50199999999998","94.50100000000002","94.50100000000002","94.50100000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.72","94.72","94.72"
"126","83.6","83.6","83.6","82.9","82.9","82.9","88.86600000000001","88.86600000000001","88.86600000000001","0","0","0","0","0","0","0","0","0","94.535","94.535","94.535","94.50100000000002","94.50100000000002","94.50100000000002","94.495","94.495","94.495","94.6","94.6","94.6","94.3","94.3","94.3","94.72600000000001","94.72600000000001","94.72600000000001"
"127","83.6","83.6","83.6","82.3","82.3","82.3","88.73199999999999","88.73199999999999","88.73199999999999","0","0","0","0","0","0","0","0","0","94.53899999999999","94.53899999999999","94.53899999999999","94.50300000000001","94.50300000000001","94.50300000000001","94.49800000000002","94.49800000000002","94.49800000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.71199999999999","94.71199999999999","94.71199999999999"
"128","83.7","83.7","83.7","83.4","83.4","83.4","88.73","88.73","88.73","0","0","0","0","0","0","0","0","0","94.53899999999999","94.53899999999999","94.53899999999999","94.50199999999998","94.50199999999998","94.50199999999998","94.505","94.505","94.505","94.6","94.6","94.6","94.3","94.3","94.3","94.72199999999998","94.72199999999998","94.72199999999998"
"129","84.3","84.3","84.3","82.3","82.3","82.3","88.955","88.955","88.955","0","0","0","0","0","0","0","0","0","94.53899999999999","94.53899999999999","94.53899999999999","94.50800000000001","94.50800000000001","94.50800000000001","94.49699999999999","94.49699999999999","94.49699999999999","94.6","94.6","94.6","94.3","94.3","94.3","94.72100000000002","94.72100000000002","94.72100000000002"
"130","83.4","83.4","83.4","82.3","82.3","82.3","88.865","88.865","88.865","0","0","0","0","0","0","0","0","0","94.54100000000001","94.54100000000001","94.54100000000001","94.50800000000001","94.50800000000001","94.50800000000001","94.525","94.525","94.525","94.6","94.6","94.6","94.3","94.3","94.3","94.72899999999998","94.72899999999998","94.72899999999998"
"131","83.9","83.9","83.9","81.59999999999998","81.59999999999998","81.59999999999998","88.71399999999998","88.71399999999998","88.71399999999998","0","0","0","0","0","0","0","0","0","94.54100000000001","94.54100000000001","94.54100000000001","94.50399999999999","94.50399999999999","94.50399999999999","94.50399999999999","94.50399999999999","94.50399999999999","94.6","94.6","94.6","94.3","94.3","94.3","94.716","94.716","94.716"
"132","83.6","83.6","83.6","82.4","82.4","82.4","88.775","88.775","88.775","0","0","0","0","0","0","0","0","0","94.54300000000002","94.54300000000002","94.54300000000002","94.50699999999999","94.50699999999999","94.50699999999999","94.505","94.505","94.505","94.6","94.6","94.6","94.3","94.3","94.3","94.73199999999999","94.73199999999999","94.73199999999999"
"133","83.6","83.6","83.6","82.5","82.5","82.5","88.80899999999998","88.80899999999998","88.80899999999998","0","0","0","0","0","0","0","0","0","94.54100000000001","94.54100000000001","94.54100000000001","94.50699999999999","94.50699999999999","94.50699999999999","94.50800000000001","94.50800000000001","94.50800000000001","94.6","94.6","94.6","94.3","94.3","94.3","94.725","94.725","94.725"
"134","83.8","83.8","83.8","82.4","82.4","82.4","88.89600000000002","88.89600000000002","88.89600000000002","0","0","0","0","0","0","0","0","0","94.545","94.545","94.545","94.50600000000001","94.50600000000001","94.50600000000001","94.50100000000002","94.50100000000002","94.50100000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.72399999999999","94.72399999999999","94.72399999999999"
"135","83.6","83.6","83.6","81.8","81.8","81.8","88.605","88.605","88.605","0","0","0","0","0","0","0","0","0","94.545","94.545","94.545","94.51199999999999","94.51199999999999","94.51199999999999","94.51","94.51","94.51","94.6","94.6","94.6","94.3","94.3","94.3","94.71800000000002","94.71800000000002","94.71800000000002"
"136","84","84","84","82.2","82.2","82.2","88.82","88.82","88.82","0","0","0","0","0","0","0","0","0","94.54600000000002","94.54600000000002","94.54600000000002","94.50800000000001","94.50800000000001","94.50800000000001","94.51199999999999","94.51199999999999","94.51199999999999","94.6","94.6","94.6","94.3","94.3","94.3","94.72100000000002","94.72100000000002","94.72100000000002"
"137","83.9","83.9","83.9","81.5","81.5","81.5","88.705","88.705","88.705","0","0","0","0","0","0","0","0","0","94.55","94.55","94.55","94.51399999999998","94.51399999999998","94.51399999999998","94.51300000000002","94.51300000000002","94.51300000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.705","94.705","94.705"
"138","84.1","84.1","84.1","81.5","81.5","81.5","88.701","88.701","88.701","0","0","0","0","0","0","0","0","0","94.549","94.549","94.549","94.51199999999999","94.51199999999999","94.51199999999999","94.50300000000001","94.50300000000001","94.50300000000001","94.6","94.6","94.6","94.3","94.3","94.3","94.70800000000001","94.70800000000001","94.70800000000001"
"139","84.1","84.1","84.1","81.3","81.3","81.3","88.84","88.84","88.84","0","0","0","0","0","0","0","0","0","94.55","94.55","94.55","94.51600000000002","94.51600000000002","94.51600000000002","94.50600000000001","94.50600000000001","94.50600000000001","94.6","94.6","94.6","94.3","94.3","94.3","94.701","94.701","94.701"
"140","84.2","84.2","84.2","82.7","82.7","82.7","88.97699999999999","88.97699999999999","88.97699999999999","0","0","0","0","0","0","0","0","0","94.549","94.549","94.549","94.51399999999998","94.51399999999998","94.51399999999998","94.51600000000002","94.51600000000002","94.51600000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.71399999999998","94.71399999999998","94.71399999999998"
"141","83.9","83.9","83.9","82.4","82.4","82.4","89.07300000000001","89.07300000000001","89.07300000000001","0","0","0","0","0","0","0","0","0","94.55199999999999","94.55199999999999","94.55199999999999","94.51600000000002","94.51600000000002","94.51600000000002","94.51399999999998","94.51399999999998","94.51399999999998","94.6","94.6","94.6","94.3","94.3","94.3","94.70399999999998","94.70399999999998","94.70399999999998"
"142","84","84","84","82","82","82","88.76300000000002","88.76300000000002","88.76300000000002","0","0","0","0","0","0","0","0","0","94.55100000000002","94.55100000000002","94.55100000000002","94.51600000000002","94.51600000000002","94.51600000000002","94.50899999999999","94.50899999999999","94.50899999999999","94.6","94.6","94.6","94.3","94.3","94.3","94.70399999999998","94.70399999999998","94.70399999999998"
"143","84.1","84.1","84.1","81.90000000000002","81.90000000000002","81.90000000000002","88.91399999999999","88.91399999999999","88.91399999999999","0","0","0","0","0","0","0","0","0","94.55300000000001","94.55300000000001","94.55300000000001","94.52100000000002","94.52100000000002","94.52100000000002","94.51","94.51","94.51","94.6","94.6","94.6","94.3","94.3","94.3","94.70800000000001","94.70800000000001","94.70800000000001"
"144","84.3","84.3","84.3","81.7","81.7","81.7","88.87100000000001","88.87100000000001","88.87100000000001","0","0","0","0","0","0","0","0","0","94.555","94.555","94.555","94.52100000000002","94.52100000000002","94.52100000000002","94.51100000000001","94.51100000000001","94.51100000000001","94.6","94.6","94.6","94.3","94.3","94.3","94.69899999999998","94.69899999999998","94.69899999999998"
"145","84.1","84.1","84.1","81.7","81.7","81.7","89.27899999999998","89.27899999999998","89.27899999999998","0","0","0","0","0","0","0","0","0","94.555","94.555","94.555","94.525","94.525","94.525","94.51300000000002","94.51300000000002","94.51300000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.705","94.705","94.705"
"146","84.4","84.4","84.4","81.5","81.5","81.5","88.69800000000001","88.69800000000001","88.69800000000001","0","0","0","0","0","0","0","0","0","94.55699999999999","94.55699999999999","94.55699999999999","94.52","94.52","94.52","94.51800000000001","94.51800000000001","94.51800000000001","94.6","94.6","94.6","94.3","94.3","94.3","94.701","94.701","94.701"
"147","84.2","84.2","84.2","82.2","82.2","82.2","89.201","89.201","89.201","0","0","0","0","0","0","0","0","0","94.55800000000002","94.55800000000002","94.55800000000002","94.52199999999999","94.52199999999999","94.52199999999999","94.52600000000001","94.52600000000001","94.52600000000001","94.6","94.6","94.6","94.3","94.3","94.3","94.69899999999998","94.69899999999998","94.69899999999998"
"148","84.4","84.4","84.4","81.5","81.5","81.5","89.03600000000002","89.03600000000002","89.03600000000002","0","0","0","0","0","0","0","0","0","94.56","94.56","94.56","94.52399999999999","94.52399999999999","94.52399999999999","94.51100000000001","94.51100000000001","94.51100000000001","94.6","94.6","94.6","94.3","94.3","94.3","94.7","94.7","94.7"
"149","84.5","84.5","84.5","81.3","81.3","81.3","88.82899999999998","88.82899999999998","88.82899999999998","0","0","0","0","0","0","0","0","0","94.56399999999998","94.56399999999998","94.56399999999998","94.52600000000001","94.52600000000001","94.52600000000001","94.51800000000001","94.51800000000001","94.51800000000001","94.6","94.6","94.6","94.3","94.3","94.3","94.69800000000001","94.69800000000001","94.69800000000001"
"150","84.4","84.4","84.4","82.1","82.1","82.1","88.66899999999998","88.66899999999998","88.66899999999998","0","0","0","0","0","0","0","0","0","94.56","94.56","94.56","94.52800000000002","94.52800000000002","94.52800000000002","94.52800000000002","94.52800000000002","94.52800000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.71100000000001","94.71100000000001","94.71100000000001"
"151","84.4","84.4","84.4","81.90000000000002","81.90000000000002","81.90000000000002","88.88600000000001","88.88600000000001","88.88600000000001","0","0","0","0","0","0","0","0","0","94.56600000000002","94.56600000000002","94.56600000000002","94.52399999999999","94.52399999999999","94.52399999999999","94.53100000000002","94.53100000000002","94.53100000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.71800000000002","94.71800000000002","94.71800000000002"
"152","84.8","84.8","84.8","82.3","82.3","82.3","88.87899999999999","88.87899999999999","88.87899999999999","0","0","0","0","0","0","0","0","0","94.56899999999999","94.56899999999999","94.56899999999999","94.52399999999999","94.52399999999999","94.52399999999999","94.52399999999999","94.52399999999999","94.52399999999999","94.6","94.6","94.6","94.3","94.3","94.3","94.701","94.701","94.701"
"153","84.6","84.6","84.6","82.4","82.4","82.4","88.90300000000002","88.90300000000002","88.90300000000002","0","0","0","0","0","0","0","0","0","94.57","94.57","94.57","94.53199999999998","94.53199999999998","94.53199999999998","94.51399999999998","94.51399999999998","94.51399999999998","94.6","94.6","94.6","94.3","94.3","94.3","94.69","94.69","94.69"
"154","84.6","84.6","84.6","82.4","82.4","82.4","89.07100000000001","89.07100000000001","89.07100000000001","0","0","0","0","0","0","0","0","0","94.56399999999998","94.56399999999998","94.56399999999998","94.52899999999998","94.52899999999998","94.52899999999998","94.52","94.52","94.52","94.6","94.6","94.6","94.3","94.3","94.3","94.69800000000001","94.69800000000001","94.69800000000001"
"155","84.8","84.8","84.8","83.1","83.1","83.1","89.04300000000002","89.04300000000002","89.04300000000002","0","0","0","0","0","0","0","0","0","94.56899999999999","94.56899999999999","94.56899999999999","94.52800000000002","94.52800000000002","94.52800000000002","94.53100000000002","94.53100000000002","94.53100000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.70399999999998","94.70399999999998","94.70399999999998"
"156","84.6","84.6","84.6","82.8","82.8","82.8","88.78300000000002","88.78300000000002","88.78300000000002","0","0","0","0","0","0","0","0","0","94.56800000000001","94.56800000000001","94.56800000000001","94.53300000000002","94.53300000000002","94.53300000000002","94.52300000000001","94.52300000000001","94.52300000000001","94.6","94.6","94.6","94.3","94.3","94.3","94.69600000000001","94.69600000000001","94.69600000000001"
"157","85","85","85","82.8","82.8","82.8","89.00300000000001","89.00300000000001","89.00300000000001","0","0","0","0","0","0","0","0","0","94.57","94.57","94.57","94.53300000000002","94.53300000000002","94.53300000000002","94.52600000000001","94.52600000000001","94.52600000000001","94.6","94.6","94.6","94.3","94.3","94.3","94.70600000000002","94.70600000000002","94.70600000000002"
"158","84.8","84.8","84.8","82","82","82","89.09199999999998","89.09199999999998","89.09199999999998","0","0","0","0","0","0","0","0","0","94.57300000000001","94.57300000000001","94.57300000000001","94.53199999999998","94.53199999999998","94.53199999999998","94.534","94.534","94.534","94.6","94.6","94.6","94.3","94.3","94.3","94.69199999999998","94.69199999999998","94.69199999999998"
"159","85.4","85.4","85.4","82.9","82.9","82.9","88.75800000000001","88.75800000000001","88.75800000000001","0","0","0","0","0","0","0","0","0","94.57300000000001","94.57300000000001","94.57300000000001","94.53699999999999","94.53699999999999","94.53699999999999","94.53800000000001","94.53800000000001","94.53800000000001","94.6","94.6","94.6","94.3","94.3","94.3","94.70699999999998","94.70699999999998","94.70699999999998"
"160","84.9","84.9","84.9","82.8","82.8","82.8","88.82899999999998","88.82899999999998","88.82899999999998","0","0","0","0","0","0","0","0","0","94.575","94.575","94.575","94.535","94.535","94.535","94.54","94.54","94.54","94.6","94.6","94.6","94.3","94.3","94.3","94.69","94.69","94.69"
"161","85.3","85.3","85.3","83.3","83.3","83.3","88.815","88.815","88.815","0","0","0","0","0","0","0","0","0","94.58","94.58","94.58","94.54100000000001","94.54100000000001","94.54100000000001","94.52399999999999","94.52399999999999","94.52399999999999","94.6","94.6","94.6","94.3","94.3","94.3","94.69199999999998","94.69199999999998","94.69199999999998"
"162","84.9","84.9","84.9","82.8","82.8","82.8","88.88800000000002","88.88800000000002","88.88800000000002","0","0","0","0","0","0","0","0","0","94.56899999999999","94.56899999999999","94.56899999999999","94.54100000000001","94.54100000000001","94.54100000000001","94.53199999999998","94.53199999999998","94.53199999999998","94.6","94.6","94.6","94.3","94.3","94.3","94.70699999999998","94.70699999999998","94.70699999999998"
"163","85.1","85.1","85.1","83.3","83.3","83.3","88.91899999999998","88.91899999999998","88.91899999999998","0","0","0","0","0","0","0","0","0","94.57399999999998","94.57399999999998","94.57399999999998","94.53699999999999","94.53699999999999","94.53699999999999","94.52899999999998","94.52899999999998","94.52899999999998","94.6","94.6","94.6","94.3","94.3","94.3","94.70600000000002","94.70600000000002","94.70600000000002"
"164","85.3","85.3","85.3","83.5","83.5","83.5","88.82100000000001","88.82100000000001","88.82100000000001","0","0","0","0","0","0","0","0","0","94.58800000000001","94.58800000000001","94.58800000000001","94.55199999999999","94.55199999999999","94.55199999999999","94.54100000000001","94.54100000000001","94.54100000000001","94.6","94.6","94.6","94.3","94.3","94.3","94.70399999999998","94.70399999999998","94.70399999999998"
"165","84.9","84.9","84.9","83.3","83.3","83.3","88.90300000000002","88.90300000000002","88.90300000000002","0","0","0","0","0","0","0","0","0","94.57699999999998","94.57699999999998","94.57699999999998","94.53899999999999","94.53899999999999","94.53899999999999","94.53199999999998","94.53199999999998","94.53199999999998","94.6","94.6","94.6","94.3","94.3","94.3","94.69","94.69","94.69"
"166","85.3","85.3","85.3","83.7","83.7","83.7","88.94300000000001","88.94300000000001","88.94300000000001","0","0","0","0","0","0","0","0","0","94.58199999999998","94.58199999999998","94.58199999999998","94.54300000000002","94.54300000000002","94.54300000000002","94.53199999999998","94.53199999999998","94.53199999999998","94.6","94.6","94.6","94.3","94.3","94.3","94.70199999999998","94.70199999999998","94.70199999999998"
"167","85.6","85.6","85.6","83.1","83.1","83.1","89.31300000000002","89.31300000000002","89.31300000000002","0","0","0","0","0","0","0","0","0","94.58199999999998","94.58199999999998","94.58199999999998","94.545","94.545","94.545","94.53199999999998","94.53199999999998","94.53199999999998","94.6","94.6","94.6","94.3","94.3","94.3","94.7","94.7","94.7"
"168","85.4","85.4","85.4","83","83","83","88.99800000000002","88.99800000000002","88.99800000000002","0","0","0","0","0","0","0","0","0","94.58600000000001","94.58600000000001","94.58600000000001","94.55100000000002","94.55100000000002","94.55100000000002","94.53","94.53","94.53","94.6","94.6","94.6","94.3","94.3","94.3","94.695","94.695","94.695"
"169","85.5","85.5","85.5","83.5","83.5","83.5","89.34800000000001","89.34800000000001","89.34800000000001","0","0","0","0","0","0","0","0","0","94.58800000000001","94.58800000000001","94.58800000000001","94.55199999999999","94.55199999999999","94.55199999999999","94.54300000000002","94.54300000000002","94.54300000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.71199999999999","94.71199999999999","94.71199999999999"
"170","85.6","85.6","85.6","83.2","83.2","83.2","89.04600000000002","89.04600000000002","89.04600000000002","0","0","0","0","0","0","0","0","0","94.58300000000001","94.58300000000001","94.58300000000001","94.549","94.549","94.549","94.53199999999998","94.53199999999998","94.53199999999998","94.6","94.6","94.6","94.3","94.3","94.3","94.69699999999999","94.69699999999999","94.69699999999999"
"171","85.6","85.6","85.6","83.8","83.8","83.8","88.87","88.87","88.87","0","0","0","0","0","0","0","0","0","94.58199999999998","94.58199999999998","94.58199999999998","94.54800000000002","94.54800000000002","94.54800000000002","94.54","94.54","94.54","94.6","94.6","94.6","94.3","94.3","94.3","94.69899999999998","94.69899999999998","94.69899999999998"
"172","85.4","85.4","85.4","82.9","82.9","82.9","89.33600000000001","89.33600000000001","89.33600000000001","0","0","0","0","0","0","0","0","0","94.58699999999999","94.58699999999999","94.58699999999999","94.54699999999998","94.54699999999998","94.54699999999998","94.55699999999999","94.55699999999999","94.55699999999999","94.6","94.6","94.6","94.3","94.3","94.3","94.70600000000002","94.70600000000002","94.70600000000002"
"173","85.8","85.8","85.8","83.5","83.5","83.5","89.174","89.174","89.174","0","0","0","0","0","0","0","0","0","94.59","94.59","94.59","94.55199999999999","94.55199999999999","94.55199999999999","94.54600000000002","94.54600000000002","94.54600000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.69300000000001","94.69300000000001","94.69300000000001"
"174","85.8","85.8","85.8","83.8","83.8","83.8","89.10100000000001","89.10100000000001","89.10100000000001","0","0","0","0","0","0","0","0","0","94.591","94.591","94.591","94.55800000000002","94.55800000000002","94.55800000000002","94.53899999999999","94.53899999999999","94.53899999999999","94.6","94.6","94.6","94.3","94.3","94.3","94.68100000000001","94.68100000000001","94.68100000000001"
"175","85.9","85.9","85.9","83.7","83.7","83.7","89.29300000000002","89.29300000000002","89.29300000000002","0","0","0","0","0","0","0","0","0","94.59199999999998","94.59199999999998","94.59199999999998","94.55399999999999","94.55399999999999","94.55399999999999","94.54399999999998","94.54399999999998","94.54399999999998","94.6","94.6","94.6","94.3","94.3","94.3","94.68600000000002","94.68600000000002","94.68600000000002"
"176","85.7","85.7","85.7","83.6","83.6","83.6","89.04699999999998","89.04699999999998","89.04699999999998","0","0","0","0","0","0","0","0","0","94.59199999999998","94.59199999999998","94.59199999999998","94.55100000000002","94.55100000000002","94.55100000000002","94.545","94.545","94.545","94.6","94.6","94.6","94.3","94.3","94.3","94.68699999999998","94.68699999999998","94.68699999999998"
"177","85.8","85.8","85.8","83.4","83.4","83.4","89.04","89.04","89.04","0","0","0","0","0","0","0","0","0","94.58899999999998","94.58899999999998","94.58899999999998","94.56199999999998","94.56199999999998","94.56199999999998","94.54600000000002","94.54600000000002","94.54600000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.69399999999999","94.69399999999999","94.69399999999999"
"178","86.2","86.2","86.2","84.1","84.1","84.1","89.159","89.159","89.159","0","0","0","0","0","0","0","0","0","94.59800000000001","94.59800000000001","94.59800000000001","94.55899999999998","94.55899999999998","94.55899999999998","94.545","94.545","94.545","94.6","94.6","94.6","94.3","94.3","94.3","94.68699999999998","94.68699999999998","94.68699999999998"
"179","85.9","85.9","85.9","83.7","83.7","83.7","88.96899999999998","88.96899999999998","88.96899999999998","0","0","0","0","0","0","0","0","0","94.595","94.595","94.595","94.56300000000002","94.56300000000002","94.56300000000002","94.53899999999999","94.53899999999999","94.53899999999999","94.6","94.6","94.6","94.3","94.3","94.3","94.69600000000001","94.69600000000001","94.69600000000001"
"180","86.3","86.3","86.3","83.9","83.9","83.9","88.94100000000002","88.94100000000002","88.94100000000002","0","0","0","0","0","0","0","0","0","94.59699999999998","94.59699999999998","94.59699999999998","94.56199999999998","94.56199999999998","94.56199999999998","94.55100000000002","94.55100000000002","94.55100000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.69699999999999","94.69699999999999","94.69699999999999"
"181","86.4","86.4","86.4","83.8","83.8","83.8","89.03800000000001","89.03800000000001","89.03800000000001","0","0","0","0","0","0","0","0","0","94.59699999999998","94.59699999999998","94.59699999999998","94.56399999999998","94.56399999999998","94.56399999999998","94.54399999999998","94.54399999999998","94.54399999999998","94.6","94.6","94.6","94.3","94.3","94.3","94.68800000000002","94.68800000000002","94.68800000000002"
"182","86.6","86.6","86.6","83.4","83.4","83.4","89.20300000000002","89.20300000000002","89.20300000000002","0","0","0","0","0","0","0","0","0","94.60199999999999","94.60199999999999","94.60199999999999","94.56100000000002","94.56100000000002","94.56100000000002","94.54","94.54","94.54","94.6","94.6","94.6","94.3","94.3","94.3","94.69399999999999","94.69399999999999","94.69399999999999"
"183","86","86","86","83.3","83.3","83.3","88.95899999999999","88.95899999999999","88.95899999999999","0","0","0","0","0","0","0","0","0","94.60100000000001","94.60100000000001","94.60100000000001","94.56100000000002","94.56100000000002","94.56100000000002","94.55899999999998","94.55899999999998","94.55899999999998","94.6","94.6","94.6","94.3","94.3","94.3","94.7","94.7","94.7"
"184","86.6","86.6","86.6","83.3","83.3","83.3","88.85399999999998","88.85399999999998","88.85399999999998","0","0","0","0","0","0","0","0","0","94.59800000000001","94.59800000000001","94.59800000000001","94.56899999999999","94.56899999999999","94.56899999999999","94.565","94.565","94.565","94.6","94.6","94.6","94.3","94.3","94.3","94.695","94.695","94.695"
"185","86.4","86.4","86.4","83.9","83.9","83.9","89.13100000000001","89.13100000000001","89.13100000000001","0","0","0","0","0","0","0","0","0","94.59800000000001","94.59800000000001","94.59800000000001","94.56699999999998","94.56699999999998","94.56699999999998","94.55399999999999","94.55399999999999","94.55399999999999","94.6","94.6","94.6","94.3","94.3","94.3","94.69100000000002","94.69100000000002","94.69100000000002"
"186","86.4","86.4","86.4","83.8","83.8","83.8","89.02100000000002","89.02100000000002","89.02100000000002","0","0","0","0","0","0","0","0","0","94.60899999999998","94.60899999999998","94.60899999999998","94.56100000000002","94.56100000000002","94.56100000000002","94.55800000000002","94.55800000000002","94.55800000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.68399999999998","94.68399999999998","94.68399999999998"
"187","86.8","86.8","86.8","84.7","84.7","84.7","89.17600000000002","89.17600000000002","89.17600000000002","0","0","0","0","0","0","0","0","0","94.6","94.6","94.6","94.56399999999998","94.56399999999998","94.56399999999998","94.54600000000002","94.54600000000002","94.54600000000002","94.6","94.6","94.6","94.3","94.3","94.3","94.68","94.68","94.68"
