"Step","zerofl-a1.0-s0.9-cifar100_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar100_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar100_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity__MAX","zerofl-a1.0-s0.9-cifar100_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar100_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar100_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity__MAX","zerofl-a1.0-s0.9-cifar100_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar100_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar100_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity__MAX","power_swat-a1.25-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity","power_swat-a1.25-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","power_swat-a1.25-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar100_lda1.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar100_lda1.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar100_lda1.0-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar100_lda0.1-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar100_lda0.1-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar100_lda0.1-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.0-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.0-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.0-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX"
"51","74.93699999999998","74.93699999999998","74.93699999999998","73.88800000000002","73.88800000000002","73.88800000000002","54.40699999999999","54.40699999999999","54.40699999999999","89.409","89.409","89.409","86.83600000000001","86.83600000000001","86.83600000000001","86.98600000000002","86.98600000000002","86.98600000000002","86.65800000000002","86.65800000000002","86.65800000000002","0","0","0"
"52","74.071","74.071","74.071","73.06699999999998","73.06699999999998","73.06699999999998","56.52900000000001","56.52900000000001","56.52900000000001","89.41300000000001","89.41300000000001","89.41300000000001","86.85100000000001","86.85100000000001","86.85100000000001","87.09199999999998","87.09199999999998","87.09199999999998","86.54199999999999","86.54199999999999","86.54199999999999","0","0","0"
"53","75.045","75.045","75.045","73.44499999999998","73.44499999999998","73.44499999999998","55.16599999999999","55.16599999999999","55.16599999999999","89.42199999999998","89.42199999999998","89.42199999999998","86.78199999999998","86.78199999999998","86.78199999999998","87.05800000000002","87.05800000000002","87.05800000000002","86.46699999999998","86.46699999999998","86.46699999999998","0","0","0"
"54","75.264","75.264","75.264","73.789","73.789","73.789","57.07900000000001","57.07900000000001","57.07900000000001","89.42899999999999","89.42899999999999","89.42899999999999","86.76100000000001","86.76100000000001","86.76100000000001","87.05899999999998","87.05899999999998","87.05899999999998","86.47","86.47","86.47","0","0","0"
"55","74.164","74.164","74.164","72.99199999999999","72.99199999999999","72.99199999999999","55.298000000000016","55.298000000000016","55.298000000000016","89.43699999999998","89.43699999999998","89.43699999999998","86.73899999999999","86.73899999999999","86.73899999999999","86.95399999999998","86.95399999999998","86.95399999999998","86.50899999999999","86.50899999999999","86.50899999999999","0","0","0"
"56","75.105","75.105","75.105","73.24699999999999","73.24699999999999","73.24699999999999","56.690999999999995","56.690999999999995","56.690999999999995","89.44399999999999","89.44399999999999","89.44399999999999","86.63899999999998","86.63899999999998","86.63899999999998","86.86699999999999","86.86699999999999","86.86699999999999","86.40100000000001","86.40100000000001","86.40100000000001","0","0","0"
"57","73.765","73.765","73.765","73.31999999999998","73.31999999999998","73.31999999999998","57.47099999999999","57.47099999999999","57.47099999999999","89.45199999999998","89.45199999999998","89.45199999999998","86.655","86.655","86.655","86.731","86.731","86.731","86.34800000000001","86.34800000000001","86.34800000000001","0","0","0"
"58","74.43199999999999","74.43199999999999","74.43199999999999","73.34699999999998","73.34699999999998","73.34699999999998","55.76599999999999","55.76599999999999","55.76599999999999","89.46199999999999","89.46199999999999","89.46199999999999","86.64800000000001","86.64800000000001","86.64800000000001","86.79699999999998","86.79699999999998","86.79699999999998","86.28800000000001","86.28800000000001","86.28800000000001","0","0","0"
"59","74.391","74.391","74.391","73.70800000000001","73.70800000000001","73.70800000000001","56.12300000000001","56.12300000000001","56.12300000000001","89.47","89.47","89.47","86.57199999999999","86.57199999999999","86.57199999999999","86.70600000000002","86.70600000000002","86.70600000000002","86.26300000000002","86.26300000000002","86.26300000000002","0","0","0"
"60","74.59300000000002","74.59300000000002","74.59300000000002","73.22","73.22","73.22","58.355","58.355","58.355","89.47800000000001","89.47800000000001","89.47800000000001","86.55600000000001","86.55600000000001","86.55600000000001","86.62100000000001","86.62100000000001","86.62100000000001","86.22100000000002","86.22100000000002","86.22100000000002","0","0","0"
"61","73.875","73.875","73.875","73.044","73.044","73.044","57.190999999999995","57.190999999999995","57.190999999999995","89.48699999999998","89.48699999999998","89.48699999999998","86.50199999999998","86.50199999999998","86.50199999999998","86.63100000000001","86.63100000000001","86.63100000000001","86.17899999999999","86.17899999999999","86.17899999999999","0","0","0"
"62","73.95999999999998","73.95999999999998","73.95999999999998","73.20199999999998","73.20199999999998","73.20199999999998","59.51400000000001","59.51400000000001","59.51400000000001","89.495","89.495","89.495","86.38899999999998","86.38899999999998","86.38899999999998","86.58600000000001","86.58600000000001","86.58600000000001","86.13800000000002","86.13800000000002","86.13800000000002","0","0","0"
"63","74.334","74.334","74.334","73.526","73.526","73.526","57.80599999999999","57.80599999999999","57.80599999999999","89.50199999999998","89.50199999999998","89.50199999999998","86.42699999999999","86.42699999999999","86.42699999999999","86.62399999999998","86.62399999999998","86.62399999999998","85.91699999999999","85.91699999999999","85.91699999999999","0","0","0"
"64","74.39199999999998","74.39199999999998","74.39199999999998","74.041","74.041","74.041","59.84599999999999","59.84599999999999","59.84599999999999","89.51","89.51","89.51","86.409","86.409","86.409","86.481","86.481","86.481","85.966","85.966","85.966","0","0","0"
"65","73.676","73.676","73.676","73.024","73.024","73.024","59.60199999999998","59.60199999999998","59.60199999999998","89.51600000000002","89.51600000000002","89.51600000000002","86.245","86.245","86.245","86.47399999999999","86.47399999999999","86.47399999999999","85.96","85.96","85.96","0","0","0"
"66","73.87","73.87","73.87","72.96800000000002","72.96800000000002","72.96800000000002","60.04900000000001","60.04900000000001","60.04900000000001","89.52300000000001","89.52300000000001","89.52300000000001","86.30800000000002","86.30800000000002","86.30800000000002","86.36","86.36","86.36","85.88199999999999","85.88199999999999","85.88199999999999","0","0","0"
"67","74.44699999999999","74.44699999999999","74.44699999999999","73.41300000000001","73.41300000000001","73.41300000000001","59.24400000000001","59.24400000000001","59.24400000000001","89.52800000000002","89.52800000000002","89.52800000000002","86.27899999999998","86.27899999999998","86.27899999999998","86.37800000000001","86.37800000000001","86.37800000000001","85.78699999999999","85.78699999999999","85.78699999999999","0","0","0"
"68","73.95699999999998","73.95699999999998","73.95699999999998","73.601","73.601","73.601","61.07","61.07","61.07","89.534","89.534","89.534","86.055","86.055","86.055","86.29800000000002","86.29800000000002","86.29800000000002","85.77","85.77","85.77","0","0","0"
"69","74.11800000000001","74.11800000000001","74.11800000000001","73.65199999999999","73.65199999999999","73.65199999999999","60.18199999999999","60.18199999999999","60.18199999999999","89.53800000000001","89.53800000000001","89.53800000000001","86.10100000000001","86.10100000000001","86.10100000000001","86.31399999999998","86.31399999999998","86.31399999999998","85.675","85.675","85.675","0","0","0"
"70","73.999","73.999","73.999","73.06199999999998","73.06199999999998","73.06199999999998","60.2","60.2","60.2","89.54199999999999","89.54199999999999","89.54199999999999","86.20899999999999","86.20899999999999","86.20899999999999","86.28899999999999","86.28899999999999","86.28899999999999","85.60100000000001","85.60100000000001","85.60100000000001","0","0","0"
"71","74.01199999999999","74.01199999999999","74.01199999999999","73.471","73.471","73.471","60.14900000000001","60.14900000000001","60.14900000000001","89.54600000000002","89.54600000000002","89.54600000000002","86.07899999999998","86.07899999999998","86.07899999999998","86.16","86.16","86.16","85.62","85.62","85.62","0","0","0"
"72","74.19800000000001","74.19800000000001","74.19800000000001","73.79199999999999","73.79199999999999","73.79199999999999","59.78199999999998","59.78199999999998","59.78199999999998","89.549","89.549","89.549","86.019","86.019","86.019","85.97399999999999","85.97399999999999","85.97399999999999","85.63","85.63","85.63","0","0","0"
"73","74.224","74.224","74.224","73.069","73.069","73.069","61.18199999999999","61.18199999999999","61.18199999999999","89.55199999999999","89.55199999999999","89.55199999999999","85.97899999999998","85.97899999999998","85.97899999999998","85.955","85.955","85.955","85.485","85.485","85.485","0","0","0"
"74","73.669","73.669","73.669","74.125","74.125","74.125","62.3","62.3","62.3","89.55399999999999","89.55399999999999","89.55399999999999","86.08300000000001","86.08300000000001","86.08300000000001","86.05600000000001","86.05600000000001","86.05600000000001","85.51399999999998","85.51399999999998","85.51399999999998","0","0","0"
"75","74.15800000000002","74.15800000000002","74.15800000000002","73.021","73.021","73.021","61.035999999999994","61.035999999999994","61.035999999999994","89.55699999999999","89.55699999999999","89.55699999999999","86.10100000000001","86.10100000000001","86.10100000000001","86.00800000000001","86.00800000000001","86.00800000000001","85.409","85.409","85.409","0","0","0"
"76","74.53699999999999","74.53699999999999","74.53699999999999","73.70699999999998","73.70699999999998","73.70699999999998","61.60900000000001","61.60900000000001","61.60900000000001","89.55800000000002","89.55800000000002","89.55800000000002","86.035","86.035","86.035","85.845","85.845","85.845","85.38899999999998","85.38899999999998","85.38899999999998","0","0","0"
