"Step","zerofl-a1.0-s0.9-cifar100_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar100_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar100_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity__MAX","zerofl-a1.0-s0.9-cifar100_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar100_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar100_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity__MAX","zerofl-a1.0-s0.9-cifar100_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar100_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar100_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity__MAX","power_swat-a1.25-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity","power_swat-a1.25-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","power_swat-a1.25-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar100_lda1.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar100_lda1.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar100_lda1.0-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar100_lda0.1-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar100_lda0.1-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar100_lda0.1-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.0-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.0-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.0-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX"
"137","74.081","74.081","74.081","74.53800000000001","74.53800000000001","74.53800000000001","66.741","66.741","66.741","89.57199999999999","89.57199999999999","89.57199999999999","85.14600000000002","85.14600000000002","85.14600000000002","84.31399999999998","84.31399999999998","84.31399999999998","83.345","83.345","83.345","0","0","0"
"138","74.931","74.931","74.931","74.95699999999998","74.95699999999998","74.95699999999998","67.33800000000001","67.33800000000001","67.33800000000001","89.57199999999999","89.57199999999999","89.57199999999999","85.19899999999998","85.19899999999998","85.19899999999998","84.50199999999998","84.50199999999998","84.50199999999998","83.31899999999999","83.31899999999999","83.31899999999999","0","0","0"
"139","74.011","74.011","74.011","74.561","74.561","74.561","66.72","66.72","66.72","89.57199999999999","89.57199999999999","89.57199999999999","85.16100000000002","85.16100000000002","85.16100000000002","84.41199999999999","84.41199999999999","84.41199999999999","83.42","83.42","83.42","0","0","0"
"140","75.22","75.22","75.22","74.926","74.926","74.926","67.121","67.121","67.121","89.57199999999999","89.57199999999999","89.57199999999999","85.16399999999999","85.16399999999999","85.16399999999999","84.38100000000001","84.38100000000001","84.38100000000001","83.21100000000001","83.21100000000001","83.21100000000001","0","0","0"
"141","74.66199999999999","74.66199999999999","74.66199999999999","74.641","74.641","74.641","66.906","66.906","66.906","89.57199999999999","89.57199999999999","89.57199999999999","85.17199999999998","85.17199999999998","85.17199999999998","84.35100000000001","84.35100000000001","84.35100000000001","83.30800000000002","83.30800000000002","83.30800000000002","0","0","0"
"142","74.81699999999998","74.81699999999998","74.81699999999998","74.825","74.825","74.825","67.619","67.619","67.619","89.57199999999999","89.57199999999999","89.57199999999999","85.06100000000002","85.06100000000002","85.06100000000002","84.47600000000001","84.47600000000001","84.47600000000001","83.17","83.17","83.17","0","0","0"
"143","74.714","74.714","74.714","74.98199999999999","74.98199999999999","74.98199999999999","67.306","67.306","67.306","89.57199999999999","89.57199999999999","89.57199999999999","85.19600000000001","85.19600000000001","85.19600000000001","84.39300000000001","84.39300000000001","84.39300000000001","83.36699999999999","83.36699999999999","83.36699999999999","0","0","0"
"144","74.414","74.414","74.414","75.21199999999999","75.21199999999999","75.21199999999999","67.141","67.141","67.141","89.57199999999999","89.57199999999999","89.57199999999999","85.13199999999999","85.13199999999999","85.13199999999999","84.385","84.385","84.385","83.23399999999998","83.23399999999998","83.23399999999998","0","0","0"
"145","74.93800000000002","74.93800000000002","74.93800000000002","75.014","75.014","75.014","67.015","67.015","67.015","89.57199999999999","89.57199999999999","89.57199999999999","85.24800000000002","85.24800000000002","85.24800000000002","84.43699999999998","84.43699999999998","84.43699999999998","83.15","83.15","83.15","0","0","0"
"146","74.946","74.946","74.946","75.02","75.02","75.02","67.469","67.469","67.469","89.57199999999999","89.57199999999999","89.57199999999999","85.19199999999998","85.19199999999998","85.19199999999998","84.35300000000001","84.35300000000001","84.35300000000001","83.341","83.341","83.341","0","0","0"
"147","74.841","74.841","74.841","75.10300000000001","75.10300000000001","75.10300000000001","67.23800000000001","67.23800000000001","67.23800000000001","89.57199999999999","89.57199999999999","89.57199999999999","85.24","85.24","85.24","84.41399999999999","84.41399999999999","84.41399999999999","83.42100000000002","83.42100000000002","83.42100000000002","0","0","0"
"148","74.899","74.899","74.899","75.14300000000001","75.14300000000001","75.14300000000001","67.766","67.766","67.766","89.57199999999999","89.57199999999999","89.57199999999999","85.22600000000001","85.22600000000001","85.22600000000001","84.57","84.57","84.57","83.10100000000001","83.10100000000001","83.10100000000001","0","0","0"
"149","74.955","74.955","74.955","75.229","75.229","75.229","67.58199999999998","67.58199999999998","67.58199999999998","89.57199999999999","89.57199999999999","89.57199999999999","85.24199999999999","85.24199999999999","85.24199999999999","84.47800000000001","84.47800000000001","84.47800000000001","83.216","83.216","83.216","0","0","0"
"150","75.00800000000001","75.00800000000001","75.00800000000001","74.90800000000002","74.90800000000002","74.90800000000002","67.599","67.599","67.599","89.57199999999999","89.57199999999999","89.57199999999999","85.231","85.231","85.231","84.50600000000001","84.50600000000001","84.50600000000001","83.20399999999998","83.20399999999998","83.20399999999998","0","0","0"
"151","75.101","75.101","75.101","75.221","75.221","75.221","67.71199999999999","67.71199999999999","67.71199999999999","89.57199999999999","89.57199999999999","89.57199999999999","85.22300000000001","85.22300000000001","85.22300000000001","84.52699999999999","84.52699999999999","84.52699999999999","83.21800000000002","83.21800000000002","83.21800000000002","0","0","0"
"152","74.82699999999998","74.82699999999998","74.82699999999998","75.45","75.45","75.45","67.306","67.306","67.306","89.57199999999999","89.57199999999999","89.57199999999999","85.20800000000001","85.20800000000001","85.20800000000001","84.46399999999998","84.46399999999998","84.46399999999998","83.24600000000001","83.24600000000001","83.24600000000001","0","0","0"
"153","74.88300000000001","74.88300000000001","74.88300000000001","75.32199999999999","75.32199999999999","75.32199999999999","67.594","67.594","67.594","89.57199999999999","89.57199999999999","89.57199999999999","85.245","85.245","85.245","84.42800000000001","84.42800000000001","84.42800000000001","83.13","83.13","83.13","0","0","0"
"154","75.176","75.176","75.176","75.185","75.185","75.185","67.98300000000002","67.98300000000002","67.98300000000002","89.57300000000001","89.57300000000001","89.57300000000001","85.21899999999998","85.21899999999998","85.21899999999998","84.481","84.481","84.481","83.23899999999999","83.23899999999999","83.23899999999999","0","0","0"
"155","75.10199999999999","75.10199999999999","75.10199999999999","75.60199999999999","75.60199999999999","75.60199999999999","67.35199999999999","67.35199999999999","67.35199999999999","89.57300000000001","89.57300000000001","89.57300000000001","85.28100000000002","85.28100000000002","85.28100000000002","84.50199999999998","84.50199999999998","84.50199999999998","83.17600000000002","83.17600000000002","83.17600000000002","0","0","0"
"156","75.23300000000002","75.23300000000002","75.23300000000002","75.32699999999998","75.32699999999998","75.32699999999998","67.249","67.249","67.249","89.57300000000001","89.57300000000001","89.57300000000001","85.29800000000002","85.29800000000002","85.29800000000002","84.48699999999998","84.48699999999998","84.48699999999998","83.16399999999999","83.16399999999999","83.16399999999999","0","0","0"
"157","75.265","75.265","75.265","75.47699999999999","75.47699999999999","75.47699999999999","67.49300000000001","67.49300000000001","67.49300000000001","89.57300000000001","89.57300000000001","89.57300000000001","85.28199999999998","85.28199999999998","85.28199999999998","84.57199999999999","84.57199999999999","84.57199999999999","83.17899999999999","83.17899999999999","83.17899999999999","0","0","0"
"158","75.031","75.031","75.031","75.321","75.321","75.321","67.511","67.511","67.511","89.57300000000001","89.57300000000001","89.57300000000001","85.35800000000002","85.35800000000002","85.35800000000002","84.65100000000001","84.65100000000001","84.65100000000001","83.20600000000002","83.20600000000002","83.20600000000002","0","0","0"
"159","75.03800000000001","75.03800000000001","75.03800000000001","75.295","75.295","75.295","67.896","67.896","67.896","89.57300000000001","89.57300000000001","89.57300000000001","85.41600000000001","85.41600000000001","85.41600000000001","84.63800000000002","84.63800000000002","84.63800000000002","83.285","83.285","83.285","0","0","0"
"160","75.376","75.376","75.376","75.556","75.556","75.556","68.07699999999998","68.07699999999998","68.07699999999998","89.57300000000001","89.57300000000001","89.57300000000001","85.30399999999999","85.30399999999999","85.30399999999999","84.63699999999999","84.63699999999999","84.63699999999999","83.195","83.195","83.195","0","0","0"
"161","75.06199999999998","75.06199999999998","75.06199999999998","75.77","75.77","75.77","67.84999999999998","67.84999999999998","67.84999999999998","89.57300000000001","89.57300000000001","89.57300000000001","85.31800000000001","85.31800000000001","85.31800000000001","84.62800000000001","84.62800000000001","84.62800000000001","83.14600000000002","83.14600000000002","83.14600000000002","0","0","0"
"162","74.83699999999999","74.83699999999999","74.83699999999999","75.60699999999999","75.60699999999999","75.60699999999999","67.624","67.624","67.624","89.57300000000001","89.57300000000001","89.57300000000001","85.38","85.38","85.38","84.59","84.59","84.59","83.15600000000002","83.15600000000002","83.15600000000002","0","0","0"
"163","74.871","74.871","74.871","75.88","75.88","75.88","67.986","67.986","67.986","89.57300000000001","89.57300000000001","89.57300000000001","85.36199999999998","85.36199999999998","85.36199999999998","84.65300000000002","84.65300000000002","84.65300000000002","83.285","83.285","83.285","0","0","0"
"164","75.456","75.456","75.456","75.82699999999998","75.82699999999998","75.82699999999998","67.849","67.849","67.849","89.57300000000001","89.57300000000001","89.57300000000001","85.39199999999998","85.39199999999998","85.39199999999998","84.64800000000001","84.64800000000001","84.64800000000001","83.27300000000001","83.27300000000001","83.27300000000001","0","0","0"
"165","75.171","75.171","75.171","75.63800000000002","75.63800000000002","75.63800000000002","68.05","68.05","68.05","89.57300000000001","89.57300000000001","89.57300000000001","85.35899999999998","85.35899999999998","85.35899999999998","84.67800000000001","84.67800000000001","84.67800000000001","83.22","83.22","83.22","0","0","0"
"166","75.185","75.185","75.185","75.841","75.841","75.841","68.235","68.235","68.235","89.57300000000001","89.57300000000001","89.57300000000001","85.44","85.44","85.44","84.65300000000002","84.65300000000002","84.65300000000002","83.24899999999998","83.24899999999998","83.24899999999998","0","0","0"
"167","75.199","75.199","75.199","76.081","76.081","76.081","68.169","68.169","68.169","89.57300000000001","89.57300000000001","89.57300000000001","85.485","85.485","85.485","84.71899999999998","84.71899999999998","84.71899999999998","83.255","83.255","83.255","0","0","0"
"168","75.44199999999998","75.44199999999998","75.44199999999998","75.71699999999998","75.71699999999998","75.71699999999998","68.421","68.421","68.421","89.57399999999998","89.57399999999998","89.57399999999998","85.435","85.435","85.435","84.74100000000001","84.74100000000001","84.74100000000001","83.24600000000001","83.24600000000001","83.24600000000001","0","0","0"
"169","75.60300000000001","75.60300000000001","75.60300000000001","75.651","75.651","75.651","68.246","68.246","68.246","89.57399999999998","89.57399999999998","89.57399999999998","85.51199999999999","85.51199999999999","85.51199999999999","84.62100000000001","84.62100000000001","84.62100000000001","83.32899999999998","83.32899999999998","83.32899999999998","0","0","0"
"170","75.586","75.586","75.586","76.00800000000001","76.00800000000001","76.00800000000001","68.209","68.209","68.209","89.57399999999998","89.57399999999998","89.57399999999998","85.46199999999999","85.46199999999999","85.46199999999999","84.68399999999998","84.68399999999998","84.68399999999998","83.19800000000001","83.19800000000001","83.19800000000001","0","0","0"
"171","75.45800000000001","75.45800000000001","75.45800000000001","76.16500000000002","76.16500000000002","76.16500000000002","68.231","68.231","68.231","89.57399999999998","89.57399999999998","89.57399999999998","85.52399999999999","85.52399999999999","85.52399999999999","84.73699999999998","84.73699999999998","84.73699999999998","83.28600000000002","83.28600000000002","83.28600000000002","0","0","0"
"172","75.25800000000001","75.25800000000001","75.25800000000001","75.866","75.866","75.866","68.461","68.461","68.461","89.57399999999998","89.57399999999998","89.57399999999998","85.51300000000002","85.51300000000002","85.51300000000002","84.78199999999998","84.78199999999998","84.78199999999998","83.29399999999998","83.29399999999998","83.29399999999998","0","0","0"
"173","75.22","75.22","75.22","76.216","76.216","76.216","68.69699999999999","68.69699999999999","68.69699999999999","89.57399999999998","89.57399999999998","89.57399999999998","85.54300000000002","85.54300000000002","85.54300000000002","84.73600000000002","84.73600000000002","84.73600000000002","83.30300000000001","83.30300000000001","83.30300000000001","0","0","0"
"174","75.32800000000002","75.32800000000002","75.32800000000002","76.21699999999998","76.21699999999998","76.21699999999998","68.53300000000002","68.53300000000002","68.53300000000002","89.57399999999998","89.57399999999998","89.57399999999998","85.48199999999999","85.48199999999999","85.48199999999999","84.74199999999999","84.74199999999999","84.74199999999999","83.21899999999998","83.21899999999998","83.21899999999998","0","0","0"
"175","75.459","75.459","75.459","76.12","76.12","76.12","68.584","68.584","68.584","89.57399999999998","89.57399999999998","89.57399999999998","85.53800000000001","85.53800000000001","85.53800000000001","84.76600000000002","84.76600000000002","84.76600000000002","83.18800000000002","83.18800000000002","83.18800000000002","0","0","0"
"176","75.526","75.526","75.526","76.11499999999998","76.11499999999998","76.11499999999998","68.46199999999999","68.46199999999999","68.46199999999999","89.57399999999998","89.57399999999998","89.57399999999998","85.53300000000002","85.53300000000002","85.53300000000002","84.83199999999998","84.83199999999998","84.83199999999998","83.41199999999999","83.41199999999999","83.41199999999999","0","0","0"
"177","75.214","75.214","75.214","76.241","76.241","76.241","68.46199999999999","68.46199999999999","68.46199999999999","89.57399999999998","89.57399999999998","89.57399999999998","85.58899999999998","85.58899999999998","85.58899999999998","84.76699999999998","84.76699999999998","84.76699999999998","83.20800000000001","83.20800000000001","83.20800000000001","0","0","0"
"178","75.486","75.486","75.486","76.296","76.296","76.296","68.63199999999999","68.63199999999999","68.63199999999999","89.57399999999998","89.57399999999998","89.57399999999998","85.665","85.665","85.665","84.86100000000002","84.86100000000002","84.86100000000002","83.28300000000002","83.28300000000002","83.28300000000002","0","0","0"
"179","75.626","75.626","75.626","76.42699999999999","76.42699999999999","76.42699999999999","68.756","68.756","68.756","89.57399999999998","89.57399999999998","89.57399999999998","85.69100000000002","85.69100000000002","85.69100000000002","84.9","84.9","84.9","83.29699999999998","83.29699999999998","83.29699999999998","0","0","0"
"180","75.58499999999998","75.58499999999998","75.58499999999998","76.51199999999999","76.51199999999999","76.51199999999999","68.73999999999998","68.73999999999998","68.73999999999998","89.57399999999998","89.57399999999998","89.57399999999998","85.65300000000002","85.65300000000002","85.65300000000002","84.86100000000002","84.86100000000002","84.86100000000002","83.25800000000001","83.25800000000001","83.25800000000001","0","0","0"
"181","75.151","75.151","75.151","76.67800000000001","76.67800000000001","76.67800000000001","68.925","68.925","68.925","89.57399999999998","89.57399999999998","89.57399999999998","85.67300000000002","85.67300000000002","85.67300000000002","84.895","84.895","84.895","83.165","83.165","83.165","0","0","0"
"182","75.659","75.659","75.659","76.48199999999999","76.48199999999999","76.48199999999999","69.104","69.104","69.104","89.575","89.575","89.575","85.64699999999999","85.64699999999999","85.64699999999999","84.81","84.81","84.81","83.25100000000002","83.25100000000002","83.25100000000002","0","0","0"
"183","75.72199999999998","75.72199999999998","75.72199999999998","76.38","76.38","76.38","68.784","68.784","68.784","89.575","89.575","89.575","85.67899999999999","85.67899999999999","85.67899999999999","84.85","84.85","84.85","83.20899999999999","83.20899999999999","83.20899999999999","0","0","0"
"184","75.655","75.655","75.655","76.419","76.419","76.419","69.084","69.084","69.084","89.575","89.575","89.575","85.69600000000001","85.69600000000001","85.69600000000001","84.91","84.91","84.91","83.34300000000002","83.34300000000002","83.34300000000002","0","0","0"
"185","75.719","75.719","75.719","76.559","76.559","76.559","68.84800000000001","68.84800000000001","68.84800000000001","89.575","89.575","89.575","85.70699999999998","85.70699999999998","85.70699999999998","84.86899999999999","84.86899999999999","84.86899999999999","83.16899999999998","83.16899999999998","83.16899999999998","0","0","0"
"186","75.73","75.73","75.73","76.625","76.625","76.625","69.36","69.36","69.36","89.575","89.575","89.575","85.72600000000001","85.72600000000001","85.72600000000001","84.91399999999999","84.91399999999999","84.91399999999999","83.245","83.245","83.245","0","0","0"
"187","75.63800000000002","75.63800000000002","75.63800000000002","76.75","76.75","76.75","69.55300000000001","69.55300000000001","69.55300000000001","89.575","89.575","89.575","85.78199999999998","85.78199999999998","85.78199999999998","84.92800000000001","84.92800000000001","84.92800000000001","83.415","83.415","83.415","0","0","0"
"188","75.811","75.811","75.811","76.715","76.715","76.715","69.201","69.201","69.201","89.575","89.575","89.575","85.79600000000002","85.79600000000002","85.79600000000002","84.91","84.91","84.91","83.30600000000001","83.30600000000001","83.30600000000001","0","0","0"
"189","75.999","75.999","75.999","76.85800000000002","76.85800000000002","76.85800000000002","69.346","69.346","69.346","89.575","89.575","89.575","85.74300000000001","85.74300000000001","85.74300000000001","84.98899999999999","84.98899999999999","84.98899999999999","83.34","83.34","83.34","0","0","0"
"190","75.83300000000001","75.83300000000001","75.83300000000001","76.81300000000002","76.81300000000002","76.81300000000002","69.204","69.204","69.204","89.575","89.575","89.575","85.75","85.75","85.75","84.99899999999998","84.99899999999998","84.99899999999998","83.24300000000001","83.24300000000001","83.24300000000001","0","0","0"
"191","75.65800000000002","75.65800000000002","75.65800000000002","76.76800000000001","76.76800000000001","76.76800000000001","69.289","69.289","69.289","89.575","89.575","89.575","85.81399999999998","85.81399999999998","85.81399999999998","85.00800000000001","85.00800000000001","85.00800000000001","83.409","83.409","83.409","0","0","0"
"192","75.80500000000002","75.80500000000002","75.80500000000002","76.82300000000001","76.82300000000001","76.82300000000001","69.87199999999999","69.87199999999999","69.87199999999999","89.575","89.575","89.575","85.855","85.855","85.855","84.96300000000001","84.96300000000001","84.96300000000001","83.30300000000001","83.30300000000001","83.30300000000001","0","0","0"
"193","75.77","75.77","75.77","76.819","76.819","76.819","69.486","69.486","69.486","89.576","89.576","89.576","85.86899999999999","85.86899999999999","85.86899999999999","85.025","85.025","85.025","83.20199999999998","83.20199999999998","83.20199999999998","0","0","0"
"194","75.94","75.94","75.94","76.845","76.845","76.845","69.91500000000002","69.91500000000002","69.91500000000002","89.576","89.576","89.576","85.82699999999998","85.82699999999998","85.82699999999998","85.03199999999998","85.03199999999998","85.03199999999998","83.31399999999998","83.31399999999998","83.31399999999998","0","0","0"
"195","76.029","76.029","76.029","76.87699999999998","76.87699999999998","76.87699999999998","69.754","69.754","69.754","89.576","89.576","89.576","85.87899999999999","85.87899999999999","85.87899999999999","84.98199999999999","84.98199999999999","84.98199999999999","83.46100000000001","83.46100000000001","83.46100000000001","0","0","0"
"196","76.069","76.069","76.069","76.79699999999998","76.79699999999998","76.79699999999998","69.78199999999998","69.78199999999998","69.78199999999998","89.576","89.576","89.576","85.83300000000001","85.83300000000001","85.83300000000001","85.02699999999999","85.02699999999999","85.02699999999999","83.59600000000002","83.59600000000002","83.59600000000002","0","0","0"
"197","75.91199999999999","75.91199999999999","75.91199999999999","76.84199999999998","76.84199999999998","76.84199999999998","69.671","69.671","69.671","89.576","89.576","89.576","85.945","85.945","85.945","85.09399999999998","85.09399999999998","85.09399999999998","83.33699999999999","83.33699999999999","83.33699999999999","0","0","0"
"198","75.88500000000002","75.88500000000002","75.88500000000002","77.256","77.256","77.256","70.28300000000002","70.28300000000002","70.28300000000002","89.576","89.576","89.576","85.91199999999999","85.91199999999999","85.91199999999999","85.15699999999998","85.15699999999998","85.15699999999998","83.4","83.4","83.4","0","0","0"
"199","76.12","76.12","76.12","76.985","76.985","76.985","69.72800000000001","69.72800000000001","69.72800000000001","89.576","89.576","89.576","85.94600000000001","85.94600000000001","85.94600000000001","85.16800000000002","85.16800000000002","85.16800000000002","83.53199999999998","83.53199999999998","83.53199999999998","0","0","0"
"200","76.19699999999999","76.19699999999999","76.19699999999999","77.121","77.121","77.121","69.55699999999999","69.55699999999999","69.55699999999999","89.576","89.576","89.576","85.99399999999999","85.99399999999999","85.99399999999999","85.055","85.055","85.055","83.52100000000002","83.52100000000002","83.52100000000002","0","0","0"
"201","76.141","76.141","76.141","77.21800000000002","77.21800000000002","77.21800000000002","70.06999999999998","70.06999999999998","70.06999999999998","89.57699999999998","89.57699999999998","89.57699999999998","85.92300000000002","85.92300000000002","85.92300000000002","85.22199999999998","85.22199999999998","85.22199999999998","83.575","83.575","83.575","0","0","0"
"202","76.136","76.136","76.136","77.256","77.256","77.256","70.166","70.166","70.166","89.57699999999998","89.57699999999998","89.57699999999998","86.01399999999998","86.01399999999998","86.01399999999998","85.10199999999999","85.10199999999999","85.10199999999999","83.485","83.485","83.485","0","0","0"
"203","76.24199999999999","76.24199999999999","76.24199999999999","77.006","77.006","77.006","69.98199999999999","69.98199999999999","69.98199999999999","89.57699999999998","89.57699999999998","89.57699999999998","86.049","86.049","86.049","85.18100000000001","85.18100000000001","85.18100000000001","83.41100000000002","83.41100000000002","83.41100000000002","0","0","0"
"204","76.27","76.27","76.27","77.241","77.241","77.241","70.13800000000002","70.13800000000002","70.13800000000002","89.57699999999998","89.57699999999998","89.57699999999998","86.05100000000002","86.05100000000002","86.05100000000002","85.23600000000002","85.23600000000002","85.23600000000002","83.54199999999999","83.54199999999999","83.54199999999999","0","0","0"
"205","76.256","76.256","76.256","77.111","77.111","77.111","70.06199999999998","70.06199999999998","70.06199999999998","89.57699999999998","89.57699999999998","89.57699999999998","86.085","86.085","86.085","85.23300000000002","85.23300000000002","85.23300000000002","83.591","83.591","83.591","0","0","0"
"206","76.274","76.274","76.274","77.189","77.189","77.189","70.46800000000002","70.46800000000002","70.46800000000002","89.57699999999998","89.57699999999998","89.57699999999998","86.16","86.16","86.16","85.26399999999998","85.26399999999998","85.26399999999998","83.515","83.515","83.515","0","0","0"
"207","75.946","75.946","75.946","77.16800000000002","77.16800000000002","77.16800000000002","70.42199999999998","70.42199999999998","70.42199999999998","89.57699999999998","89.57699999999998","89.57699999999998","86.10100000000001","86.10100000000001","86.10100000000001","85.27399999999999","85.27399999999999","85.27399999999999","83.52399999999999","83.52399999999999","83.52399999999999","0","0","0"
"208","76.25","76.25","76.25","77.10800000000002","77.10800000000002","77.10800000000002","70.44699999999999","70.44699999999999","70.44699999999999","89.57699999999998","89.57699999999998","89.57699999999998","86.11899999999999","86.11899999999999","86.11899999999999","85.25800000000001","85.25800000000001","85.25800000000001","83.549","83.549","83.549","0","0","0"
"209","76.31699999999998","76.31699999999998","76.31699999999998","77.19300000000001","77.19300000000001","77.19300000000001","70.375","70.375","70.375","89.57699999999998","89.57699999999998","89.57699999999998","86.135","86.135","86.135","85.30600000000001","85.30600000000001","85.30600000000001","83.69800000000001","83.69800000000001","83.69800000000001","0","0","0"
"210","76.435","76.435","76.435","77.29300000000002","77.29300000000002","77.29300000000002","70.556","70.556","70.556","89.57800000000002","89.57800000000002","89.57800000000002","86.14600000000002","86.14600000000002","86.14600000000002","85.29800000000002","85.29800000000002","85.29800000000002","83.59800000000001","83.59800000000001","83.59800000000001","0","0","0"
"211","76.44199999999998","76.44199999999998","76.44199999999998","77.294","77.294","77.294","70.44300000000001","70.44300000000001","70.44300000000001","89.57800000000002","89.57800000000002","89.57800000000002","86.14300000000001","86.14300000000001","86.14300000000001","85.295","85.295","85.295","83.716","83.716","83.716","0","0","0"
"212","76.47199999999998","76.47199999999998","76.47199999999998","77.31800000000001","77.31800000000001","77.31800000000001","70.59","70.59","70.59","89.57800000000002","89.57800000000002","89.57800000000002","86.23","86.23","86.23","85.35800000000002","85.35800000000002","85.35800000000002","83.64","83.64","83.64","0","0","0"
"213","76.5","76.5","76.5","77.30800000000002","77.30800000000002","77.30800000000002","70.444","70.444","70.444","89.57800000000002","89.57800000000002","89.57800000000002","86.17","86.17","86.17","85.21300000000001","85.21300000000001","85.21300000000001","83.50800000000001","83.50800000000001","83.50800000000001","0","0","0"
"214","76.565","76.565","76.565","77.53199999999998","77.53199999999998","77.53199999999998","70.724","70.724","70.724","89.57800000000002","89.57800000000002","89.57800000000002","86.17199999999998","86.17199999999998","86.17199999999998","85.31899999999999","85.31899999999999","85.31899999999999","83.53899999999999","83.53899999999999","83.53899999999999","0","0","0"
"215","76.465","76.465","76.465","77.38699999999999","77.38699999999999","77.38699999999999","71.099","71.099","71.099","89.57800000000002","89.57800000000002","89.57800000000002","86.216","86.216","86.216","85.395","85.395","85.395","83.55399999999999","83.55399999999999","83.55399999999999","0","0","0"
"216","76.539","76.539","76.539","77.40000000000002","77.40000000000002","77.40000000000002","70.771","70.771","70.771","89.57899999999998","89.57899999999998","89.57899999999998","86.215","86.215","86.215","85.34600000000002","85.34600000000002","85.34600000000002","83.69100000000002","83.69100000000002","83.69100000000002","0","0","0"
"217","76.546","76.546","76.546","77.526","77.526","77.526","70.956","70.956","70.956","89.57899999999998","89.57899999999998","89.57899999999998","86.22699999999999","86.22699999999999","86.22699999999999","85.37100000000001","85.37100000000001","85.37100000000001","83.58899999999998","83.58899999999998","83.58899999999998","0","0","0"
"218","76.70800000000001","76.70800000000001","76.70800000000001","77.51300000000002","77.51300000000002","77.51300000000002","71.016","71.016","71.016","89.57899999999998","89.57899999999998","89.57899999999998","86.22399999999999","86.22399999999999","86.22399999999999","85.38100000000001","85.38100000000001","85.38100000000001","83.49899999999998","83.49899999999998","83.49899999999998","0","0","0"
"219","76.78800000000001","76.78800000000001","76.78800000000001","77.55300000000001","77.55300000000001","77.55300000000001","71.311","71.311","71.311","89.57899999999998","89.57899999999998","89.57899999999998","86.245","86.245","86.245","85.43899999999998","85.43899999999998","85.43899999999998","83.705","83.705","83.705","0","0","0"
"220","76.605","76.605","76.605","77.66800000000002","77.66800000000002","77.66800000000002","71.08699999999999","71.08699999999999","71.08699999999999","89.57899999999998","89.57899999999998","89.57899999999998","86.25899999999999","86.25899999999999","86.25899999999999","85.45699999999998","85.45699999999998","85.45699999999998","83.61300000000001","83.61300000000001","83.61300000000001","0","0","0"
"221","76.62300000000002","76.62300000000002","76.62300000000002","77.694","77.694","77.694","70.99800000000002","70.99800000000002","70.99800000000002","89.58","89.58","89.58","86.33800000000001","86.33800000000001","86.33800000000001","85.405","85.405","85.405","83.63399999999999","83.63399999999999","83.63399999999999","0","0","0"
"222","76.48800000000001","76.48800000000001","76.48800000000001","77.594","77.594","77.594","71.30199999999999","71.30199999999999","71.30199999999999","89.58","89.58","89.58","86.34800000000001","86.34800000000001","86.34800000000001","85.47600000000001","85.47600000000001","85.47600000000001","83.64199999999998","83.64199999999998","83.64199999999998","0","0","0"
"223","76.64699999999999","76.64699999999999","76.64699999999999","77.61699999999999","77.61699999999999","77.61699999999999","71.06800000000001","71.06800000000001","71.06800000000001","89.58","89.58","89.58","86.36300000000001","86.36300000000001","86.36300000000001","85.44800000000001","85.44800000000001","85.44800000000001","83.79199999999999","83.79199999999999","83.79199999999999","0","0","0"
