"Step","zerofl-a1.0-s0.9-cifar100_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar100_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar100_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity__MAX","zerofl-a1.0-s0.9-cifar100_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar100_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar100_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity__MAX","zerofl-a1.0-s0.9-cifar100_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar100_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar100_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar100_lda0.1-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar100_lda0.1-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar100_lda0.1-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar100_lda1.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar100_lda1.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar100_lda1.0-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX","power_swat-a1.25-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity","power_swat-a1.25-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","power_swat-a1.25-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX"
"368","76.34","76.34","76.34","80.505","80.505","80.505","79.54300000000002","79.54300000000002","79.54300000000002","85.31300000000002","85.31300000000002","85.31300000000002","86.82399999999998","86.82399999999998","86.82399999999998","87.36","87.36","87.36","89.64199999999998","89.64199999999998","89.64199999999998"
"369","76.52699999999999","76.52699999999999","76.52699999999999","80.674","80.674","80.674","79.51199999999999","79.51199999999999","79.51199999999999","85.46899999999998","85.46899999999998","85.46899999999998","86.83899999999998","86.83899999999998","86.83899999999998","87.37699999999998","87.37699999999998","87.37699999999998","89.64300000000001","89.64300000000001","89.64300000000001"
"370","76.85699999999999","76.85699999999999","76.85699999999999","80.594","80.594","80.594","79.579","79.579","79.579","85.36300000000001","85.36300000000001","85.36300000000001","86.90100000000001","86.90100000000001","86.90100000000001","87.36800000000001","87.36800000000001","87.36800000000001","89.64300000000001","89.64300000000001","89.64300000000001"
"371","76.391","76.391","76.391","80.586","80.586","80.586","79.58499999999998","79.58499999999998","79.58499999999998","85.33199999999998","85.33199999999998","85.33199999999998","86.86699999999999","86.86699999999999","86.86699999999999","87.34699999999998","87.34699999999998","87.34699999999998","89.644","89.644","89.644"
"372","76.47","76.47","76.47","80.58199999999998","80.58199999999998","80.58199999999998","79.61300000000001","79.61300000000001","79.61300000000001","85.33899999999998","85.33899999999998","85.33899999999998","86.924","86.924","86.924","87.30800000000002","87.30800000000002","87.30800000000002","89.645","89.645","89.645"
"373","76.529","76.529","76.529","80.66500000000002","80.66500000000002","80.66500000000002","79.575","79.575","79.575","85.385","85.385","85.385","86.86600000000001","86.86600000000001","86.86600000000001","87.27100000000002","87.27100000000002","87.27100000000002","89.645","89.645","89.645"
"374","76.74300000000001","76.74300000000001","76.74300000000001","80.63199999999999","80.63199999999999","80.63199999999999","79.549","79.549","79.549","85.325","85.325","85.325","86.89899999999999","86.89899999999999","86.89899999999999","87.30800000000002","87.30800000000002","87.30800000000002","89.645","89.645","89.645"
"375","76.524","76.524","76.524","80.64699999999999","80.64699999999999","80.64699999999999","79.55800000000002","79.55800000000002","79.55800000000002","85.31699999999998","85.31699999999998","85.31699999999998","86.894","86.894","86.894","87.27600000000001","87.27600000000001","87.27600000000001","89.64600000000002","89.64600000000002","89.64600000000002"
"376","76.651","76.651","76.651","80.79000000000002","80.79000000000002","80.79000000000002","79.67300000000002","79.67300000000002","79.67300000000002","85.35399999999998","85.35399999999998","85.35399999999998","86.86300000000001","86.86300000000001","86.86300000000001","87.33","87.33","87.33","89.64600000000002","89.64600000000002","89.64600000000002"
"377","76.72199999999998","76.72199999999998","76.72199999999998","80.651","80.651","80.651","79.72199999999998","79.72199999999998","79.72199999999998","85.32699999999998","85.32699999999998","85.32699999999998","86.88","86.88","86.88","87.34699999999998","87.34699999999998","87.34699999999998","89.64699999999999","89.64699999999999","89.64699999999999"
"378","76.77199999999999","76.77199999999999","76.77199999999999","80.774","80.774","80.774","79.761","79.761","79.761","85.36800000000001","85.36800000000001","85.36800000000001","86.795","86.795","86.795","87.245","87.245","87.245","89.64800000000001","89.64800000000001","89.64800000000001"
"379","76.77699999999999","76.77699999999999","76.77699999999999","80.816","80.816","80.816","79.736","79.736","79.736","85.39800000000001","85.39800000000001","85.39800000000001","86.89800000000001","86.89800000000001","86.89800000000001","87.31800000000001","87.31800000000001","87.31800000000001","89.64899999999999","89.64899999999999","89.64899999999999"
"380","76.815","76.815","76.815","80.804","80.804","80.804","79.83199999999998","79.83199999999998","79.83199999999998","85.445","85.445","85.445","86.92","86.92","86.92","87.31699999999998","87.31699999999998","87.31699999999998","89.64899999999999","89.64899999999999","89.64899999999999"
"381","76.98800000000001","76.98800000000001","76.98800000000001","80.7","80.7","80.7","79.72699999999999","79.72699999999999","79.72699999999999","85.45199999999998","85.45199999999998","85.45199999999998","86.88399999999999","86.88399999999999","86.88399999999999","87.3","87.3","87.3","89.65","89.65","89.65"
"382","76.80800000000002","76.80800000000002","76.80800000000002","80.73300000000002","80.73300000000002","80.73300000000002","79.751","79.751","79.751","85.44300000000001","85.44300000000001","85.44300000000001","86.88699999999999","86.88699999999999","86.88699999999999","87.35100000000001","87.35100000000001","87.35100000000001","89.65100000000001","89.65100000000001","89.65100000000001"
"383","76.61499999999998","76.61499999999998","76.61499999999998","80.781","80.781","80.781","79.565","79.565","79.565","85.451","85.451","85.451","86.88100000000001","86.88100000000001","86.88100000000001","87.35699999999999","87.35699999999999","87.35699999999999","89.65100000000001","89.65100000000001","89.65100000000001"
"384","76.451","76.451","76.451","80.786","80.786","80.786","79.726","79.726","79.726","85.46100000000001","85.46100000000001","85.46100000000001","86.93","86.93","86.93","87.36899999999999","87.36899999999999","87.36899999999999","89.65199999999999","89.65199999999999","89.65199999999999"
"385","76.685","76.685","76.685","80.831","80.831","80.831","79.746","79.746","79.746","85.26699999999998","85.26699999999998","85.26699999999998","86.805","86.805","86.805","87.24899999999998","87.24899999999998","87.24899999999998","89.65199999999999","89.65199999999999","89.65199999999999"
"386","76.531","76.531","76.531","80.774","80.774","80.774","79.74699999999999","79.74699999999999","79.74699999999999","85.37399999999998","85.37399999999998","85.37399999999998","86.94100000000002","86.94100000000002","86.94100000000002","87.30300000000001","87.30300000000001","87.30300000000001","89.65300000000002","89.65300000000002","89.65300000000002"
"387","77.194","77.194","77.194","80.764","80.764","80.764","79.744","79.744","79.744","85.299","85.299","85.299","86.96","86.96","86.96","87.28800000000001","87.28800000000001","87.28800000000001","89.65300000000002","89.65300000000002","89.65300000000002"
"388","76.789","76.789","76.789","80.765","80.765","80.765","79.754","79.754","79.754","85.48399999999998","85.48399999999998","85.48399999999998","86.97300000000001","86.97300000000001","86.97300000000001","87.35199999999999","87.35199999999999","87.35199999999999","89.65399999999998","89.65399999999998","89.65399999999998"
"389","76.931","76.931","76.931","80.931","80.931","80.931","79.774","79.774","79.774","85.55800000000002","85.55800000000002","85.55800000000002","86.81899999999999","86.81899999999999","86.81899999999999","87.30899999999998","87.30899999999998","87.30899999999998","89.655","89.655","89.655"
"390","76.94300000000001","76.94300000000001","76.94300000000001","80.77500000000002","80.77500000000002","80.77500000000002","79.724","79.724","79.724","85.49399999999999","85.49399999999999","85.49399999999999","86.94300000000001","86.94300000000001","86.94300000000001","87.34899999999999","87.34899999999999","87.34899999999999","89.65600000000002","89.65600000000002","89.65600000000002"
"391","76.935","76.935","76.935","80.91","80.91","80.91","79.714","79.714","79.714","85.56300000000002","85.56300000000002","85.56300000000002","86.89300000000001","86.89300000000001","86.89300000000001","87.315","87.315","87.315","89.65699999999998","89.65699999999998","89.65699999999998"
"392","76.785","76.785","76.785","80.75699999999999","80.75699999999999","80.75699999999999","79.76000000000002","79.76000000000002","79.76000000000002","85.46399999999998","85.46399999999998","85.46399999999998","86.88899999999998","86.88899999999998","86.88899999999998","87.30100000000002","87.30100000000002","87.30100000000002","89.65699999999998","89.65699999999998","89.65699999999998"
"393","76.58199999999998","76.58199999999998","76.58199999999998","80.909","80.909","80.909","79.69","79.69","79.69","85.44100000000002","85.44100000000002","85.44100000000002","86.87899999999999","86.87899999999999","86.87899999999999","87.28","87.28","87.28","89.65800000000002","89.65800000000002","89.65800000000002"
"394","76.891","76.891","76.891","80.711","80.711","80.711","79.81","79.81","79.81","85.519","85.519","85.519","86.89199999999998","86.89199999999998","86.89199999999998","87.34199999999998","87.34199999999998","87.34199999999998","89.659","89.659","89.659"
"395","76.965","76.965","76.965","80.84800000000001","80.84800000000001","80.84800000000001","79.799","79.799","79.799","85.40699999999998","85.40699999999998","85.40699999999998","86.83800000000001","86.83800000000001","86.83800000000001","87.29","87.29","87.29","89.659","89.659","89.659"
"396","77.11199999999998","77.11199999999998","77.11199999999998","80.98800000000001","80.98800000000001","80.98800000000001","79.859","79.859","79.859","85.47399999999999","85.47399999999999","85.47399999999999","86.895","86.895","86.895","87.32300000000001","87.32300000000001","87.32300000000001","89.66","89.66","89.66"
"397","76.74699999999999","76.74699999999999","76.74699999999999","81.00199999999998","81.00199999999998","81.00199999999998","79.82699999999998","79.82699999999998","79.82699999999998","85.61800000000001","85.61800000000001","85.61800000000001","86.925","86.925","86.925","87.34699999999998","87.34699999999998","87.34699999999998","89.66100000000002","89.66100000000002","89.66100000000002"
"398","76.666","76.666","76.666","80.95","80.95","80.95","79.95","79.95","79.95","85.50199999999998","85.50199999999998","85.50199999999998","86.924","86.924","86.924","87.24699999999999","87.24699999999999","87.24699999999999","89.66199999999999","89.66199999999999","89.66199999999999"
"399","77.20199999999998","77.20199999999998","77.20199999999998","80.939","80.939","80.939","79.79000000000002","79.79000000000002","79.79000000000002","85.51600000000002","85.51600000000002","85.51600000000002","86.88699999999999","86.88699999999999","86.88699999999999","87.34300000000002","87.34300000000002","87.34300000000002","89.66199999999999","89.66199999999999","89.66199999999999"
"400","77.19199999999998","77.19199999999998","77.19199999999998","81.026","81.026","81.026","79.905","79.905","79.905","85.52800000000002","85.52800000000002","85.52800000000002","86.96399999999998","86.96399999999998","86.96399999999998","87.32300000000001","87.32300000000001","87.32300000000001","89.66300000000001","89.66300000000001","89.66300000000001"
"401","77.366","77.366","77.366","80.911","80.911","80.911","79.829","79.829","79.829","85.525","85.525","85.525","86.91300000000001","86.91300000000001","86.91300000000001","87.30100000000002","87.30100000000002","87.30100000000002","89.66300000000001","89.66300000000001","89.66300000000001"
"402","77.19199999999998","77.19199999999998","77.19199999999998","80.89699999999999","80.89699999999999","80.89699999999999","79.906","79.906","79.906","85.57899999999998","85.57899999999998","85.57899999999998","87.01199999999999","87.01199999999999","87.01199999999999","87.37699999999998","87.37699999999998","87.37699999999998","89.66399999999999","89.66399999999999","89.66399999999999"
"403","77.185","77.185","77.185","80.985","80.985","80.985","79.85199999999999","79.85199999999999","79.85199999999999","85.72399999999999","85.72399999999999","85.72399999999999","86.92899999999999","86.92899999999999","86.92899999999999","87.33399999999999","87.33399999999999","87.33399999999999","89.665","89.665","89.665"
"404","77.495","77.495","77.495","80.91","80.91","80.91","79.88199999999999","79.88199999999999","79.88199999999999","85.62100000000001","85.62100000000001","85.62100000000001","86.97","86.97","86.97","87.33699999999999","87.33699999999999","87.33699999999999","89.665","89.665","89.665"
"405","77.155","77.155","77.155","80.92800000000001","80.92800000000001","80.92800000000001","79.845","79.845","79.845","85.54199999999999","85.54199999999999","85.54199999999999","86.95899999999999","86.95899999999999","86.95899999999999","87.32","87.32","87.32","89.66600000000001","89.66600000000001","89.66600000000001"
"406","77.22300000000001","77.22300000000001","77.22300000000001","81.09","81.09","81.09","79.996","79.996","79.996","85.55100000000002","85.55100000000002","85.55100000000002","86.93199999999999","86.93199999999999","86.93199999999999","87.341","87.341","87.341","89.66699999999999","89.66699999999999","89.66699999999999"
"407","77.451","77.451","77.451","81.12699999999998","81.12699999999998","81.12699999999998","79.93699999999998","79.93699999999998","79.93699999999998","85.54800000000002","85.54800000000002","85.54800000000002","86.99300000000001","86.99300000000001","86.99300000000001","87.32","87.32","87.32","89.66800000000002","89.66800000000002","89.66800000000002"
"408","77.441","77.441","77.441","80.97199999999998","80.97199999999998","80.97199999999998","79.949","79.949","79.949","85.51100000000001","85.51100000000001","85.51100000000001","86.98399999999998","86.98399999999998","86.98399999999998","87.26800000000001","87.26800000000001","87.26800000000001","89.66800000000002","89.66800000000002","89.66800000000002"
"409","77.25699999999999","77.25699999999999","77.25699999999999","80.866","80.866","80.866","79.894","79.894","79.894","85.716","85.716","85.716","86.96199999999999","86.96199999999999","86.96199999999999","87.33199999999998","87.33199999999998","87.33199999999998","89.66899999999998","89.66899999999998","89.66899999999998"
"410","77.276","77.276","77.276","80.946","80.946","80.946","79.969","79.969","79.969","85.73","85.73","85.73","87.034","87.034","87.034","87.42199999999998","87.42199999999998","87.42199999999998","89.67","89.67","89.67"
"411","77.41199999999999","77.41199999999999","77.41199999999999","81.034","81.034","81.034","79.889","79.889","79.889","85.59","85.59","85.59","86.93600000000002","86.93600000000002","86.93600000000002","87.231","87.231","87.231","89.67","89.67","89.67"
"412","77.634","77.634","77.634","81.07300000000001","81.07300000000001","81.07300000000001","79.92699999999999","79.92699999999999","79.92699999999999","85.59300000000002","85.59300000000002","85.59300000000002","86.94","86.94","86.94","87.255","87.255","87.255","89.67100000000002","89.67100000000002","89.67100000000002"
"413","77.15300000000002","77.15300000000002","77.15300000000002","80.97800000000001","80.97800000000001","80.97800000000001","80.02300000000001","80.02300000000001","80.02300000000001","85.66600000000001","85.66600000000001","85.66600000000001","87.03800000000001","87.03800000000001","87.03800000000001","87.335","87.335","87.335","89.67100000000002","89.67100000000002","89.67100000000002"
"414","76.964","76.964","76.964","81.105","81.105","81.105","80.01000000000002","80.01000000000002","80.01000000000002","85.51699999999998","85.51699999999998","85.51699999999998","87.00899999999999","87.00899999999999","87.00899999999999","87.31","87.31","87.31","89.67199999999998","89.67199999999998","89.67199999999998"
"415","77.406","77.406","77.406","81.001","81.001","81.001","80.161","80.161","80.161","85.58699999999999","85.58699999999999","85.58699999999999","87.025","87.025","87.025","87.29699999999998","87.29699999999998","87.29699999999998","89.67300000000002","89.67300000000002","89.67300000000002"
"416","77.259","77.259","77.259","81","81","81","80.00199999999998","80.00199999999998","80.00199999999998","85.61300000000001","85.61300000000001","85.61300000000001","87.04300000000002","87.04300000000002","87.04300000000002","87.41899999999998","87.41899999999998","87.41899999999998","89.67300000000002","89.67300000000002","89.67300000000002"
"417","77.11199999999998","77.11199999999998","77.11199999999998","81.019","81.019","81.019","80.10300000000001","80.10300000000001","80.10300000000001","85.69199999999998","85.69199999999998","85.69199999999998","86.86399999999999","86.86399999999999","86.86399999999999","87.26300000000002","87.26300000000002","87.26300000000002","89.674","89.674","89.674"
"418","77.25699999999999","77.25699999999999","77.25699999999999","81.03","81.03","81.03","80.15800000000002","80.15800000000002","80.15800000000002","85.83600000000001","85.83600000000001","85.83600000000001","86.97","86.97","86.97","87.32100000000001","87.32100000000001","87.32100000000001","89.675","89.675","89.675"
"419","77.589","77.589","77.589","81.11199999999998","81.11199999999998","81.11199999999998","80.039","80.039","80.039","85.56399999999998","85.56399999999998","85.56399999999998","86.99199999999999","86.99199999999999","86.99199999999999","87.31899999999999","87.31899999999999","87.31899999999999","89.675","89.675","89.675"
"420","77.48","77.48","77.48","81.129","81.129","81.129","80.011","80.011","80.011","85.58899999999998","85.58899999999998","85.58899999999998","87.02399999999999","87.02399999999999","87.02399999999999","87.35899999999998","87.35899999999998","87.35899999999998","89.67600000000002","89.67600000000002","89.67600000000002"
"421","77.49199999999999","77.49199999999999","77.49199999999999","81.246","81.246","81.246","80.194","80.194","80.194","85.56600000000002","85.56600000000002","85.56600000000002","86.97600000000001","86.97600000000001","86.97600000000001","87.315","87.315","87.315","89.67699999999999","89.67699999999999","89.67699999999999"
"422","77.539","77.539","77.539","81.175","81.175","81.175","80.086","80.086","80.086","85.82899999999998","85.82899999999998","85.82899999999998","87.04600000000002","87.04600000000002","87.04600000000002","87.45199999999998","87.45199999999998","87.45199999999998","89.67800000000001","89.67800000000001","89.67800000000001"
"423","77.431","77.431","77.431","81.179","81.179","81.179","80.19499999999998","80.19499999999998","80.19499999999998","85.60100000000001","85.60100000000001","85.60100000000001","87.01800000000001","87.01800000000001","87.01800000000001","87.35800000000002","87.35800000000002","87.35800000000002","89.67899999999999","89.67899999999999","89.67899999999999"
"424","77.53699999999999","77.53699999999999","77.53699999999999","81.19800000000001","81.19800000000001","81.19800000000001","80.036","80.036","80.036","85.71300000000001","85.71300000000001","85.71300000000001","87.019","87.019","87.019","87.38600000000001","87.38600000000001","87.38600000000001","89.68","89.68","89.68"
"425","77.60699999999999","77.60699999999999","77.60699999999999","81.35800000000002","81.35800000000002","81.35800000000002","80.219","80.219","80.219","85.71199999999999","85.71199999999999","85.71199999999999","87.02199999999999","87.02199999999999","87.02199999999999","87.35699999999999","87.35699999999999","87.35699999999999","89.68100000000001","89.68100000000001","89.68100000000001"
"426","77.434","77.434","77.434","81.23","81.23","81.23","80.126","80.126","80.126","85.71100000000001","85.71100000000001","85.71100000000001","86.93800000000002","86.93800000000002","86.93800000000002","87.33","87.33","87.33","89.68100000000001","89.68100000000001","89.68100000000001"
"427","77.624","77.624","77.624","81.191","81.191","81.191","80.11800000000001","80.11800000000001","80.11800000000001","85.86899999999999","85.86899999999999","85.86899999999999","86.99100000000001","86.99100000000001","86.99100000000001","87.32699999999998","87.32699999999998","87.32699999999998","89.68199999999999","89.68199999999999","89.68199999999999"
"428","77.925","77.925","77.925","81.119","81.119","81.119","80.09199999999998","80.09199999999998","80.09199999999998","85.695","85.695","85.695","87.019","87.019","87.019","87.40699999999998","87.40699999999998","87.40699999999998","89.68300000000002","89.68300000000002","89.68300000000002"
"429","77.66300000000001","77.66300000000001","77.66300000000001","81.175","81.175","81.175","80.20300000000002","80.20300000000002","80.20300000000002","85.61699999999999","85.61699999999999","85.61699999999999","86.95800000000001","86.95800000000001","86.95800000000001","87.37199999999999","87.37199999999999","87.37199999999999","89.68399999999998","89.68399999999998","89.68399999999998"
"430","77.64199999999998","77.64199999999998","77.64199999999998","81.24699999999999","81.24699999999999","81.24699999999999","80.27300000000001","80.27300000000001","80.27300000000001","85.57899999999998","85.57899999999998","85.57899999999998","86.909","86.909","86.909","87.27199999999999","87.27199999999999","87.27199999999999","89.68399999999998","89.68399999999998","89.68399999999998"
"431","77.476","77.476","77.476","81.209","81.209","81.209","80.08199999999998","80.08199999999998","80.08199999999998","85.81600000000002","85.81600000000002","85.81600000000002","87.06","87.06","87.06","87.44699999999999","87.44699999999999","87.44699999999999","89.685","89.685","89.685"
"432","77.52","77.52","77.52","81.214","81.214","81.214","80.124","80.124","80.124","85.70899999999999","85.70899999999999","85.70899999999999","87.02800000000002","87.02800000000002","87.02800000000002","87.37199999999999","87.37199999999999","87.37199999999999","89.685","89.685","89.685"
"433","77.591","77.591","77.591","81.331","81.331","81.331","80.175","80.175","80.175","85.61199999999998","85.61199999999998","85.61199999999998","87.00699999999999","87.00699999999999","87.00699999999999","87.38899999999998","87.38899999999998","87.38899999999998","89.68600000000002","89.68600000000002","89.68600000000002"
"434","77.68199999999999","77.68199999999999","77.68199999999999","81.21199999999999","81.21199999999999","81.21199999999999","80.185","80.185","80.185","85.65699999999998","85.65699999999998","85.65699999999998","87.10199999999999","87.10199999999999","87.10199999999999","87.435","87.435","87.435","89.68699999999998","89.68699999999998","89.68699999999998"
"435","77.599","77.599","77.599","81.32199999999999","81.32199999999999","81.32199999999999","80.18300000000002","80.18300000000002","80.18300000000002","85.72800000000001","85.72800000000001","85.72800000000001","86.97300000000001","86.97300000000001","86.97300000000001","87.27800000000002","87.27800000000002","87.27800000000002","89.68699999999998","89.68699999999998","89.68699999999998"
"436","77.996","77.996","77.996","81.37300000000002","81.37300000000002","81.37300000000002","80.236","80.236","80.236","85.76399999999998","85.76399999999998","85.76399999999998","86.98199999999999","86.98199999999999","86.98199999999999","87.27800000000002","87.27800000000002","87.27800000000002","89.68800000000002","89.68800000000002","89.68800000000002"
"437","77.834","77.834","77.834","81.329","81.329","81.329","80.176","80.176","80.176","85.73300000000002","85.73300000000002","85.73300000000002","86.981","86.981","86.981","87.34300000000002","87.34300000000002","87.34300000000002","89.68899999999998","89.68899999999998","89.68899999999998"
"438","77.80300000000001","77.80300000000001","77.80300000000001","81.31199999999998","81.31199999999998","81.31199999999998","80.159","80.159","80.159","85.85699999999999","85.85699999999999","85.85699999999999","86.97399999999999","86.97399999999999","86.97399999999999","87.356","87.356","87.356","89.68899999999998","89.68899999999998","89.68899999999998"
"439","77.75199999999998","77.75199999999998","77.75199999999998","81.431","81.431","81.431","80.164","80.164","80.164","85.72199999999998","85.72199999999998","85.72199999999998","86.98399999999998","86.98399999999998","86.98399999999998","87.25899999999999","87.25899999999999","87.25899999999999","89.68899999999998","89.68899999999998","89.68899999999998"
"440","77.691","77.691","77.691","81.34","81.34","81.34","80.235","80.235","80.235","85.68899999999998","85.68899999999998","85.68899999999998","86.99300000000001","86.99300000000001","86.99300000000001","87.28800000000001","87.28800000000001","87.28800000000001","89.69","89.69","89.69"
"441","77.84300000000002","77.84300000000002","77.84300000000002","81.38699999999999","81.38699999999999","81.38699999999999","80.21199999999999","80.21199999999999","80.21199999999999","85.78800000000001","85.78800000000001","85.78800000000001","87.06399999999998","87.06399999999998","87.06399999999998","87.4","87.4","87.4","89.69100000000002","89.69100000000002","89.69100000000002"
"442","77.884","77.884","77.884","81.25","81.25","81.25","80.355","80.355","80.355","85.77","85.77","85.77","87.00399999999999","87.00399999999999","87.00399999999999","87.38399999999999","87.38399999999999","87.38399999999999","89.69100000000002","89.69100000000002","89.69100000000002"
"443","77.799","77.799","77.799","81.43000000000002","81.43000000000002","81.43000000000002","80.17300000000002","80.17300000000002","80.17300000000002","85.79699999999998","85.79699999999998","85.79699999999998","87.00800000000001","87.00800000000001","87.00800000000001","87.37899999999999","87.37899999999999","87.37899999999999","89.69199999999998","89.69199999999998","89.69199999999998"
"444","77.77199999999999","77.77199999999999","77.77199999999999","81.081","81.081","81.081","80.2","80.2","80.2","85.87399999999998","85.87399999999998","85.87399999999998","87.07300000000001","87.07300000000001","87.07300000000001","87.43899999999998","87.43899999999998","87.43899999999998","89.69199999999998","89.69199999999998","89.69199999999998"
"445","77.796","77.796","77.796","81.40699999999998","81.40699999999998","81.40699999999998","80.261","80.261","80.261","85.71100000000001","85.71100000000001","85.71100000000001","87.04","87.04","87.04","87.29699999999998","87.29699999999998","87.29699999999998","89.69300000000001","89.69300000000001","89.69300000000001"
"446","77.884","77.884","77.884","81.36300000000001","81.36300000000001","81.36300000000001","80.20199999999998","80.20199999999998","80.20199999999998","85.77300000000001","85.77300000000001","85.77300000000001","86.95300000000002","86.95300000000002","86.95300000000002","87.295","87.295","87.295","89.69300000000001","89.69300000000001","89.69300000000001"
"447","78.004","78.004","78.004","81.204","81.204","81.204","80.25699999999999","80.25699999999999","80.25699999999999","85.68600000000002","85.68600000000002","85.68600000000002","86.97199999999998","86.97199999999998","86.97199999999998","87.39600000000002","87.39600000000002","87.39600000000002","89.69399999999999","89.69399999999999","89.69399999999999"
"448","78.009","78.009","78.009","81.264","81.264","81.264","80.321","80.321","80.321","85.92199999999998","85.92199999999998","85.92199999999998","87.065","87.065","87.065","87.43300000000002","87.43300000000002","87.43300000000002","89.695","89.695","89.695"
"449","77.58300000000001","77.58300000000001","77.58300000000001","81.46699999999998","81.46699999999998","81.46699999999998","80.241","80.241","80.241","85.88600000000001","85.88600000000001","85.88600000000001","86.94199999999998","86.94199999999998","86.94199999999998","87.35199999999999","87.35199999999999","87.35199999999999","89.695","89.695","89.695"
"450","78.04300000000002","78.04300000000002","78.04300000000002","81.234","81.234","81.234","80.31199999999998","80.31199999999998","80.31199999999998","85.94600000000001","85.94600000000001","85.94600000000001","87.03199999999998","87.03199999999998","87.03199999999998","87.39199999999998","87.39199999999998","87.39199999999998","89.695","89.695","89.695"
"451","77.78699999999999","77.78699999999999","77.78699999999999","81.361","81.361","81.361","80.204","80.204","80.204","85.65800000000002","85.65800000000002","85.65800000000002","87.16100000000002","87.16100000000002","87.16100000000002","87.43899999999998","87.43899999999998","87.43899999999998","89.69600000000001","89.69600000000001","89.69600000000001"
"452","77.899","77.899","77.899","81.5","81.5","81.5","80.244","80.244","80.244","85.76699999999998","85.76699999999998","85.76699999999998","86.98","86.98","86.98","87.37100000000001","87.37100000000001","87.37100000000001","89.69699999999999","89.69699999999999","89.69699999999999"
"453","77.95199999999998","77.95199999999998","77.95199999999998","81.46699999999998","81.46699999999998","81.46699999999998","80.19800000000001","80.19800000000001","80.19800000000001","85.93100000000001","85.93100000000001","85.93100000000001","87.12600000000002","87.12600000000002","87.12600000000002","87.46399999999998","87.46399999999998","87.46399999999998","89.69699999999999","89.69699999999999","89.69699999999999"
"454","77.979","77.979","77.979","81.576","81.576","81.576","80.30500000000002","80.30500000000002","80.30500000000002","85.82800000000002","85.82800000000002","85.82800000000002","87.01300000000002","87.01300000000002","87.01300000000002","87.33600000000001","87.33600000000001","87.33600000000001","89.69800000000001","89.69800000000001","89.69800000000001"
"455","78.031","78.031","78.031","81.60300000000001","81.60300000000001","81.60300000000001","80.25699999999999","80.25699999999999","80.25699999999999","85.96399999999998","85.96399999999998","85.96399999999998","87.03800000000001","87.03800000000001","87.03800000000001","87.45199999999998","87.45199999999998","87.45199999999998","89.69800000000001","89.69800000000001","89.69800000000001"
"456","78.156","78.156","78.156","81.479","81.479","81.479","80.274","80.274","80.274","85.81100000000002","85.81100000000002","85.81100000000002","87.04199999999999","87.04199999999999","87.04199999999999","87.44300000000001","87.44300000000001","87.44300000000001","89.69899999999998","89.69899999999998","89.69899999999998"
"457","78.11199999999998","78.11199999999998","78.11199999999998","81.51000000000002","81.51000000000002","81.51000000000002","80.329","80.329","80.329","85.83","85.83","85.83","87.04300000000002","87.04300000000002","87.04300000000002","87.46199999999999","87.46199999999999","87.46199999999999","89.69899999999998","89.69899999999998","89.69899999999998"
"458","78.40300000000002","78.40300000000002","78.40300000000002","81.46800000000002","81.46800000000002","81.46800000000002","80.38","80.38","80.38","85.77800000000002","85.77800000000002","85.77800000000002","87.07699999999998","87.07699999999998","87.07699999999998","87.38800000000002","87.38800000000002","87.38800000000002","89.7","89.7","89.7"
"459","78.07300000000001","78.07300000000001","78.07300000000001","81.48699999999998","81.48699999999998","81.48699999999998","80.31999999999998","80.31999999999998","80.31999999999998","85.856","85.856","85.856","86.97399999999999","86.97399999999999","86.97399999999999","87.39800000000001","87.39800000000001","87.39800000000001","89.7","89.7","89.7"
