"Step","zerofl-a1.0-s0.9-cifar100_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar100_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar100_lda0.1-FedAvgNZ-e1-lr0.5 - sparsity__MAX","zerofl-a1.0-s0.9-cifar100_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar100_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar100_lda1.0-FedAvgNZ-e1-lr0.5 - sparsity__MAX","zerofl-a1.0-s0.9-cifar100_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity","zerofl-a1.0-s0.9-cifar100_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity__MIN","zerofl-a1.0-s0.9-cifar100_lda1000.0-FedAvgNZ-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar100_lda0.1-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar100_lda0.1-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar100_lda0.1-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar100_lda1.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar100_lda1.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar100_lda1.0-FedAvg-e1-lr0.5 - sparsity__MAX","powerprop-a1.0-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity","powerprop-a1.0-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","powerprop-a1.0-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX","power_swat-a1.25-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity","power_swat-a1.25-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MIN","power_swat-a1.25-s0.9-cifar100_lda1000.0-FedAvg-e1-lr0.5 - sparsity__MAX"
"173","68.69699999999999","68.69699999999999","68.69699999999999","76.216","76.216","76.216","75.22","75.22","75.22","83.30300000000001","83.30300000000001","83.30300000000001","84.73600000000002","84.73600000000002","84.73600000000002","85.54300000000002","85.54300000000002","85.54300000000002","89.57399999999998","89.57399999999998","89.57399999999998"
"174","68.53300000000002","68.53300000000002","68.53300000000002","76.21699999999998","76.21699999999998","76.21699999999998","75.32800000000002","75.32800000000002","75.32800000000002","83.21899999999998","83.21899999999998","83.21899999999998","84.74199999999999","84.74199999999999","84.74199999999999","85.48199999999999","85.48199999999999","85.48199999999999","89.57399999999998","89.57399999999998","89.57399999999998"
"175","68.584","68.584","68.584","76.12","76.12","76.12","75.459","75.459","75.459","83.18800000000002","83.18800000000002","83.18800000000002","84.76600000000002","84.76600000000002","84.76600000000002","85.53800000000001","85.53800000000001","85.53800000000001","89.57399999999998","89.57399999999998","89.57399999999998"
"176","68.46199999999999","68.46199999999999","68.46199999999999","76.11499999999998","76.11499999999998","76.11499999999998","75.526","75.526","75.526","83.41199999999999","83.41199999999999","83.41199999999999","84.83199999999998","84.83199999999998","84.83199999999998","85.53300000000002","85.53300000000002","85.53300000000002","89.57399999999998","89.57399999999998","89.57399999999998"
"177","68.46199999999999","68.46199999999999","68.46199999999999","76.241","76.241","76.241","75.214","75.214","75.214","83.20800000000001","83.20800000000001","83.20800000000001","84.76699999999998","84.76699999999998","84.76699999999998","85.58899999999998","85.58899999999998","85.58899999999998","89.57399999999998","89.57399999999998","89.57399999999998"
"178","68.63199999999999","68.63199999999999","68.63199999999999","76.296","76.296","76.296","75.486","75.486","75.486","83.28300000000002","83.28300000000002","83.28300000000002","84.86100000000002","84.86100000000002","84.86100000000002","85.665","85.665","85.665","89.57399999999998","89.57399999999998","89.57399999999998"
"179","68.756","68.756","68.756","76.42699999999999","76.42699999999999","76.42699999999999","75.626","75.626","75.626","83.29699999999998","83.29699999999998","83.29699999999998","84.9","84.9","84.9","85.69100000000002","85.69100000000002","85.69100000000002","89.57399999999998","89.57399999999998","89.57399999999998"
"180","68.73999999999998","68.73999999999998","68.73999999999998","76.51199999999999","76.51199999999999","76.51199999999999","75.58499999999998","75.58499999999998","75.58499999999998","83.25800000000001","83.25800000000001","83.25800000000001","84.86100000000002","84.86100000000002","84.86100000000002","85.65300000000002","85.65300000000002","85.65300000000002","89.57399999999998","89.57399999999998","89.57399999999998"
"181","68.925","68.925","68.925","76.67800000000001","76.67800000000001","76.67800000000001","75.151","75.151","75.151","83.165","83.165","83.165","84.895","84.895","84.895","85.67300000000002","85.67300000000002","85.67300000000002","89.57399999999998","89.57399999999998","89.57399999999998"
"182","69.104","69.104","69.104","76.48199999999999","76.48199999999999","76.48199999999999","75.659","75.659","75.659","83.25100000000002","83.25100000000002","83.25100000000002","84.81","84.81","84.81","85.64699999999999","85.64699999999999","85.64699999999999","89.575","89.575","89.575"
"183","68.784","68.784","68.784","76.38","76.38","76.38","75.72199999999998","75.72199999999998","75.72199999999998","83.20899999999999","83.20899999999999","83.20899999999999","84.85","84.85","84.85","85.67899999999999","85.67899999999999","85.67899999999999","89.575","89.575","89.575"
"184","69.084","69.084","69.084","76.419","76.419","76.419","75.655","75.655","75.655","83.34300000000002","83.34300000000002","83.34300000000002","84.91","84.91","84.91","85.69600000000001","85.69600000000001","85.69600000000001","89.575","89.575","89.575"
"185","68.84800000000001","68.84800000000001","68.84800000000001","76.559","76.559","76.559","75.719","75.719","75.719","83.16899999999998","83.16899999999998","83.16899999999998","84.86899999999999","84.86899999999999","84.86899999999999","85.70699999999998","85.70699999999998","85.70699999999998","89.575","89.575","89.575"
"186","69.36","69.36","69.36","76.625","76.625","76.625","75.73","75.73","75.73","83.245","83.245","83.245","84.91399999999999","84.91399999999999","84.91399999999999","85.72600000000001","85.72600000000001","85.72600000000001","89.575","89.575","89.575"
"187","69.55300000000001","69.55300000000001","69.55300000000001","76.75","76.75","76.75","75.63800000000002","75.63800000000002","75.63800000000002","83.415","83.415","83.415","84.92800000000001","84.92800000000001","84.92800000000001","85.78199999999998","85.78199999999998","85.78199999999998","89.575","89.575","89.575"
"188","69.201","69.201","69.201","76.715","76.715","76.715","75.811","75.811","75.811","83.30600000000001","83.30600000000001","83.30600000000001","84.91","84.91","84.91","85.79600000000002","85.79600000000002","85.79600000000002","89.575","89.575","89.575"
"189","69.346","69.346","69.346","76.85800000000002","76.85800000000002","76.85800000000002","75.999","75.999","75.999","83.34","83.34","83.34","84.98899999999999","84.98899999999999","84.98899999999999","85.74300000000001","85.74300000000001","85.74300000000001","89.575","89.575","89.575"
"190","69.204","69.204","69.204","76.81300000000002","76.81300000000002","76.81300000000002","75.83300000000001","75.83300000000001","75.83300000000001","83.24300000000001","83.24300000000001","83.24300000000001","84.99899999999998","84.99899999999998","84.99899999999998","85.75","85.75","85.75","89.575","89.575","89.575"
"191","69.289","69.289","69.289","76.76800000000001","76.76800000000001","76.76800000000001","75.65800000000002","75.65800000000002","75.65800000000002","83.409","83.409","83.409","85.00800000000001","85.00800000000001","85.00800000000001","85.81399999999998","85.81399999999998","85.81399999999998","89.575","89.575","89.575"
"192","69.87199999999999","69.87199999999999","69.87199999999999","76.82300000000001","76.82300000000001","76.82300000000001","75.80500000000002","75.80500000000002","75.80500000000002","83.30300000000001","83.30300000000001","83.30300000000001","84.96300000000001","84.96300000000001","84.96300000000001","85.855","85.855","85.855","89.575","89.575","89.575"
"193","69.486","69.486","69.486","76.819","76.819","76.819","75.77","75.77","75.77","83.20199999999998","83.20199999999998","83.20199999999998","85.025","85.025","85.025","85.86899999999999","85.86899999999999","85.86899999999999","89.576","89.576","89.576"
"194","69.91500000000002","69.91500000000002","69.91500000000002","76.845","76.845","76.845","75.94","75.94","75.94","83.31399999999998","83.31399999999998","83.31399999999998","85.03199999999998","85.03199999999998","85.03199999999998","85.82699999999998","85.82699999999998","85.82699999999998","89.576","89.576","89.576"
"195","69.754","69.754","69.754","76.87699999999998","76.87699999999998","76.87699999999998","76.029","76.029","76.029","83.46100000000001","83.46100000000001","83.46100000000001","84.98199999999999","84.98199999999999","84.98199999999999","85.87899999999999","85.87899999999999","85.87899999999999","89.576","89.576","89.576"
"196","69.78199999999998","69.78199999999998","69.78199999999998","76.79699999999998","76.79699999999998","76.79699999999998","76.069","76.069","76.069","83.59600000000002","83.59600000000002","83.59600000000002","85.02699999999999","85.02699999999999","85.02699999999999","85.83300000000001","85.83300000000001","85.83300000000001","89.576","89.576","89.576"
"197","69.671","69.671","69.671","76.84199999999998","76.84199999999998","76.84199999999998","75.91199999999999","75.91199999999999","75.91199999999999","83.33699999999999","83.33699999999999","83.33699999999999","85.09399999999998","85.09399999999998","85.09399999999998","85.945","85.945","85.945","89.576","89.576","89.576"
"198","70.28300000000002","70.28300000000002","70.28300000000002","77.256","77.256","77.256","75.88500000000002","75.88500000000002","75.88500000000002","83.4","83.4","83.4","85.15699999999998","85.15699999999998","85.15699999999998","85.91199999999999","85.91199999999999","85.91199999999999","89.576","89.576","89.576"
"199","69.72800000000001","69.72800000000001","69.72800000000001","76.985","76.985","76.985","76.12","76.12","76.12","83.53199999999998","83.53199999999998","83.53199999999998","85.16800000000002","85.16800000000002","85.16800000000002","85.94600000000001","85.94600000000001","85.94600000000001","89.576","89.576","89.576"
"200","69.55699999999999","69.55699999999999","69.55699999999999","77.121","77.121","77.121","76.19699999999999","76.19699999999999","76.19699999999999","83.52100000000002","83.52100000000002","83.52100000000002","85.055","85.055","85.055","85.99399999999999","85.99399999999999","85.99399999999999","89.576","89.576","89.576"
"201","70.06999999999998","70.06999999999998","70.06999999999998","77.21800000000002","77.21800000000002","77.21800000000002","76.141","76.141","76.141","83.575","83.575","83.575","85.22199999999998","85.22199999999998","85.22199999999998","85.92300000000002","85.92300000000002","85.92300000000002","89.57699999999998","89.57699999999998","89.57699999999998"
"202","70.166","70.166","70.166","77.256","77.256","77.256","76.136","76.136","76.136","83.485","83.485","83.485","85.10199999999999","85.10199999999999","85.10199999999999","86.01399999999998","86.01399999999998","86.01399999999998","89.57699999999998","89.57699999999998","89.57699999999998"
"203","69.98199999999999","69.98199999999999","69.98199999999999","77.006","77.006","77.006","76.24199999999999","76.24199999999999","76.24199999999999","83.41100000000002","83.41100000000002","83.41100000000002","85.18100000000001","85.18100000000001","85.18100000000001","86.049","86.049","86.049","89.57699999999998","89.57699999999998","89.57699999999998"
"204","70.13800000000002","70.13800000000002","70.13800000000002","77.241","77.241","77.241","76.27","76.27","76.27","83.54199999999999","83.54199999999999","83.54199999999999","85.23600000000002","85.23600000000002","85.23600000000002","86.05100000000002","86.05100000000002","86.05100000000002","89.57699999999998","89.57699999999998","89.57699999999998"
"205","70.06199999999998","70.06199999999998","70.06199999999998","77.111","77.111","77.111","76.256","76.256","76.256","83.591","83.591","83.591","85.23300000000002","85.23300000000002","85.23300000000002","86.085","86.085","86.085","89.57699999999998","89.57699999999998","89.57699999999998"
"206","70.46800000000002","70.46800000000002","70.46800000000002","77.189","77.189","77.189","76.274","76.274","76.274","83.515","83.515","83.515","85.26399999999998","85.26399999999998","85.26399999999998","86.16","86.16","86.16","89.57699999999998","89.57699999999998","89.57699999999998"
"207","70.42199999999998","70.42199999999998","70.42199999999998","77.16800000000002","77.16800000000002","77.16800000000002","75.946","75.946","75.946","83.52399999999999","83.52399999999999","83.52399999999999","85.27399999999999","85.27399999999999","85.27399999999999","86.10100000000001","86.10100000000001","86.10100000000001","89.57699999999998","89.57699999999998","89.57699999999998"
"208","70.44699999999999","70.44699999999999","70.44699999999999","77.10800000000002","77.10800000000002","77.10800000000002","76.25","76.25","76.25","83.549","83.549","83.549","85.25800000000001","85.25800000000001","85.25800000000001","86.11899999999999","86.11899999999999","86.11899999999999","89.57699999999998","89.57699999999998","89.57699999999998"
"209","70.375","70.375","70.375","77.19300000000001","77.19300000000001","77.19300000000001","76.31699999999998","76.31699999999998","76.31699999999998","83.69800000000001","83.69800000000001","83.69800000000001","85.30600000000001","85.30600000000001","85.30600000000001","86.135","86.135","86.135","89.57699999999998","89.57699999999998","89.57699999999998"
"210","70.556","70.556","70.556","77.29300000000002","77.29300000000002","77.29300000000002","76.435","76.435","76.435","83.59800000000001","83.59800000000001","83.59800000000001","85.29800000000002","85.29800000000002","85.29800000000002","86.14600000000002","86.14600000000002","86.14600000000002","89.57800000000002","89.57800000000002","89.57800000000002"
"211","70.44300000000001","70.44300000000001","70.44300000000001","77.294","77.294","77.294","76.44199999999998","76.44199999999998","76.44199999999998","83.716","83.716","83.716","85.295","85.295","85.295","86.14300000000001","86.14300000000001","86.14300000000001","89.57800000000002","89.57800000000002","89.57800000000002"
"212","70.59","70.59","70.59","77.31800000000001","77.31800000000001","77.31800000000001","76.47199999999998","76.47199999999998","76.47199999999998","83.64","83.64","83.64","85.35800000000002","85.35800000000002","85.35800000000002","86.23","86.23","86.23","89.57800000000002","89.57800000000002","89.57800000000002"
"213","70.444","70.444","70.444","77.30800000000002","77.30800000000002","77.30800000000002","76.5","76.5","76.5","83.50800000000001","83.50800000000001","83.50800000000001","85.21300000000001","85.21300000000001","85.21300000000001","86.17","86.17","86.17","89.57800000000002","89.57800000000002","89.57800000000002"
"214","70.724","70.724","70.724","77.53199999999998","77.53199999999998","77.53199999999998","76.565","76.565","76.565","83.53899999999999","83.53899999999999","83.53899999999999","85.31899999999999","85.31899999999999","85.31899999999999","86.17199999999998","86.17199999999998","86.17199999999998","89.57800000000002","89.57800000000002","89.57800000000002"
"215","71.099","71.099","71.099","77.38699999999999","77.38699999999999","77.38699999999999","76.465","76.465","76.465","83.55399999999999","83.55399999999999","83.55399999999999","85.395","85.395","85.395","86.216","86.216","86.216","89.57800000000002","89.57800000000002","89.57800000000002"
"216","70.771","70.771","70.771","77.40000000000002","77.40000000000002","77.40000000000002","76.539","76.539","76.539","83.69100000000002","83.69100000000002","83.69100000000002","85.34600000000002","85.34600000000002","85.34600000000002","86.215","86.215","86.215","89.57899999999998","89.57899999999998","89.57899999999998"
"217","70.956","70.956","70.956","77.526","77.526","77.526","76.546","76.546","76.546","83.58899999999998","83.58899999999998","83.58899999999998","85.37100000000001","85.37100000000001","85.37100000000001","86.22699999999999","86.22699999999999","86.22699999999999","89.57899999999998","89.57899999999998","89.57899999999998"
"218","71.016","71.016","71.016","77.51300000000002","77.51300000000002","77.51300000000002","76.70800000000001","76.70800000000001","76.70800000000001","83.49899999999998","83.49899999999998","83.49899999999998","85.38100000000001","85.38100000000001","85.38100000000001","86.22399999999999","86.22399999999999","86.22399999999999","89.57899999999998","89.57899999999998","89.57899999999998"
"219","71.311","71.311","71.311","77.55300000000001","77.55300000000001","77.55300000000001","76.78800000000001","76.78800000000001","76.78800000000001","83.705","83.705","83.705","85.43899999999998","85.43899999999998","85.43899999999998","86.245","86.245","86.245","89.57899999999998","89.57899999999998","89.57899999999998"
"220","71.08699999999999","71.08699999999999","71.08699999999999","77.66800000000002","77.66800000000002","77.66800000000002","76.605","76.605","76.605","83.61300000000001","83.61300000000001","83.61300000000001","85.45699999999998","85.45699999999998","85.45699999999998","86.25899999999999","86.25899999999999","86.25899999999999","89.57899999999998","89.57899999999998","89.57899999999998"
"221","70.99800000000002","70.99800000000002","70.99800000000002","77.694","77.694","77.694","76.62300000000002","76.62300000000002","76.62300000000002","83.63399999999999","83.63399999999999","83.63399999999999","85.405","85.405","85.405","86.33800000000001","86.33800000000001","86.33800000000001","89.58","89.58","89.58"
"222","71.30199999999999","71.30199999999999","71.30199999999999","77.594","77.594","77.594","76.48800000000001","76.48800000000001","76.48800000000001","83.64199999999998","83.64199999999998","83.64199999999998","85.47600000000001","85.47600000000001","85.47600000000001","86.34800000000001","86.34800000000001","86.34800000000001","89.58","89.58","89.58"
"223","71.06800000000001","71.06800000000001","71.06800000000001","77.61699999999999","77.61699999999999","77.61699999999999","76.64699999999999","76.64699999999999","76.64699999999999","83.79199999999999","83.79199999999999","83.79199999999999","85.44800000000001","85.44800000000001","85.44800000000001","86.36300000000001","86.36300000000001","86.36300000000001","89.58","89.58","89.58"
"224","71.114","71.114","71.114","77.671","77.671","77.671","76.78","76.78","76.78","83.745","83.745","83.745","85.50699999999999","85.50699999999999","85.50699999999999","86.32399999999998","86.32399999999998","86.32399999999998","89.58","89.58","89.58"
"225","71.10199999999999","71.10199999999999","71.10199999999999","77.704","77.704","77.704","76.711","76.711","76.711","83.80300000000001","83.80300000000001","83.80300000000001","85.415","85.415","85.415","86.33600000000001","86.33600000000001","86.33600000000001","89.58","89.58","89.58"
"226","71.334","71.334","71.334","77.794","77.794","77.794","76.72300000000001","76.72300000000001","76.72300000000001","83.805","83.805","83.805","85.51600000000002","85.51600000000002","85.51600000000002","86.30399999999999","86.30399999999999","86.30399999999999","89.58100000000002","89.58100000000002","89.58100000000002"
"227","71.295","71.295","71.295","77.715","77.715","77.715","76.729","76.729","76.729","83.80199999999999","83.80199999999999","83.80199999999999","85.525","85.525","85.525","86.36","86.36","86.36","89.58100000000002","89.58100000000002","89.58100000000002"
"228","71.285","71.285","71.285","77.68699999999998","77.68699999999998","77.68699999999998","76.754","76.754","76.754","83.87399999999998","83.87399999999998","83.87399999999998","85.52199999999999","85.52199999999999","85.52199999999999","86.39","86.39","86.39","89.58100000000002","89.58100000000002","89.58100000000002"
"229","71.58699999999999","71.58699999999999","71.58699999999999","77.81999999999998","77.81999999999998","77.81999999999998","76.779","76.779","76.779","83.78199999999998","83.78199999999998","83.78199999999998","85.54699999999998","85.54699999999998","85.54699999999998","86.4","86.4","86.4","89.58100000000002","89.58100000000002","89.58100000000002"
"230","71.64699999999999","71.64699999999999","71.64699999999999","77.796","77.796","77.796","76.87","76.87","76.87","83.87","83.87","83.87","85.56800000000001","85.56800000000001","85.56800000000001","86.43199999999999","86.43199999999999","86.43199999999999","89.58199999999998","89.58199999999998","89.58199999999998"
"231","71.64199999999998","71.64199999999998","71.64199999999998","77.605","77.605","77.605","76.935","76.935","76.935","83.81600000000002","83.81600000000002","83.81600000000002","85.545","85.545","85.545","86.37399999999998","86.37399999999998","86.37399999999998","89.58199999999998","89.58199999999998","89.58199999999998"
"232","71.36800000000001","71.36800000000001","71.36800000000001","77.93300000000002","77.93300000000002","77.93300000000002","76.79000000000002","76.79000000000002","76.79000000000002","83.82300000000001","83.82300000000001","83.82300000000001","85.62199999999999","85.62199999999999","85.62199999999999","86.39899999999999","86.39899999999999","86.39899999999999","89.58199999999998","89.58199999999998","89.58199999999998"
"233","71.60800000000002","71.60800000000002","71.60800000000002","77.83499999999998","77.83499999999998","77.83499999999998","77.04300000000002","77.04300000000002","77.04300000000002","83.915","83.915","83.915","85.635","85.635","85.635","86.425","86.425","86.425","89.58199999999998","89.58199999999998","89.58199999999998"
"234","71.751","71.751","71.751","78.074","78.074","78.074","76.86499999999998","76.86499999999998","76.86499999999998","83.87399999999998","83.87399999999998","83.87399999999998","85.56100000000002","85.56100000000002","85.56100000000002","86.43100000000001","86.43100000000001","86.43100000000001","89.58300000000001","89.58300000000001","89.58300000000001"
"235","71.95300000000002","71.95300000000002","71.95300000000002","77.94","77.94","77.94","77.00300000000001","77.00300000000001","77.00300000000001","83.89899999999999","83.89899999999999","83.89899999999999","85.6","85.6","85.6","86.44600000000001","86.44600000000001","86.44600000000001","89.58300000000001","89.58300000000001","89.58300000000001"
"236","71.82699999999998","71.82699999999998","71.82699999999998","77.96199999999999","77.96199999999999","77.96199999999999","77.05","77.05","77.05","83.74300000000001","83.74300000000001","83.74300000000001","85.68399999999998","85.68399999999998","85.68399999999998","86.455","86.455","86.455","89.58300000000001","89.58300000000001","89.58300000000001"
"237","71.654","71.654","71.654","78.145","78.145","78.145","77.04300000000002","77.04300000000002","77.04300000000002","83.87","83.87","83.87","85.68300000000002","85.68300000000002","85.68300000000002","86.48300000000002","86.48300000000002","86.48300000000002","89.58300000000001","89.58300000000001","89.58300000000001"
"238","71.92300000000002","71.92300000000002","71.92300000000002","78.014","78.014","78.014","76.98199999999999","76.98199999999999","76.98199999999999","83.90699999999998","83.90699999999998","83.90699999999998","85.68199999999999","85.68199999999999","85.68199999999999","86.48399999999998","86.48399999999998","86.48399999999998","89.58399999999999","89.58399999999999","89.58399999999999"
"239","71.50199999999998","71.50199999999998","71.50199999999998","77.985","77.985","77.985","77.15300000000002","77.15300000000002","77.15300000000002","83.94800000000001","83.94800000000001","83.94800000000001","85.7","85.7","85.7","86.52300000000001","86.52300000000001","86.52300000000001","89.58399999999999","89.58399999999999","89.58399999999999"
"240","72.114","72.114","72.114","78.171","78.171","78.171","77.039","77.039","77.039","83.96699999999998","83.96699999999998","83.96699999999998","85.80199999999999","85.80199999999999","85.80199999999999","86.54100000000001","86.54100000000001","86.54100000000001","89.58399999999999","89.58399999999999","89.58399999999999"
"241","72.229","72.229","72.229","78.06300000000002","78.06300000000002","78.06300000000002","77.10800000000002","77.10800000000002","77.10800000000002","83.98","83.98","83.98","85.745","85.745","85.745","86.53300000000002","86.53300000000002","86.53300000000002","89.58399999999999","89.58399999999999","89.58399999999999"
"242","72.16800000000002","72.16800000000002","72.16800000000002","78.23300000000002","78.23300000000002","78.23300000000002","76.98300000000002","76.98300000000002","76.98300000000002","83.95699999999998","83.95699999999998","83.95699999999998","85.76","85.76","85.76","86.58699999999999","86.58699999999999","86.58699999999999","89.58399999999999","89.58399999999999","89.58399999999999"
"243","71.91","71.91","71.91","78.076","78.076","78.076","77.09300000000002","77.09300000000002","77.09300000000002","83.89699999999999","83.89699999999999","83.89699999999999","85.80300000000001","85.80300000000001","85.80300000000001","86.575","86.575","86.575","89.585","89.585","89.585"
"244","71.82300000000001","71.82300000000001","71.82300000000001","78.29300000000002","78.29300000000002","78.29300000000002","76.97499999999998","76.97499999999998","76.97499999999998","84.01600000000002","84.01600000000002","84.01600000000002","85.885","85.885","85.885","86.6","86.6","86.6","89.585","89.585","89.585"
"245","71.96699999999998","71.96699999999998","71.96699999999998","78.27800000000002","78.27800000000002","78.27800000000002","77.154","77.154","77.154","84.06199999999998","84.06199999999998","84.06199999999998","85.83399999999999","85.83399999999999","85.83399999999999","86.57800000000002","86.57800000000002","86.57800000000002","89.585","89.585","89.585"
"246","71.964","71.964","71.964","78.405","78.405","78.405","77.069","77.069","77.069","84.02699999999999","84.02699999999999","84.02699999999999","85.89699999999999","85.89699999999999","85.89699999999999","86.6","86.6","86.6","89.585","89.585","89.585"
"247","71.89699999999999","71.89699999999999","71.89699999999999","78.221","78.221","78.221","77.31199999999998","77.31199999999998","77.31199999999998","84.035","84.035","84.035","85.88","85.88","85.88","86.56800000000001","86.56800000000001","86.56800000000001","89.58600000000001","89.58600000000001","89.58600000000001"
"248","72.48699999999998","72.48699999999998","72.48699999999998","78.374","78.374","78.374","77.33300000000001","77.33300000000001","77.33300000000001","84.19300000000001","84.19300000000001","84.19300000000001","85.84699999999998","85.84699999999998","85.84699999999998","86.63399999999999","86.63399999999999","86.63399999999999","89.58600000000001","89.58600000000001","89.58600000000001"
"249","72.125","72.125","72.125","78.189","78.189","78.189","77.349","77.349","77.349","84.11199999999998","84.11199999999998","84.11199999999998","85.83699999999999","85.83699999999999","85.83699999999999","86.61300000000001","86.61300000000001","86.61300000000001","89.58600000000001","89.58600000000001","89.58600000000001"
"250","72.21800000000002","72.21800000000002","72.21800000000002","78.41800000000002","78.41800000000002","78.41800000000002","77.384","77.384","77.384","84.12399999999998","84.12399999999998","84.12399999999998","85.82899999999998","85.82899999999998","85.82899999999998","86.64199999999998","86.64199999999998","86.64199999999998","89.58600000000001","89.58600000000001","89.58600000000001"
"251","72.28300000000002","72.28300000000002","72.28300000000002","78.33","78.33","78.33","77.38199999999999","77.38199999999999","77.38199999999999","84.175","84.175","84.175","85.88600000000001","85.88600000000001","85.88600000000001","86.644","86.644","86.644","89.58699999999999","89.58699999999999","89.58699999999999"
"252","72.526","72.526","72.526","78.51699999999998","78.51699999999998","78.51699999999998","77.271","77.271","77.271","84.085","84.085","84.085","85.91","85.91","85.91","86.63300000000001","86.63300000000001","86.63300000000001","89.58699999999999","89.58699999999999","89.58699999999999"
"253","72.34199999999998","72.34199999999998","72.34199999999998","78.40199999999999","78.40199999999999","78.40199999999999","77.36","77.36","77.36","84.17","84.17","84.17","85.89800000000001","85.89800000000001","85.89800000000001","86.70800000000001","86.70800000000001","86.70800000000001","89.58699999999999","89.58699999999999","89.58699999999999"
"254","72.006","72.006","72.006","78.501","78.501","78.501","77.28199999999998","77.28199999999998","77.28199999999998","84.16100000000002","84.16100000000002","84.16100000000002","85.95399999999998","85.95399999999998","85.95399999999998","86.69100000000002","86.69100000000002","86.69100000000002","89.58699999999999","89.58699999999999","89.58699999999999"
"255","72.34","72.34","72.34","78.595","78.595","78.595","77.36300000000001","77.36300000000001","77.36300000000001","84.19199999999998","84.19199999999998","84.19199999999998","85.91100000000002","85.91100000000002","85.91100000000002","86.68600000000002","86.68600000000002","86.68600000000002","89.58800000000001","89.58800000000001","89.58800000000001"
"256","72.476","72.476","72.476","78.62199999999999","78.62199999999999","78.62199999999999","77.25699999999999","77.25699999999999","77.25699999999999","84.20199999999998","84.20199999999998","84.20199999999998","85.91899999999998","85.91899999999998","85.91899999999998","86.68600000000002","86.68600000000002","86.68600000000002","89.58800000000001","89.58800000000001","89.58800000000001"
"257","72.44800000000001","72.44800000000001","72.44800000000001","78.519","78.519","78.519","77.51000000000002","77.51000000000002","77.51000000000002","84.20699999999998","84.20699999999998","84.20699999999998","85.975","85.975","85.975","86.63899999999998","86.63899999999998","86.63899999999998","89.58800000000001","89.58800000000001","89.58800000000001"
"258","72.88800000000002","72.88800000000002","72.88800000000002","78.57800000000002","78.57800000000002","78.57800000000002","77.424","77.424","77.424","84.275","84.275","84.275","85.97899999999998","85.97899999999998","85.97899999999998","86.67800000000001","86.67800000000001","86.67800000000001","89.58800000000001","89.58800000000001","89.58800000000001"
"259","72.50800000000001","72.50800000000001","72.50800000000001","78.55800000000002","78.55800000000002","78.55800000000002","77.435","77.435","77.435","84.42899999999999","84.42899999999999","84.42899999999999","85.995","85.995","85.995","86.7","86.7","86.7","89.58899999999998","89.58899999999998","89.58899999999998"
"260","72.98199999999999","72.98199999999999","72.98199999999999","78.64300000000001","78.64300000000001","78.64300000000001","77.43699999999998","77.43699999999998","77.43699999999998","84.26300000000002","84.26300000000002","84.26300000000002","85.97100000000002","85.97100000000002","85.97100000000002","86.70399999999998","86.70399999999998","86.70399999999998","89.58899999999998","89.58899999999998","89.58899999999998"
"261","73.145","73.145","73.145","78.636","78.636","78.636","77.48999999999998","77.48999999999998","77.48999999999998","84.27199999999999","84.27199999999999","84.27199999999999","86.01300000000002","86.01300000000002","86.01300000000002","86.735","86.735","86.735","89.59","89.59","89.59"
"262","72.625","72.625","72.625","78.70999999999998","78.70999999999998","78.70999999999998","77.664","77.664","77.664","84.26","84.26","84.26","85.99699999999999","85.99699999999999","85.99699999999999","86.78199999999998","86.78199999999998","86.78199999999998","89.59","89.59","89.59"
"263","72.861","72.861","72.861","78.716","78.716","78.716","77.596","77.596","77.596","84.27100000000002","84.27100000000002","84.27100000000002","86.03300000000002","86.03300000000002","86.03300000000002","86.73800000000001","86.73800000000001","86.73800000000001","89.59","89.59","89.59"
"264","72.63","72.63","72.63","78.76800000000001","78.76800000000001","78.76800000000001","77.771","77.771","77.771","84.26100000000001","84.26100000000001","84.26100000000001","86.035","86.035","86.035","86.77899999999998","86.77899999999998","86.77899999999998","89.59","89.59","89.59"
